symbol,company,sector,industry,market_cap,cmp,previous_close,ema20,ema50,ema100,ema200,sma50,sma200,supertrend,ichimoku_signal,trend_label,trend_score,rsi14,macd,macd_signal,macd_hist,adx14,roc20,stoch_rsi,momentum_score,volume,avg_volume_10d,avg_volume_30d,relative_volume,delivery_pct,obv,cmf,volume_score,support1,support2,resistance1,resistance2,pivot,vwap,atr14,entry_low,entry_high,stop_loss,target1,target2,target3,risk_reward,rs_rank,return_1m,return_3m,dist_52w_high_pct,rs_vs_nifty_1m,rs_vs_sector_1m,pe,pb,peg,ev_ebitda,roe,roce,debt_equity,revenue_growth,profit_growth,operating_margin,fcf,fundamental_score,revenue_surprise,profit_surprise,eps_growth,margin_expansion,guidance,order_book_growth,earnings_score,promoter_holding,promoter_pledge,fii_holding,dii_holding,mf_holding,insider_buying,institution_score,news_count_7d,news_sentiment,catalyst_strength,major_catalyst,risk_event,news_score,in_oi_spurt,oi_change_pct,fno_score,pcr,max_pain,liquidity_sweep,smart_money_score,technical_score,fundamental_score_final,earnings_score_final,news_score_final,institution_score,sector_score,macro_score,risk_score,value_z,momentum_z,quality_z,lowvol_z,growth_z,size_z,composite_factor_z,composite_factor_rank,earnings_within_21d,days_to_earnings,event_risk_score,tech_rating,analyst_rec,price_target_avg
RELIANCE,Reliance Industries Limited,Energy Minerals,Oil Refining/Marketing,17906932314453.0,1299.9,1303.7,,1320.1995440544058,,1376.3658798046347,1314.8299999999983,1412.6560000000018,,,Bearish,0,47.42101348750855,-2.676294784083211,-4.827326039423395,2.151,12.105024338550232,1.5705578996718343,65.33039384235641,60,716666.0,11735128.5,13569344.99999998,0.0524663014671926,58.77,,,33,1297.2,1294.5,1303.6,1307.3,1300.9,1300.9,22.98260903722797,1288.41,1311.39,1265.43,1322.88,1345.87,1368.85,0.67,32.0,-1.275917065390746,-3.424962852897467,-19.35,-1.24,0.7,23.54034128876985,,,9.755303313041988,,,,15.00336391405993,-8.318252305321916,11.096072765804,,20,,,-8.318252305321916,,,,67,,,,,,,,0,,,,,,True,0.5,3.0,,,,3.0,31,20,67,,,76.0,30,40,0.37,-0.59,-0.66,0.52,-0.28,-3.03,-0.13,35.0,False,86.0,0.0,Sell,1.08,1661.76
BHARTIARTL,Bharti Airtel Limited,Communications,Wireless Telecommunications,12103859794312.0,1946.3,1948.4,,1885.2332788312335,,1896.209416247175,1871.4779999999985,1951.0439999999985,,,Bullish,83,59.97720081001727,21.149168838359174,18.91891803296366,2.2303,23.402922754633934,0.7871161514162937,64.81569462261236,80,303167.0,5931775.899999996,6377611.100000004,0.0464956014851502,70.24,,,33,1942.5,1938.7,1950.0,1953.7,1946.2,1946.2,32.614763360959216,1929.99,1962.61,1897.38,1978.91,2011.53,2044.14,0.67,60.0,1.5920242196471448,6.83390053792952,-10.49,1.63,,44.4080898794367,7.9544672448256115,,11.770486439727762,20.3215106088605,9.08236481301509,1.31098991926557,21.96002895045356,-20.523849590901182,31.7404423698221,18.89311650911332,40,,,-20.523849590901182,,,,67,,,,,,,,0,,,,,,True,-0.07,3.0,,,,3.0,72,40,67,,,10.0,30,55,-0.04,-0.27,0.0,0.83,-0.28,-3.03,0.05,60.0,True,13.0,5.0,Buy,1.161765,2294.147059
HDFCBANK,HDFC Bank Limited,Finance,Major Banks,11976815853157.0,755.95,761.45,,792.0930417343374,,850.994121287821,779.1130000000015,883.0297499999983,,,Bearish,0,36.86422638828179,-0.5345101315147076,7.115731411842179,-7.6502,21.35068743720276,-7.5347073573481635,1.0658141036401504e-14,0,2635183.0,26937994.2,34370442.4,0.0862582079582607,62.69,,,33,753.01,750.08,760.11,764.28,757.18,757.1833333333334,16.557403495060807,747.67,764.23,731.11,772.51,789.06,805.62,0.67,29.0,-4.298012406633743,-4.551767676767671,-25.92,-4.26,-3.46,15.343007915567282,1.9962975737491264,1.3391490638758474,,13.8043829232674,6.36128580809638,1.07215727136438,5.212582211861043,6.645021645021646,32.95187578164424,,60,,,6.645021645021646,,,,100,,,,,,,,0,,,,,,True,1.66,3.0,,,,3.0,7,60,100,,,48.0,30,40,0.66,-0.86,0.1,0.39,-0.41,-3.03,-0.02,50.0,False,89.0,0.0,Strong sell,1.076087,1031.26087
ICICIBANK,ICICI Bank Limited,Finance,Regional Banks,10475484164508.0,1453.0,1463.1,,1361.6743835576856,,1343.655884761939,1331.414,1346.5574999999997,,,Bullish,100,69.29093267891486,32.34357810834172,29.919164223097034,2.4244,35.06760509464596,5.236474252190914,84.16740773706034,100,557679.0,11988640.000000034,14034187.833333336,0.0429307930710738,71.02,,,33,1447.2,1441.4,1462.6,1472.2,1456.8,1456.8,25.47736252914543,1440.26,1465.74,1414.78,1478.48,1503.95,1529.43,0.67,61.0,7.390983000739098,7.757342035004442,-3.13,7.43,8.23,19.43032896496389,,2.5611519600683144,,16.0148883957153,9.55076371105473,0.6066876859418521,5.951187109652587,7.349985644559295,34.54095028467912,,80,,,7.349985644559295,,,,100,,,,,,,,2,,,,,,True,0.22,3.0,,,,3.0,87,80,100,,,48.0,30,45,0.1,-0.16,0.27,0.56,-0.35,-3.03,0.08,64.0,False,89.0,2.0,Buy,1.06,1734.62
SBIN,State Bank of India,Finance,Regional Banks,9783532417447.0,1034.2,1044.4,,1028.170371124058,,999.5452843632024,1005.52,1018.1022499999998,,,Bullish,67,51.30940434997145,6.291019615915502,6.439131869438351,-0.1481,11.0764961095672,1.183837197925841,62.08047154156005,60,629350.0,9451882.300000018,10889798.400000012,0.0582563363404191,53.04,,,33,1030.0,1025.8,1041.4,1048.6,1037.2,1037.2,19.732815343194236,1024.33,1044.07,1004.6,1053.93,1073.67,1093.4,0.67,26.0,-0.3660886319845813,-5.55251141552511,-16.24,-0.33,0.47,11.36116463472241,1.6013773517520118,2.454996538150041,,15.3805889022211,6.660692553910601,1.3396637584022402,6.975820605233501,4.743220354585112,28.129242852760616,,60,,,4.743220354585112,,,,67,,,,,,,,0,,,,,,True,0.49,3.0,,,,3.0,57,60,67,,,48.0,30,45,0.99,-0.29,-0.02,0.62,-0.43,-3.0,0.17,74.0,True,9.0,3.0,Neutral,1.2375,1215.85
TCS,Tata Consultancy Services Limited,Technology Services,Information Technology Services,8141058817343.0,2212.0,2221.1,,2219.399789156516,,2637.581638762591,2192.084000000003,2715.5589999999943,,,Bearish,33,54.7172312903668,13.530752901251162,-8.903028930197237,22.4338,17.770698844635557,7.928763112954379,78.07300529109988,80,173867.0,5343290.3,4807558.566666666,0.0305426230299848,48.53,,,33,2202.0,2192.0,2222.0,2232.0,2212.0,2212.0,59.21967212773507,2182.39,2241.61,2123.17,2271.22,2330.44,2389.66,0.67,9.0,3.742613263296135,-12.534598655595095,-33.97,3.78,-0.53,16.071026380604334,7.30000044882462,15.32069714877593,10.487896458298572,47.9890914172003,44.2125262461657,0.104302536644988,7.695160610272186,1.067516881423239,24.8826393193624,15.958861771552773,80,,,1.067516881423239,,,,67,,,,,,,,0,,,,,,True,-0.01,3.0,,,,3.0,52,80,67,,,72.0,30,40,0.68,-1.18,1.18,0.26,-0.42,-2.8,0.1,66.0,False,84.0,0.0,Buy,1.522222,2432.522727
BAJFINANCE,Bajaj Finance Limited,Finance,Finance/Rental/Leasing,6624106679397.0,1064.2,1069.2,,980.7596157368528,,948.7272334644192,959.0330000000006,970.6212500000012,,,Bullish,100,68.39351752443852,28.59600257598788,26.373476994118228,2.2225,37.21920293406963,6.017134887427784,69.5915189802635,100,320558.0,7422405.1,8643578.866666667,0.0389890932026125,66.86,,,33,1060.74,1057.27,1069.14,1074.07,1065.67,1065.6666666666667,23.0483246047657,1052.68,1075.72,1029.63,1087.25,1110.3,1133.34,0.67,72.0,10.15992961026863,14.911996544649607,-3.47,10.2,11.0,34.868938401048496,5.804492138027573,2.5317226546395606,27.390771589734506,18.052322754331,5.88770366680906,3.2266451939674603,18.3647764826221,13.77022291806456,43.7265523464435,,60,,,13.77022291806456,,,,100,,,,,,,,0,,,,,,True,0.22,3.0,,,,3.0,87,60,100,,,48.0,30,45,-0.32,0.12,-0.02,0.35,-0.05,-2.57,0.02,56.0,True,8.0,3.0,Buy,1.472973,1088.540541
LICI,Life Insurance Corp. of India,Finance,Life/Health Insurance,5473653041626.0,428.2,429.7,,422.7963776756914,,421.8066566416359,418.35500000000025,422.8283749999992,,,Bullish,83,49.19852647466418,3.714930411328624,5.590695004019209,-1.8758,25.149128986565987,-2.337780818793477,3.552713678800501e-15,20,62284.0,2485783.0,3786263.366666666,0.0216371526210278,50.17,,,33,427.36,426.53,429.76,431.33,428.93,428.9333333333333,9.070774740266604,423.66,432.74,414.59,437.27,446.34,455.41,0.67,53.0,-4.012553239184047,4.700776331071573,-8.6,-3.97,-3.17,9.428083888369022,0.7424374415397702,0.5044185189554343,,7.459755123494731,7.459755123494731,0.0,10.315815415255356,18.90051547336372,5.59249360662008,,60,,,18.90051547336372,,,,100,,,,,,,,0,,,,,,True,-0.2,3.0,,,,3.0,48,60,100,,,48.0,30,45,2.15,-0.31,-0.48,0.51,0.0,-2.35,0.37,89.0,True,15.0,3.0,Neutral,1.23913,520.293478
LT,Larsen & Toubro Limited,Industrial Services,Engineering & Construction,5282249686448.0,3838.0,3846.6,,3969.21746118688,,3908.929157037702,3990.945999999999,3959.9475000000007,,,Bearish,0,38.1829059264148,-63.66071574777197,-47.93974576703796,-15.721,26.25168153630934,-1.2352032938754502,45.21413952924283,20,56011.0,2193770.3000000077,2117979.600000001,0.0232083367862765,54.31,,,33,3829.34,3820.67,3844.34,3850.67,3835.67,3835.6666666666665,67.40371544826158,3804.3,3871.7,3736.89,3905.4,3972.81,4040.21,0.67,30.0,-9.224219489120152,-4.286889947380236,-13.56,-9.18,-7.24,32.83709787816564,4.133180242691987,4.7292680848301005,20.32783070043916,16.8428484034919,10.4602183989046,1.1482918808525602,11.78560370784602,6.944825693110064,8.67037685198086,,40,,,6.944825693110064,,,,100,,,,,,,,0,,,,,,True,0.08,3.0,,,,3.0,15,40,100,,,79.0,30,45,-0.08,-0.37,-0.41,0.52,-0.1,-2.31,-0.09,41.0,True,6.0,3.0,Sell,1.344828,4422.896552
HINDUNILVR,Hindustan Unilever Limited,Consumer Non-Durables,Household/Personal Care,5025893403374.0,2147.7,2142.5,,2170.66457799418,,2263.129596494544,2169.033999999997,2291.616961995805,,,Bearish,0,48.63980213410174,-11.447687795533056,-11.376546571536332,-0.0711,11.532089472310666,0.1492189321520083,55.10851179992059,40,44601.0,1538150.8,1589797.7666666666,0.0267655312814832,62.51,,,33,2138.34,2128.97,2153.94,2160.17,2144.57,2144.5666666666666,37.383453644116734,2129.01,2166.39,2091.62,2185.08,2222.47,2259.85,0.67,19.0,-2.541180741480238,-8.060787671232884,-20.67,-2.5,-1.1,33.55938559619982,10.353550838407669,0.8114616454379385,32.952927854696206,21.5261715287189,21.0234057797946,0.0303247912349453,3.84341185976141,41.20266179494647,20.858315407265,,100,,,41.20266179494647,,,,67,,,,,,,,0,,,,,,True,0.1,3.0,,,,3.0,23,100,67,,,33.0,30,35,-0.16,-0.73,0.31,1.22,-0.42,-2.26,0.04,59.0,True,6.0,3.0,Sell,1.474359,2557.358974
