index,ticker,close,prev_close,pct_change
NIFTY_50,^NSEI,24095.1,24187.7,-0.38
NIFTY_BANK,^NSEBANK,57452.6,57835.35,-0.66
NIFTY_NEXT_50,^NSMIDCP,72658.95,71828.4,1.16
INDIA_VIX,^INDIAVIX,12.88,12.6,2.24
SENSEX,^BSESN,77470.11,77708.52,-0.31
