symbol,latest_oi,prev_oi,change_in_oi,pct_change_oi,volume,fut_value,opt_value,prem_value,underlying_value
NIFTY,6250576,5650169,600407,10.63,3770094,97000.64576,5924182392897,194702.06147,24101
BANDHANBNK,60132,54925,5207,9.48,25884,12222.48816,17489541816,4801.71816,187
NIFTYNXT50,1533,1468,65,4.43,94,90.7034,171816286,0.91286,72728
AUROPHARMA,36515,35065,1450,4.14,5079,9450.69884,3443247357,404.96357,1541
TVSMOTOR,121696,117245,4451,3.8,57489,29720.53295,36543877324,5568.05574,3896
ZYDUSLIFE,20224,19735,489,2.48,1923,5130.70461,1469885868,137.66868,1123
LUPIN,24037,23497,540,2.3,4319,11045.21008,3487526710,286.2171,2473
BANKNIFTY,1423646,1394550,29096,2.09,495186,77575.6344,856253813458,42929.42458,57485
INDHOTEL,45327,44402,925,2.08,16347,18401.9622,10238877700,1162.927,721
KALYANKJIL,106098,104093,2005,1.93,24884,13885.65112,18556684470,4092.4197,596
GLENMARK,42458,41721,737,1.77,4042,12674.64978,2111640731,202.13231,2182
DRREDDY,82571,81187,1384,1.7,14343,11666.54693,9864503643,1168.41143,1190
HDFCBANK,893859,879257,14602,1.66,65681,68543.80188,26293666490,2238.2399,755
NESTLEIND,45357,44783,574,1.28,4145,3528.8845,2747517590,424.3759,1464
ABCAPITAL,21168,20917,251,1.2,1652,4831.43928,1640696235,239.84235,410
HAL,76084,75211,873,1.16,5602,4176.40203,3496293436,415.53436,4561
SUNPHARMA,100936,99984,952,0.95,13887,7679.58047,8719573023,651.86023,1936
AXISBANK,228461,226493,1968,0.87,16576,7272.532,12541402556,923.52556,1245
PREMIERENE,22085,21915,170,0.78,776,803.80956,457551848,65.88348,1046
SRF,38169,37881,288,0.76,2267,1320.1392,1228299428,185.95428,2957
ADANIGREEN,64561,64074,487,0.76,2260,4198.3812,1726539534,354.99534,1535
FINNIFTY,17805,17672,133,0.75,3421,349.45853,5457850282,217.27282,26376
INDUSINDBK,87377,86726,651,0.75,3597,2209.20196,2484429178,491.64178,1061
ULTRACEMCO,94554,93853,701,0.75,8990,7305.86263,4787850659,294.85659,12067
ETERNAL,119909,119040,869,0.73,6075,6137.4679,3764375636,821.58636,286
CIPLA,63442,62987,455,0.72,4881,4576.79945,2523752246,370.98496,1409
OIL,26607,26418,189,0.72,1191,875.57022,669248524,59.56524,449
RADICO,9008,8946,62,0.69,742,85.9686,470996521,32.29021,4088
PGEL,27469,27280,189,0.69,2115,1733.82932,1053132513,125.12013,599
GAIL,38258,38002,256,0.67,1571,1535.95471,830969800,80.03475,173
UNOMINDA,14862,14764,98,0.66,448,1179.20885,164499093,13.47093,1143
DALBHARAT,22381,22246,135,0.61,348,616.27302,152346681,21.77181,1852
PRESTIGE,18845,18736,109,0.58,621,504.69057,431036892,59.84892,1700
JSWSTEEL,81980,81513,467,0.57,1704,8985.31218,566999939,49.74689,1262
SHRIRAMFIN,63846,63499,347,0.55,2393,2884.62099,1855645976,309.60476,1063
SONACOMS,27047,26901,146,0.54,2405,4583.40083,1743300170,317.3017,734
RELIANCE,531451,528785,2666,0.5,24464,12893.52805,14995452065,1158.87065,1299
BANKBARODA,93349,92890,459,0.49,2219,3002.43645,1375072832,156.22044,246
SBIN,231766,230642,1124,0.49,25244,10128.3975,19070385997,1381.50997,1035
JSWENERGY,38897,38714,183,0.47,1098,662.50659,613475947,95.14072,564
SBICARD,65394,65087,307,0.47,989,1140.6768,411251464,49.23464,645
BIOCON,46842,46623,219,0.47,4182,11759.51,3434605075,412.55075,434
COFORGE,74018,73675,343,0.47,3104,1638.71128,2105261935,300.81935,1480
TIINDIA,14593,14530,63,0.43,627,983.01208,274636272,29.28272,2946
TATAELXSI,91985,91607,378,0.41,3879,1226.61387,1605082535,159.32535,3421
MARUTI,158373,157743,630,0.4,15383,4976.82355,10246797371,776.57371,13670
ANGELONE,32225,32098,127,0.4,2510,1760.45325,1934490650,224.0315,318
DIXON,143141,142586,555,0.39,6534,3056.83272,4415812541,487.15041,14157
EICHERMOT,84283,83963,320,0.38,3835,2596.58678,2719403819,312.58819,7694
CDSL,58316,58095,221,0.38,2863,1541.68033,1766357952,162.48952,1355
FORCEMOT,23091,23007,84,0.37,614,645.21762,220178049,20.65549,17683
WAAREEENER,90460,90133,327,0.36,3804,2697.0865,1610255654,201.44404,2748
COCHINSHIP,39145,39006,139,0.36,574,637.334,269692868,29.72868,1396
CHOLAFIN,35377,35252,125,0.35,389,1840.90375,253805881,37.93381,1765
IRFC,48712,48551,161,0.33,395,246.99265,168140985,19.51535,87
MIDCPNIFTY,145296,144822,474,0.33,29746,2005.56595,52749908554,2480.54554,14772
NYKAA,23727,23650,77,0.33,2111,4061.45562,1800788468,215.69718,334
JIOFIN,151277,150798,479,0.32,7092,5203.30819,3567341383,451.02633,240
AUBANK,42034,41901,133,0.32,817,969.9364,737239080,116.1908,999
INFY,588940,587116,1824,0.31,20511,17427.57608,7229403596,1092.13596,1059
ONGC,85261,85010,251,0.3,3337,2753.379,1622825752,160.61377,251
HDFCLIFE,78222,77995,227,0.29,2229,1348.5604,1262563588,96.52588,561
CANBK,90543,90284,259,0.29,1329,2954.40075,881214930,139.04055,126
BAJAJHLDNG,7033,7013,20,0.29,160,141.34122,115823439,7.65939,10467
MAXHEALTH,36338,36235,103,0.28,1083,1038.74746,534242882,40.24382,1083
