symbol,close,score,perf_1m,rs_vs_nifty_1m,rs_vs_sector_1m,deliv_pct,pct_change_oi,upside_to_target_pct,atr,stop_1_5atr,target_5pct,earnings_within_21d,event_risk_score,tech_rating,sector
ORIENTCER,47.8,14,0.0209248796819376,3.53,0.02,59.74,,18.49,2.3999225118867105,44.2,50.19,False,0,Strong buy,Non-Energy Minerals
KMEW,2860.0,14,5.535055350553505,9.05,5.54,43.21,,11.01,144.62095530000047,2643.07,3003.0,False,0,Buy,Producer Manufacturing
LENSKART,687.7,14,4.545454545454559,8.06,2.11,64.23,,5.42,21.684673680751995,655.17,722.08,False,0,Buy,Health Technology
ASKAUTOLTD,663.0,14,2.7906976744186047,6.3,2.79,42.54,,8.22,25.12788849801992,625.31,696.15,False,0,Strong buy,Producer Manufacturing
SOMANYCERA,595.65,14,15.693891424686791,19.2,15.69,50.35,,10.93,20.17297563997268,565.39,625.43,False,0,Strong buy,Producer Manufacturing
AKUMS,819.45,14,8.536423841059609,12.05,6.1,61.67,,5.36,28.365065637702912,776.9,860.42,False,0,Strong buy,Health Technology
NORTHARC,313.15,13,7.023239917976744,10.53,7.02,50.42,,20.89,11.561831917569693,295.81,328.81,False,0,Strong buy,Finance
AGI,796.65,13,11.928345626975762,15.44,,40.45,,52.58,31.735965935244856,749.05,836.48,False,0,Strong buy,Process Industries
ARTEMISMED,338.8,13,4.278239458294871,7.79,1.84,43.48,,6.85,13.452318925908822,318.62,355.74,False,0,Buy,Health Services
VADILALIND,7550.0,13,1.930606183340084,5.44,1.93,50.35,,11.88,274.9590975612134,7137.56,7927.5,False,0,Strong buy,Consumer Non-Durables
GUFICBIO,438.9,13,4.91215489422731,8.42,2.47,47.02,,6.58,16.46805098096412,414.2,460.84,False,0,Buy,Health Technology
SEAMECLTD,1726.2,13,1.541176470588238,5.05,1.54,46.84,,42.66,59.16736115664276,1637.45,1812.51,False,0,Buy,Industrial Services
CEIGALL,376.95,13,19.647674972226625,23.16,19.65,52.86,,7.63,13.63559713775492,356.5,395.8,False,0,Buy,Industrial Services
PITTIENG,1138.0,13,7.090763656895488,10.6,7.09,49.17,,14.76,46.42018991664842,1068.37,1194.9,False,0,Buy,Producer Manufacturing
ORIENTBELL,391.85,13,15.52181603773586,19.03,15.52,68.28,,11.0,16.533732582943514,367.05,411.44,False,0,Buy,Producer Manufacturing
IONEXCHANG,437.55,13,17.541974479516455,21.05,17.54,54.29,,11.07,17.28564650305834,411.62,459.43,False,0,Strong buy,Producer Manufacturing
SMARTWORKS,538.15,13,4.698443579766533,8.21,4.7,83.8,,19.65,18.991400396539905,509.66,565.06,False,0,Buy,Finance
LGEINDIA,1664.5,13,1.94145026947575,5.45,1.94,73.34,,12.93,41.15662479433679,1602.77,1747.72,False,0,Buy,Consumer Durables
GUJTHEM,421.6,13,14.17738659444821,17.69,11.74,49.69,,13.61,20.568226369975463,390.75,442.68,False,0,Buy,Health Technology
SBCL,1147.7,13,10.547100751300327,14.06,10.55,52.31,,5.92,63.9909156116825,1051.71,1205.08,False,0,Strong buy,Non-Energy Minerals
