symbol,swing_high_20d,swing_low_20d,swing_low_50d,base_high,base_low,base_length_days,breakout_20d_high,volume_20d_avg,volume_ratio_vs_20d,consolidation_atr_pct,pct_from_base_high,bars_available
20MICRONS,233.53,194.05,182.0,,,,False,239041.85,2.35,4.142,,4429
21STCENMGM,44.62,37.36,31.02,,,,False,3860.1,0.201,6.91,,2148
360ONE,1219.8,1037.1,1037.1,,,,False,704768.5,0.814,6.696,,1737
3BBLACKBIO,1588.9,1230.1,1099.5,,,,False,19598.45,0.472,4.863,,108
3IINFOLTD,26.25,21.7,18.0,,,,False,266198.9,1.405,4.927,,5289
3MINDIA,34890.0,31500.0,31500.0,,,,False,3872.05,1.148,3.889,,6014
3PLAND,33.97,28.51,28.51,,,,False,3561.15,0.304,3.51,,4569
5PAISA,383.0,307.2,307.2,,,,False,43260.95,0.704,6.855,,2188
63MOONS,945.0,739.1,677.0,,,,False,411116.85,0.685,4.932,,5249
A2ZINFRA,17.12,14.56,12.0,,,,False,255162.15,0.289,3.545,,3886
AAATECH,98.4,83.8,83.8,,,,False,49920.25,2.365,4.214,,1450
AADHARHFC,488.0,440.15,440.15,,,,False,341876.3,0.414,3.462,,587
AAKASH,9.98,8.18,8.06,,,,False,118868.9,0.68,4.019,,2066
AAREYDRUGS,103.99,74.6,73.41,,,,False,229105.35,0.9,6.611,,1268
AARNAV,34.8,28.32,24.95,,,,False,13001.8,1.744,3.414,,140
AARON,142.0,115.0,111.15,,,,False,12085.4,0.783,3.572,,1978
AARTECH,53.48,46.5,44.85,,,,False,41883.85,0.628,3.316,,792
AARTIDRUGS,444.0,409.95,395.9,444.0,409.95,20.0,False,136629.6,0.835,2.374,-1.914,5699
AARTIIND,551.75,459.55,459.55,,,,False,628218.25,1.282,6.001,,6020
AARTIPHARM,894.7,765.0,650.8,,,,False,567958.7,4.262,3.863,,903
AARTISURF,588.9,487.0,374.3,,,,False,17548.6,0.671,3.775,,1535
AARVI,155.38,134.5,134.5,,,,False,18031.45,1.632,4.175,,2213
AASTHA,88.37,71.72,70.0,,,,False,840305.25,0.289,4.61,,56
AATMAJ,19.7,18.05,16.7,,,,False,2800.0,0.0,4.162,,797
AAVAS,1358.5,1234.2,1234.2,,,,False,137424.7,0.617,3.859,,1968
ABAN,16.38,14.04,12.96,,,,False,17900.3,0.426,5.032,,5985
ABANSENT,29.3,25.65,25.05,29.3,25.65,20.0,False,7384.4,1.117,2.72,-7.816,107
ABB,7699.0,6905.5,6744.0,,,,False,177513.75,0.91,5.795,,6020
ABBOTINDIA,27490.0,25135.0,25135.0,,,,False,9032.7,0.814,4.04,,5989
ABCAPITAL,416.45,378.0,378.0,,,,False,2526737.65,0.63,4.288,,2241
ABCOTS,223.45,200.1,196.81,223.45,200.1,20.0,False,17972.2,0.138,2.149,-6.91,1151
ABDL,664.0,586.55,580.0,,,,False,387124.85,1.093,4.222,,555
ABFRL,55.15,48.71,48.71,,,,False,4335274.75,0.543,4.396,,3254
ABINFRA,13.26,10.61,9.78,,,,False,543652.8,0.977,4.661,,1768
ABLBL,87.4,80.6,80.6,,,,False,580977.7,0.708,3.816,,313
ABMINTLLTD,63.15,48.99,39.15,,,,False,765.7,1.39,15.91,,2527
ABMKNO,197.0,168.3,168.3,,,,False,846.55,0.296,3.514,,107
ABREL,1434.4,1207.0,1207.0,,,,False,125670.85,0.791,6.067,,7712
ABSLAMC,1116.9,992.6,973.3,1116.9,992.6,20.0,False,240729.4,0.726,2.889,-7.395,1227
ABSMARINE,347.75,237.0,212.9,,,,False,110425.0,0.82,4.55,,581
ACC,1338.1,1219.1,1219.1,,,,False,123277.3,0.542,5.604,,6017
ACCELYA,1146.2,1106.1,1100.0,1146.2,1106.1,20.0,False,4702.85,1.589,2.999,-2.295,6017
ACCENTMIC,731.7,578.05,486.0,,,,False,64550.0,0.356,5.386,,682
ACCURACY,4.73,4.06,4.06,,,,False,51222.1,0.737,3.045,,2026
ACE,1268.0,1073.8,957.8,,,,False,335442.25,1.803,4.568,,4933
ACEINTEG,19.8,16.81,16.81,19.8,16.81,20.0,False,4022.9,1.11,2.56,-9.646,2270
ACGL,1961.9,1702.0,1702.0,,,,False,758.65,3.253,3.458,,25
ACI,522.9,446.0,446.0,,,,False,532381.2,0.702,4.183,,950
ACL,46.0,40.7,40.7,,,,False,13605.8,0.6,3.871,,3916
ACMESOLAR,464.45,376.3,344.7,,,,True,2594054.95,2.667,5.074,,463
ACSTECH,69.45,48.42,39.15,,,,True,320392.65,0.942,7.381,,107
ACUTAAS,3509.8999,3120.0,3025.0,,,,False,288095.0,1.137,3.495,,1246
ADANIENSOL,1637.0,1336.5,1336.5,,,,False,3869794.25,0.502,7.678,,2754
ADANIENT,3173.7,2830.5,2830.5,,,,False,2150050.35,0.364,4.576,,6019
ADANIGREEN,1346.8,1214.9,1214.9,,,,False,1467970.8,0.439,3.784,,2044
ADANIPORTS,1824.0,1593.1,1593.1,,,,False,2561766.7,0.905,5.745,,4643
ADANIPOWER,217.4,198.0,198.0,,,,False,20672548.7,0.556,3.897,,4220
