index,ticker,close,prev_close,pct_change,session_date,prev_session_date,is_stale
NIFTY_50,^NSEI,23380.2,23346.4,0.14,2026-09-21,2026-09-18,False
NIFTY_BANK,^NSEBANK,56399.65,56358.7,0.07,2026-09-21,2026-09-18,False
NIFTY_NEXT_50,^NSMIDCP,72076.25,72025.4,0.07,2026-09-21,2026-09-18,False
INDIA_VIX,^INDIAVIX,11.54,11.39,1.32,2026-09-21,2026-09-18,False
SENSEX,^BSESN,74646.23,74294.96,0.47,2026-09-21,2026-09-18,False
