identifier,instrument,underlying,expiry,option_type,strike,last_price,contracts_traded,turnover,open_interest,underlying_value,pct_change
OPTIDXNIFTY22-09-2026PE23300.00,Index Options,NIFTY,22-Sep-2026,Put,23300,64.45,7089453,389296.043136,195178,23346.4,-41.16841624828845
OPTIDXNIFTY22-09-2026CE23300.00,Index Options,NIFTY,22-Sep-2026,Call,23300,117.5,5628311,438496.08169900003,114149,23346.4,-2.5300705101617584
OPTIDXNIFTY22-09-2026CE23350.00,Index Options,NIFTY,22-Sep-2026,Call,23350,88.05,5297934,321430.953714,76240,23346.4,-6.923890063424947
OPTIDXNIFTY22-09-2026CE23400.00,Index Options,NIFTY,22-Sep-2026,Call,23400,64.0,4884019,223143.50208150002,134896,23346.4,-11.602209944751381
OPTIDXNIFTY22-09-2026PE23350.00,Index Options,NIFTY,22-Sep-2026,Put,23350,84.65,4033979,270887.7408185,79124,23346.4,-36.40120210368144
OPTIDXNIFTY22-09-2026CE23500.00,Index Options,NIFTY,22-Sep-2026,Call,23500,30.05,3526795,81220.3254525,141941,23346.4,-22.750642673521853
OPTIDXNIFTY22-09-2026PE23200.00,Index Options,NIFTY,22-Sep-2026,Put,23200,35.0,3400412,112215.296206,147721,23346.4,-51.62404975812025
OPTIDXNIFTY22-09-2026PE23250.00,Index Options,NIFTY,22-Sep-2026,Put,23250,49.05,2842155,122242.5076275,99857,23346.4,-45.37861915367483
OPTIDXNIFTY22-09-2026CE23450.00,Index Options,NIFTY,22-Sep-2026,Call,23450,44.65,2677086,87475.123593,59383,23346.4,-16.150234741784036
OPTIDXNIFTY22-09-2026PE23400.00,Index Options,NIFTY,22-Sep-2026,Put,23400,110.3,2635034,221290.15532,73651,23346.4,-31.40547263681592
OPTIDXNIFTY22-09-2026CE23600.00,Index Options,NIFTY,22-Sep-2026,Call,23600,12.55,2098014,22132.998693,121677,23346.4,-34.120734908136484
OPTIDXNIFTY22-09-2026PE23000.00,Index Options,NIFTY,22-Sep-2026,Put,23000,13.0,1959567,23309.049465,169141,23346.4,-57.02479338842975
OPTIDXNIFTY22-09-2026PE23100.00,Index Options,NIFTY,22-Sep-2026,Put,23100,21.2,1902664,37126.682632,98921,23346.4,-54.749199573105656
OPTIDXNIFTY22-09-2026CE23550.00,Index Options,NIFTY,22-Sep-2026,Call,23550,19.35,1719125,27075.3591875,56236,23346.4,-29.37956204379562
OPTIDXNIFTY22-09-2026CE23250.00,Index Options,NIFTY,22-Sep-2026,Call,23250,151.7,1463587,143803.277098,27873,23346.4,1.2683578104138853
OPTIDXNIFTY22-09-2026PE23150.00,Index Options,NIFTY,22-Sep-2026,Put,23150,27.9,1458740,36988.54081,60052,23346.4,-52.34842015371478
OPTIDXNIFTY22-09-2026CE23700.00,Index Options,NIFTY,22-Sep-2026,Call,23700,5.35,1311724,6369.075882,146088,23346.4,-42.473118279569896
OPTIDXNIFTY22-09-2026CE23200.00,Index Options,NIFTY,22-Sep-2026,Call,23200,188.9,1256961,152448.62944350002,41008,23346.4,3.2240437158469946
OPTIDXNIFTY22-09-2026CE23650.00,Index Options,NIFTY,22-Sep-2026,Call,23650,8.0,1194151,8483.845779500001,62180,23346.4,-40.298507462686565
OPTIDXNIFTY22-09-2026PE23050.00,Index Options,NIFTY,22-Sep-2026,Put,23050,16.7,1018552,15512.037684,44163,23346.4,-55.52596537949401
