identifier,instrument,underlying,expiry,option_type,strike,last_price,contracts_traded,turnover,open_interest,underlying_value,pct_change
OPTIDXNIFTY15-09-2026PE23500.00,Index Options,NIFTY,15-Sep-2026,Put,23500,97.3,1760766,117093.580149,243699,23509.7,76.9090909090909
OPTIDXNIFTY15-09-2026CE23500.00,Index Options,NIFTY,15-Sep-2026,Call,23500,164.55,1105433,118392.42701649999,112157,23509.7,-34.00842189693202
OPTIDXNIFTY15-09-2026CE23600.00,Index Options,NIFTY,15-Sep-2026,Call,23600,110.15,747971,54646.76126,116240,23509.7,-38.73748609566184
OPTIDXNIFTY15-09-2026PE23450.00,Index Options,NIFTY,15-Sep-2026,Put,23450,79.35,734180,40496.63462,88388,23509.7,81.78694158075601
OPTIDXNIFTY15-09-2026PE23550.00,Index Options,NIFTY,15-Sep-2026,Put,23550,118.15,729389,58286.204378999995,79907,23509.7,72.35594456601021
OPTIDXNIFTY15-09-2026PE23400.00,Index Options,NIFTY,15-Sep-2026,Put,23400,64.5,658414,29200.331693000004,112181,23509.7,86.14718614718615
OPTIDXNIFTY15-09-2026PE23600.00,Index Options,NIFTY,15-Sep-2026,Put,23600,142.2,635047,61207.099954,84487,23509.7,66.90140845070422
OPTIDXNIFTY15-09-2026CE23550.00,Index Options,NIFTY,15-Sep-2026,Call,23550,135.65,589446,52907.788791000006,57730,23509.7,-36.656549147793605
OPTIDXNIFTY15-09-2026CE23700.00,Index Options,NIFTY,15-Sep-2026,Call,23700,68.65,522520,24297.70252,117271,23509.7,-44.118844118844116
OPTIDXNIFTY15-09-2026CE23800.00,Index Options,NIFTY,15-Sep-2026,Call,23800,40.6,440559,12436.7602905,149867,23509.7,-48.67256637168141
OPTIDXNIFTY15-09-2026CE24000.00,Index Options,NIFTY,15-Sep-2026,Call,24000,13.75,439396,4355.51285,167552,23509.7,-51.58450704225352
OPTIDXNIFTY15-09-2026CE23650.00,Index Options,NIFTY,15-Sep-2026,Call,23650,87.4,400271,23535.534529,58296,23509.7,-42.100033123550844
OPTIDXNIFTY15-09-2026PE23300.00,Index Options,NIFTY,15-Sep-2026,Put,23300,41.55,397421,11355.907654,85619,23509.7,88.86363636363636
OPTIDXNIFTY15-09-2026CE24500.00,Index Options,NIFTY,15-Sep-2026,Call,24500,2.9,371690,734.45944,121111,23509.7,-30.952380952380953
OPTIDXNIFTY15-09-2026PE23000.00,Index Options,NIFTY,15-Sep-2026,Put,23000,12.55,342540,2905.59555,124639,23509.7,54.93827160493827
OPTIDXNIFTY15-09-2026CE23900.00,Index Options,NIFTY,15-Sep-2026,Call,23900,23.45,328938,5441.456865,111656,23509.7,-51.19667013527575
OPTIDXNIFTY15-09-2026PE23200.00,Index Options,NIFTY,15-Sep-2026,Put,23200,27.05,301915,5567.4635575,85915,23509.7,84.01360544217687
OPTIDXNIFTY15-09-2026PE23350.00,Index Options,NIFTY,15-Sep-2026,Put,23350,51.65,297165,10569.56472,56604,23509.7,89.54128440366972
OPTIDXNIFTY15-09-2026CE24200.00,Index Options,NIFTY,15-Sep-2026,Call,24200,5.7,278242,1123.1238329999999,81265,23509.7,-44.66019417475728
OPTIDXNIFTY15-09-2026CE24400.00,Index Options,NIFTY,15-Sep-2026,Call,24400,3.45,245116,571.978186,78780,23509.7,-29.591836734693878
