symbol,sector,industry,nifty_sector_index,sector_match_basis,perf_1w,perf_1m,nifty_1w,nifty_1m,sector_1m,rs_vs_nifty_1w,rs_vs_nifty_1m,rs_vs_sector_1m
RELIANCE,Energy Minerals,Oil Refining/Marketing,NIFTY_ENERGY,industry,-1.4637904468412943,-3.841816404781589,-2.02,-4.25,-5.25,0.56,0.41,1.41
BHARTIARTL,Communications,Wireless Telecommunications,,unmapped,-2.905296950240768,-7.176470588235293,-2.02,-4.25,,-0.89,-2.93,
HDFCBANK,Finance,Major Banks,NIFTY_BANK,industry,-2.164317243343291,-6.069719753930277,-2.02,-4.25,-2.0,-0.14,-1.82,-4.07
ICICIBANK,Finance,Regional Banks,NIFTY_BANK,industry,-2.526138516595327,-2.7309011973951405,-2.02,-4.25,-2.0,-0.51,1.52,-0.73
SBIN,Finance,Regional Banks,NIFTY_BANK,industry,-2.4853801169590644,-9.702166064981949,-2.02,-4.25,-2.0,-0.47,-5.45,-7.7
TCS,Technology Services,Information Technology Services,NIFTY_IT,industry,-5.958516120788794,-9.976760304970028,-2.02,-4.25,-9.14,-3.94,-5.73,-0.84
BAJFINANCE,Finance,Finance/Rental/Leasing,NIFTY_FIN_SERVICE,industry,-0.4692587626891487,-3.589981447124309,-2.02,-4.25,-4.53,1.55,0.66,0.94
LT,Industrial Services,Engineering & Construction,NIFTY_INFRA,industry,-1.0943015632879498,-3.2818009221589346,-2.02,-4.25,-4.0,0.93,0.97,0.72
LICI,Finance,Life/Health Insurance,NIFTY_FIN_SERVICE,industry,-1.0802281830319187,3.19068118511016,-2.02,-4.25,-4.53,0.94,7.44,7.72
HINDUNILVR,Consumer Non-Durables,Household/Personal Care,NIFTY_FMCG,industry,-1.9162884518406456,-7.204198473282442,-2.02,-4.25,-8.75,0.1,-2.95,1.55
SUNPHARMA,Health Technology,Pharmaceuticals: Major,NIFTY_PHARMA,industry,-2.361256544502613,-4.3591979075850045,-2.02,-4.25,-0.22,-0.34,-0.11,-4.14
TITAN,Consumer Durables,Other Consumer Specialties,NIFTY_AUTO,sector,0.6637168141592921,1.4801297648012977,-2.02,-4.25,3.39,2.68,5.73,-1.91
INFY,Technology Services,Information Technology Services,NIFTY_IT,industry,-9.026984266502597,-12.1466768525592,-2.02,-4.25,-9.14,-7.01,-7.9,-3.01
KOTAKBANK,Finance,Major Banks,NIFTY_BANK,industry,-1.8724816307181744,6.701030927835052,-2.02,-4.25,-2.0,0.15,10.95,8.7
ADANIPOWER,Utilities,Electric Utilities,NIFTY_ENERGY,industry,6.076311762673381,2.798373594833769,-2.02,-4.25,-5.25,8.1,7.05,8.05
ADANIENT,Distribution Services,Wholesale Distributors,,unmapped,8.563535911602196,2.804635761589398,-2.02,-4.25,,10.58,7.05,
MARUTI,Consumer Durables,Motor Vehicles,NIFTY_AUTO,industry,-1.136096529029225,-10.121803547261202,-2.02,-4.25,3.39,0.88,-5.87,-13.51
ADANIPORTS,Transportation,Other Transportation,,unmapped,8.423431677967143,5.029585798816568,-2.02,-4.25,,10.44,9.28,
M&M,Consumer Durables,Motor Vehicles,NIFTY_AUTO,industry,-2.280130293159609,-10.230834995725278,-2.02,-4.25,3.39,-0.26,-5.98,-13.62
AXISBANK,Finance,Major Banks,NIFTY_BANK,industry,-1.2832775386577324,0.2834008097165992,-2.02,-4.25,-2.0,0.74,4.53,2.28
HCLTECH,Technology Services,Information Technology Services,NIFTY_IT,industry,-8.230729050070888,-9.3468966533982,-2.02,-4.25,-9.14,-6.21,-5.1,-0.21
HAL,Electronic Technology,Aerospace & Defense,NIFTY_IT,sector,4.503657262277952,1.8431771894093687,-2.02,-4.25,-9.14,6.52,6.09,10.98
ITC,Consumer Non-Durables,Tobacco,NIFTY_FMCG,industry,-1.9548872180451085,-8.843061866480253,-2.02,-4.25,-8.75,0.07,-4.59,-0.09
BAJAJ_AUTO,Consumer Durables,Motor Vehicles,NIFTY_AUTO,industry,-3.447711080173614,1.0975818898988168,-2.02,-4.25,3.39,-1.43,5.35,-2.29
ULTRACEMCO,Non-Energy Minerals,Construction Materials,NIFTY_INFRA,industry,-3.9647577092511015,-9.46843853820598,-2.02,-4.25,-4.0,-1.94,-5.22,-5.47
NTPC,Utilities,Electric Utilities,NIFTY_ENERGY,industry,3.240740740740741,-2.335766423357664,-2.02,-4.25,-5.25,5.26,1.91,2.91
JSWSTEEL,Non-Energy Minerals,Steel,NIFTY_METAL,industry,0.1452488341869957,0.8080030781069643,-2.02,-4.25,2.93,2.17,5.06,-2.12
BAJAJFINSV,Finance,Life/Health Insurance,NIFTY_FIN_SERVICE,industry,-1.255444529848834,-4.081632653061225,-2.02,-4.25,-4.53,0.76,0.17,0.45
ETERNAL,Technology Services,Internet Software/Services,NIFTY_IT,industry,-1.5053763440860146,1.6325883658266078,-2.02,-4.25,-9.14,0.51,5.88,10.77
BEL,Electronic Technology,Aerospace & Defense,NIFTY_IT,sector,-0.3680981595092024,0.9950248756218906,-2.02,-4.25,-9.14,1.65,5.25,10.14
ONGC,Energy Minerals,Oil Refining/Marketing,NIFTY_ENERGY,industry,-1.506734006734,-2.4916666666666623,-2.02,-4.25,-5.25,0.51,1.76,2.76
NESTLEIND,Consumer Non-Durables,Food: Major Diversified,NIFTY_FMCG,industry,-2.245614035087719,-9.197575125480732,-2.02,-4.25,-8.75,-0.23,-4.95,-0.45
COALINDIA,Energy Minerals,Coal,NIFTY_ENERGY,industry,5.585497305242531,3.855421686746988,-2.02,-4.25,-5.25,7.61,8.11,9.11
DIVISLAB,Health Technology,Pharmaceuticals: Major,NIFTY_PHARMA,industry,4.017979498985913,14.52021726010863,-2.02,-4.25,-0.22,6.04,18.77,14.74
HINDZINC,Non-Energy Minerals,Other Metals/Minerals,NIFTY_METAL,industry,2.61016949152542,-0.0990099009901027,-2.02,-4.25,2.93,4.63,4.15,-3.03
POWERGRID,Utilities,Alternative Power Generation,NIFTY_ENERGY,industry,0.7007575757575844,-2.0810313075506364,-2.02,-4.25,-5.25,2.72,2.17,3.17
SHRIRAMFIN,Finance,Finance/Rental/Leasing,NIFTY_FIN_SERVICE,industry,-1.8129770992366407,-7.713004484304933,-2.02,-4.25,-4.53,0.21,-3.46,-3.18
DMART,Retail Trade,Specialty Stores,NIFTY_FMCG,sector,-1.4511873350923483,-4.475703324808184,-2.02,-4.25,-8.75,0.57,-0.23,4.27
ASIANPAINT,Process Industries,Industrial Specialties,,unmapped,-2.315541601255887,-8.650493632326489,-2.02,-4.25,,-0.3,-4.4,
TATASTEEL,Non-Energy Minerals,Steel,NIFTY_METAL,industry,3.4246575342465757,0.6344636383024087,-2.02,-4.25,2.93,5.44,4.88,-2.3
HINDALCO,Non-Energy Minerals,Other Metals/Minerals,NIFTY_METAL,industry,2.280876494023913,-3.577464788732386,-2.02,-4.25,2.93,4.3,0.67,-6.51
GRASIM,Non-Energy Minerals,Construction Materials,NIFTY_INFRA,industry,0.2430133657351154,-0.7220216606498195,-2.02,-4.25,-4.0,2.26,3.53,3.28
EICHERMOT,Consumer Durables,Motor Vehicles,NIFTY_AUTO,industry,-1.5966921119592876,-3.31875,-2.02,-4.25,3.39,0.42,0.93,-6.71
ADANIGREEN,Utilities,Alternative Power Generation,NIFTY_ENERGY,industry,5.707395498392283,-4.161504263537637,-2.02,-4.25,-5.25,7.73,0.09,1.09
SOLARINDS,Process Industries,Industrial Specialties,,unmapped,11.942914371557336,19.57742711955068,-2.02,-4.25,,13.96,23.83,
TVSMOTOR,Consumer Durables,Motor Vehicles,NIFTY_AUTO,industry,-0.4054702495201448,-6.401352874859067,-2.02,-4.25,3.39,1.61,-2.15,-9.79
INDIGO,Transportation,Airlines,,unmapped,0.3631228565664716,-6.2205466540999055,-2.02,-4.25,,2.38,-1.97,
IOC,Energy Minerals,Integrated Oil,NIFTY_ENERGY,industry,0.4444444444444402,-5.174825174825179,-2.02,-4.25,-5.25,2.46,-0.92,0.08
TORNTPHARM,Health Technology,Pharmaceuticals: Major,NIFTY_PHARMA,industry,-0.3033367037411527,0.0304352236988941,-2.02,-4.25,-0.22,1.72,4.28,0.25
HYUNDAI,Consumer Durables,Motor Vehicles,NIFTY_AUTO,industry,0.6642066420664249,-0.5151114555317376,-2.02,-4.25,3.39,2.68,3.73,-3.91
