symbol,fut_volume,opt_volume,tot_volume,fut_turnover,opt_turnover,tot_turnover,latest_oi,underlying_value
NIFTY,25819,19320488,19346307,396758.178089,29839172786137.0,1378053.011959,8278246,23509.7
BANKNIFTY,8877,711574,720451,151512.483219,1224998181571.8,241187.948937,1149404,56509.25
ADANIENT,13322,154930,168252,126304.0575168,151088407523.85,153780.3302553,105075,3128.7
COFORGE,12984,130546,143530,113154.51045,117544311376.0,137432.84421,66457,1852.4
HDFCBANK,26952,255333,282285,122633.676945,120577940853.5,134775.25048,1041979,693.1
PAYTM,6066,78019,84085,76272.7882775,100703349823.25,100819.63651,60527,1737.0
BSE,10711,90875,101586,70643.86914,62336537610.0,81857.24524,144597,3277.5
RELIANCE,10557,91449,102006,68234.05605,60484975560.0,75450.41165,543355,1283.6
INFY,14281,124598,138879,60099.15084,54879945028.0,68264.12112,344475,1040.8
ICICIBANK,6389,51340,57729,62592.66881,51073365910.0,67690.14791,230152,1388.9
BIOCON,4619,39017,43636,46217.57125,40283104600.0,53349.74225,42652,398.8
ADANIPORTS,5031,54389,59420,41548.7560175,45671652363.0,48340.0546475,72360,1752.0
COALINDIA,6495,122380,128875,37978.747965,72249501069.0,47861.948655,138461,433.65
ADANIPOWER,5083,35860,40943,38323.740645,27979551738.5,42663.04303,87102,213.59
MCX,4102,41779,45881,31155.016005,32591232288.0,38826.663885,78207,3331.0
TATASTEEL,6488,46839,53327,33335.5616,24702607132.5,37870.620425,177257,187.04
SBIN,4310,56997,61307,32590.14405,44193269497.5,37769.789025,283870,1009.9
TCS,5593,65731,71324,27832.9335975,33900038622.0,32592.3098175,237251,2203.2
IDEA,2193,10729,12922,24184.39536,12556577902.5,26745.273135,123598,15.47
LT,3335,37777,41112,23444.42632,26971672068.25,26593.8845025,131559,3995.0
BANDHANBNK,3816,19696,23512,23786.50104,12672093276.0,26479.6938,55712,172.3
DIVISLAB,2329,32973,35302,22280.20756,31884856110.0,26319.16866,74673,9490.0
HAL,2703,38903,41606,20489.10111,30072103345.5,25400.534565,79706,5023.1
AXISBANK,2940,27246,30186,22951.99675,21637381800.0,25362.43975,199060,1245.6
KOTAKBANK,2782,21524,24306,23308.6706,18324337260.0,25296.9432,154238,414.75
GVT&D,3392,37835,41227,20190.5354875,23050065968.75,24688.445175,51016,4678.7
MAXHEALTH,3335,47532,50867,18003.8943,26262917814.0,23488.43994,35361,1035.1
MIDCPNIFTY,929,51048,51977,16300.752636,90241938055.2,23264.773188000003,104011,14570.45
ADANIENSOL,1917,16624,18541,18495.02376,16784070439.5,22028.443155,54070,1431.6
BHARTIARTL,2246,29140,31386,19545.1279075,25886480792.5,21853.1258325,213366,1825.5
PERSISTENT,2795,22335,25130,18924.128025,15793014556.25,21589.6485875,52457,5437.5
LTM,3050,11560,14610,19975.25034,7837668060.0,21588.00594,41137,4400.7
ADANIGREEN,2167,23038,25205,17245.01856,18881759982.0,21188.21838,59301,1331.0
LAURUSLABS,1071,11557,12628,17748.30855,19496806277.5,20744.891325,44971,1933.1
BAJFINANCE,2314,12600,14914,18239.78145,10187939752.5,19496.928975,135865,1047.5
WIPRO,3574,22834,26408,17887.7472,11962175130.0,19466.0985,123535,168.25
TATAPOWER,3045,29536,32581,16479.23492,16192798918.5,18688.999105,93937,370.85
HCLTECH,3215,23814,27029,16012.96248,12429060488.0,17851.52736,98052,1241.3
APOLLOHOSP,1226,24888,26114,13727.1725375,28228732136.25,17220.7439,39024,8944.0
MUTHOOTFIN,1831,16539,18370,14298.8139525,13508641775.75,16379.28171,60452,2811.2
HDFCLIFE,2435,33189,35624,14038.30989,20018223797.0,16145.96786,87605,517.2
