symbol,date,prev_close,close,ttl_traded_qty,deliv_qty,deliv_pct,turnover_lacs,no_of_trades
GRAVISSHO,2026-09-08,28.66,28.67,105,105,100.0,0.03,2
GROBTEA,2026-09-08,959.15,966.0,2,2,100.0,0.02,1
GFSTEELS,2026-09-08,15.0,16.5,5204,5204,100.0,0.86,17
BIMETAL,2026-09-08,620.1,612.5,91,91,100.0,0.57,7
BIRLACABLE,2026-09-08,357.75,339.9,50176,50176,100.0,170.55,822
PACIFICI,2026-09-08,140.0,140.0,4,4,100.0,0.01,2
IPRINGLTD,2026-09-08,154.84,155.0,731,731,100.0,1.13,17
SAMBANDAM,2026-09-08,120.4,118.0,168,168,100.0,0.2,13
VASUPRADA,2026-09-08,108.0,103.0,25,25,100.0,0.03,2
NEAGI,2026-09-08,3449.0,3470.0,10,10,100.0,0.35,8
MUKESHB,2026-09-08,133.84,133.45,1371,1371,100.0,1.85,6
BURNPUR,2026-09-08,20.49,19.47,58100,58100,100.0,11.31,128
RAJPALAYAM,2026-09-08,775.65,785.0,468,468,100.0,3.66,28
SONAL,2026-09-08,88.98,88.85,120,120,100.0,0.11,7
DHRUV,2026-09-08,22.8,23.4,391,391,100.0,0.09,28
KRIDHANINF,2026-09-08,1.99,1.97,50857,50857,100.0,1.01,72
ASTAR,2026-09-08,597.9,596.95,18,18,100.0,0.11,6
SIMPLXREA,2026-09-08,141.7,134.62,5,5,100.0,0.01,2
ARTNIRMAN,2026-09-08,40.21,40.41,6,6,100.0,0.0,4
ELCIDIN,2026-09-08,108950.0,106500.0,2,2,100.0,2.15,2
TERAI,2026-09-08,130.7,130.0,1,1,100.0,0.0,1
ARYAMAN,2026-09-08,630.0,639.0,1,1,100.0,0.01,1
INDOTHAI,2026-09-08,37.53,39.4,59211,59211,100.0,23.33,103
AMARJOTHI,2026-09-08,160.0,161.05,574,574,100.0,0.93,18
UPHOT,2026-09-08,1330.0,1396.5,173,173,100.0,2.41,14
BENARAS,2026-09-08,10134.0,10250.0,57,57,100.0,5.81,8
THACKER,2026-09-08,1016.0,1017.0,7,7,100.0,0.07,1
THAKDEV,2026-09-08,149.99,148.0,1,1,100.0,0.0,1
ELITECON,2026-09-08,8.25,7.84,1895127,1895027,99.99,148.58,2972
TBZ,2026-09-08,528.9,555.3,188891,188857,99.98,1048.91,1708
KAMANWALA,2026-09-08,16.53,16.5,2514,2513,99.96,0.41,10
GKB,2026-09-08,65.25,71.52,7204,7201,99.96,4.96,52
IWP,2026-09-08,34.41,34.7,3329,3327,99.94,1.16,58
UNIINFO,2026-09-08,11.06,11.05,4379,4374,99.89,0.48,27
SPLIL,2026-09-08,31.09,30.8,421,420,99.76,0.13,20
PALREDTEC,2026-09-08,56.12,53.32,6675,6655,99.7,3.71,35
APOORVA,2026-09-08,25.25,25.3,1205,1201,99.67,0.3,13
PANSARI,2026-09-08,300.45,290.8,2968,2957,99.63,8.87,28
SUMEDHA,2026-09-08,39.7,38.72,230,229,99.57,0.09,19
ZENITHEXPO,2026-09-08,196.57,197.0,176,175,99.43,0.35,10
NDGL,2026-09-08,2790.0,2775.0,230,228,99.13,6.44,31
ODYCORP,2026-09-08,7.26,7.27,3697,3665,99.13,0.27,61
RKDL,2026-09-08,18.25,18.36,7175,7111,99.11,1.33,54
CELEBRITY,2026-09-08,6.72,6.74,36318,35954,99.0,2.45,48
WHBRADY,2026-09-08,495.5,481.5,96,95,98.96,0.47,23
HBESD,2026-09-08,74.1,76.66,618,611,98.87,0.45,17
POLYSPIN,2026-09-08,29.42,29.0,683,675,98.83,0.2,12
UEL,2026-09-08,229.52,218.05,3358,3318,98.81,7.32,167
TOKYOPLAST,2026-09-08,75.99,78.5,669,659,98.51,0.51,15
3PLAND,2026-09-08,32.15,32.4,3698,3642,98.49,1.19,39
NTCIND,2026-09-08,134.57,136.8,3656,3591,98.22,4.94,176
MSL,2026-09-08,144.0,140.1,616,605,98.21,0.92,19
KRITI,2026-09-08,62.47,61.27,8096,7946,98.15,5.0,74
GLFL,2026-09-08,5.63,5.35,11524,11308,98.13,0.62,37
SAYAJIIND,2026-09-08,116.5,116.01,5307,5202,98.02,6.17,26
GLOBE,2026-09-08,1.86,1.87,407651,399246,97.94,7.64,227
AUSOMENT,2026-09-08,156.21,155.86,6145,6014,97.87,9.57,126
NBIFIN,2026-09-08,1967.7,1970.0,5642,5522,97.87,111.11,52
SAB,2026-09-08,192.6,192.5,169,165,97.63,0.32,11
INDPRUD,2026-09-08,6385.0,6210.0,119,116,97.48,7.47,23
VOITHPAPR,2026-09-08,1475.5,1490.8,189,184,97.35,2.79,27
VADILENT,2026-09-08,10730.0,10364.0,36,35,97.22,3.74,18
VITAL,2026-09-08,56.59,55.4,69680,67700,97.16,38.67,96
RVHL,2026-09-08,40.2,39.99,5622,5461,97.14,2.25,43
TFL,2026-09-08,11.91,12.06,7174,6956,96.96,0.87,20
ITL,2026-09-08,364.45,369.65,3429,3309,96.5,12.45,44
RTSPOWR,2026-09-08,89.68,88.17,1123,1083,96.44,0.99,54
ABCOTS,2026-09-08,212.01,207.99,7227,6970,96.44,15.12,117
SVPGLOB,2026-09-08,3.6,3.51,51940,50077,96.41,1.84,90
XELPMOC,2026-09-08,78.08,77.61,16538,15939,96.38,12.89,139
JENBURPH,2026-09-08,1043.0,1039.9,276,266,96.38,2.85,34
METROGLOBL,2026-09-08,140.0,139.9,220,212,96.36,0.31,27
CCHHL,2026-09-08,12.65,12.69,29869,28761,96.29,3.81,98
YOGI,2026-09-08,163.25,155.05,376,362,96.28,0.59,11
AKG,2026-09-08,9.38,9.83,13409,12896,96.17,1.3,115
SUNLOC,2026-09-08,79.98,79.72,1618,1555,96.11,1.29,16
JAIPURKURT,2026-09-08,25.49,25.71,7292,7005,96.06,1.87,90
SHIVACEM,2026-09-08,16.07,16.12,57311,54986,95.94,9.16,151
DELTAMAGNT,2026-09-08,58.38,58.44,2793,2669,95.56,1.6,33
SANDESH,2026-09-08,1053.9,1051.1,1472,1406,95.52,15.52,81
CFEL,2026-09-08,32.48,32.21,6645,6284,94.57,2.15,62
BSL,2026-09-08,122.63,123.33,3612,3412,94.46,4.41,110
AUSTENG,2026-09-08,125.0,121.41,11816,11130,94.19,14.47,71
KRISHIVAL,2026-09-08,415.25,418.0,53879,50686,94.07,224.89,582
PREMCO,2026-09-08,391.95,392.0,212,199,93.87,0.82,28
HAMPTON,2026-09-08,8.11,8.59,371915,347635,93.47,31.89,243
VINNY,2026-09-08,1.01,1.0,592112,553112,93.41,5.94,228
PML,2026-09-08,489.75,482.15,105,98,93.33,0.51,18
BEDMUTHA,2026-09-08,107.76,108.0,2251,2099,93.25,2.44,35
RHL,2026-09-08,166.16,166.66,116,108,93.1,0.2,12
NATHBIOGEN,2026-09-08,152.65,152.01,17414,16208,93.07,26.44,169
NICCOPAR,2026-09-08,79.27,80.33,1268,1180,93.06,1.03,38
PILITA,2026-09-08,7.85,7.75,89087,82889,93.04,6.91,269
CRAVATEX,2026-09-08,322.05,317.35,1220,1133,92.87,3.99,40
MERCURYEV,2026-09-08,37.4,38.38,1533143,1419661,92.6,589.66,2248
DGCONTENT,2026-09-08,24.55,24.54,7305,6761,92.55,1.81,54
LOTUSEYE,2026-09-08,109.06,110.66,20174,18642,92.41,22.23,189
ASPINWALL,2026-09-08,260.65,254.15,416,384,92.31,1.06,20
RAJTV,2026-09-08,8.47,8.64,56918,52492,92.22,4.85,190
OPTIFIN,2026-09-08,14.43,14.52,56239,51780,92.07,8.25,124
SIEL,2026-09-08,30.79,30.2,1617,1487,91.96,0.5,30
PARNAXLAB,2026-09-08,132.99,125.9,2682,2459,91.69,3.4,175
UNIENTER,2026-09-08,92.85,93.55,7826,7174,91.67,7.32,69
ODIGMA,2026-09-08,22.46,21.99,18658,17076,91.52,4.12,709
TTL,2026-09-08,6.74,6.83,146579,133284,90.93,9.99,160
AKCAPIT,2026-09-08,1733.5,1772.2,628,571,90.92,10.97,57
STARTECK,2026-09-08,247.2,246.9,66,60,90.91,0.16,12
LASA,2026-09-08,6.68,6.69,35670,32426,90.91,2.39,150
SURYALA,2026-09-08,421.4,410.0,1077,977,90.71,4.42,12
DIGJAMLMTD,2026-09-08,49.94,51.78,20727,18799,90.7,10.92,127
PRAXIS,2026-09-08,4.66,4.69,112712,101987,90.48,5.34,129
USK,2026-09-08,20.9,20.88,7056,6380,90.42,1.48,106
MAKERSL,2026-09-08,186.75,184.63,1226,1108,90.38,2.31,60
MKEXIM,2026-09-08,61.35,64.01,15243,13774,90.36,9.68,159
SHBAJRG,2026-09-08,161.97,155.89,3110,2807,90.26,4.92,114
FMNL,2026-09-08,9.77,9.52,50081,45144,90.14,4.77,147
SHILGRAVQ,2026-09-08,150.25,150.21,4455,4015,90.12,6.78,78
COMPEAU,2026-09-08,353.0,369.0,1017,915,89.97,3.74,38
ARCL,2026-09-08,233.87,224.92,905,814,89.94,2.03,55
21STCENMGM,2026-09-08,38.28,38.59,4103,3690,89.93,1.6,57
ORTINGLOBE,2026-09-08,15.44,15.93,57526,51724,89.91,9.26,95
TREEHOUSE,2026-09-08,6.1,6.07,20165,18121,89.86,1.23,75
TRANSCOR,2026-09-08,25.14,24.99,1072,963,89.83,0.27,86
SHIVAAGRO,2026-09-08,41.41,42.96,6565,5881,89.58,2.82,120
KARMAENG,2026-09-08,37.3,37.18,445,398,89.44,0.17,20
PANCHMAHQ,2026-09-08,296.85,290.0,394,352,89.34,1.12,44
STLSTRINF,2026-09-08,19.07,18.11,3074,2745,89.3,0.57,45
KIRANVYPAR,2026-09-08,204.65,203.33,2460,2196,89.27,5.04,80
DIAMINESQ,2026-09-08,242.29,245.07,7999,7117,88.97,19.57,322
JHS,2026-09-08,7.99,7.97,23839,21197,88.92,1.94,108
LAKSHMIMIL,2026-09-08,7734.0,7998.5,9,8,88.89,0.72,8
SHREYANIND,2026-09-08,134.2,133.0,8325,7395,88.83,11.18,155
SHRJAGP,2026-09-08,644.1,638.1,616,547,88.8,4.01,69
ASHOKAMET,2026-09-08,14.3,14.44,61968,54987,88.73,8.92,192
MAGNUM,2026-09-08,19.12,18.99,51361,45550,88.69,9.74,108
ARCHIES,2026-09-08,12.88,13.14,11407,10099,88.53,1.5,101
BENGALASM,2026-09-08,6302.0,6222.0,252,223,88.49,15.77,61
INFOMEDIA,2026-09-08,5.43,5.53,36530,32296,88.41,2.02,131
HALEOSLABS,2026-09-08,1462.0,1448.1,465,411,88.39,6.78,59
ANIKINDS,2026-09-08,44.77,45.21,7198,6359,88.34,3.26,85
KJMCFIN,2026-09-08,61.84,62.54,1447,1272,87.91,0.9,68
VAISHALI,2026-09-08,8.37,8.34,71384,62718,87.86,5.98,171
SBGLP,2026-09-08,23.81,23.81,13937,12240,87.82,3.33,100
MGEL,2026-09-08,15.72,15.5,5958460,5232949,87.82,924.02,1142
BIOFILCHEM,2026-09-08,32.04,31.52,12623,11066,87.67,4.04,145
WEALTH,2026-09-08,839.25,835.75,964,844,87.55,8.08,96
UNITEDTEA,2026-09-08,441.95,441.85,906,792,87.42,4.0,74
ANNAPURNA,2026-09-08,143.8,139.9,41641,36364,87.33,58.97,346
HRYNSHP,2026-09-08,100.98,100.62,878,766,87.24,0.87,54
LAXMICOT,2026-09-08,13.38,13.03,13257,11560,87.2,1.73,123
NDLVENTURE,2026-09-08,120.57,126.18,23689,20655,87.19,29.63,139
SAGCEM,2026-09-08,153.64,151.82,108825,94771,87.09,166.56,610
SILLYMONKS,2026-09-08,15.94,16.29,17501,15162,86.64,2.85,40
RADIOCITY,2026-09-08,6.23,6.11,55539,47926,86.29,3.41,190
KHANDSE,2026-09-08,17.61,18.2,1221,1053,86.24,0.22,68
SECURKLOUD,2026-09-08,17.12,16.99,17022,14668,86.17,2.88,124
SRGHFL,2026-09-08,245.85,236.65,1881,1619,86.07,4.49,107
CREATIVEYE,2026-09-08,6.18,6.09,7155,6148,85.93,0.43,59
BSHSL,2026-09-08,92.51,91.17,8027,6888,85.81,7.37,162
ENIL,2026-09-08,101.34,100.21,73276,62852,85.77,74.02,479
ENKEIWHEL,2026-09-08,395.15,396.6,4351,3723,85.57,17.37,136
BANARBEADS,2026-09-08,111.13,109.99,539,461,85.53,0.59,38
MKPL,2026-09-08,4.03,3.99,93480,79862,85.43,3.75,306
