symbol,company,sector,industry,market_cap,cmp,previous_close,ema20,ema50,ema100,ema200,sma50,sma200,supertrend,ichimoku_signal,trend_label,trend_score,rsi14,macd,macd_signal,macd_hist,adx14,roc20,stoch_rsi,momentum_score,volume,avg_volume_10d,avg_volume_30d,relative_volume,delivery_pct,obv,cmf,volume_score,support1,support2,resistance1,resistance2,pivot,vwap,atr14,entry_low,entry_high,stop_loss,target1,target2,target3,risk_reward,rs_rank,return_1m,return_3m,dist_52w_high_pct,rs_vs_nifty_1m,rs_vs_sector_1m,pe,pb,peg,ev_ebitda,roe,roce,debt_equity,revenue_growth,profit_growth,operating_margin,fcf,fundamental_score,revenue_surprise,profit_surprise,eps_growth,margin_expansion,guidance,order_book_growth,earnings_score,promoter_holding,promoter_pledge,fii_holding,dii_holding,mf_holding,insider_buying,institution_score,news_count_7d,news_sentiment,catalyst_strength,major_catalyst,risk_event,news_score,in_oi_spurt,oi_change_pct,fno_score,pcr,max_pain,liquidity_sweep,smart_money_score,technical_score,fundamental_score_final,earnings_score_final,news_score_final,institution_score,sector_score,macro_score,risk_score,value_z,momentum_z,quality_z,lowvol_z,growth_z,size_z,composite_factor_z,composite_factor_rank,earnings_within_21d,days_to_earnings,event_risk_score,tech_rating,analyst_rec,price_target_avg
RELIANCE,Reliance Industries Limited,Energy Minerals,Oil Refining/Marketing,17267519843750.0,1302.9,1279.8,,1325.7646412720055,,1382.2940400281552,1335.6219999999998,1416.2000000000014,,,Bearish,0.0,48.04188228214556,-8.266144551466596,-8.239742067450223,-0.0264,14.94665613966366,0.1460415065334428,26.90892449122128,20,2936110.0,12158409.799999991,16178052.966666669,0.223546327593499,35.36,,,17,1292.46,1282.03,1308.66,1314.43,1298.23,1298.2333333333331,24.32814225904408,1290.74,1315.06,1266.41,1327.23,1351.56,1375.88,0.67,20.0,2.1882352941176544,-2.5504861630516014,-19.16,-2.13,4.98,21.82752087008529,1.9503178640898344,1.338060320142746,11.529430085527162,9.24606376950945,7.06007289508876,0.4402508766302,9.591237834212542,15.974757473959905,11.4698089988924,,60,,,15.974757473959905,,,,67,,,,,,,,0,,,,,,True,-0.82,3.0,,,,3.0,11,60,67,,,6.0,70,55,0.4,-0.68,-0.41,0.6,-0.32,-3.0,-0.08,39.0,True,7.0,3.0,Sell,1.083333,1673.26087
HDFCBANK,HDFC Bank Limited,Finance,Major Banks,12481978074528.0,822.45,817.55,,791.3727718575656,,855.6140921811608,776.5390000000017,889.5769999999982,,,Bullish,67.0,62.93562623180668,13.406205843275984,10.647397765572109,2.7588,23.419799775571786,2.947803229440489,51.58965747881553,80,4655199.0,38270117.7,38796016.5,0.1095975461972402,54.93,,,33,820.1,817.75,825.0,827.55,822.65,822.65,16.091865269174153,814.4,830.5,798.31,838.54,854.63,870.73,0.67,34.0,11.67006109979634,2.2947761194029908,-19.41,7.35,4.78,16.69271361883499,,2.474952548246744,,13.765023464607,6.44201959554742,1.0041379418372,5.212582211861043,6.645021645021646,32.95187578164424,,40,,,6.645021645021646,,,,100,,,,,,,,0,,,,,,True,0.65,3.0,,,,3.0,65,40,100,,,80.0,70,45,0.51,-0.65,0.11,0.73,-0.41,-3.0,0.06,63.0,True,8.0,3.0,Buy,1.034884,1046.590909
BHARTIARTL,Bharti Airtel Limited,Communications,Wireless Telecommunications,11509055316799.0,1913.7,1931.1,,1868.531570828342,,1893.493717272908,1856.1579999999976,1951.5154999999984,,,Bullish,83.0,57.12689448899902,18.835763513446864,14.445540932722825,4.3902,18.37814394853073,3.9432947694313256,57.36219272118135,80,1606762.0,6029880.699999997,8267628.233333337,0.2390532932437966,53.72,,,33,1903.14,1892.57,1927.14,1940.57,1916.57,1916.5666666666664,37.904834000524765,1894.75,1932.65,1856.84,1951.6,1989.51,2027.41,0.67,35.0,6.375764313507506,2.446466809421844,-11.99,2.06,,43.53949200513273,7.82443692224913,,11.273467878954165,20.3215106088605,9.08236481301509,1.31098991926557,21.96002895045356,-20.29608889920501,31.7404423698221,,40,,,-20.29608889920501,,,,67,,,,,,,,0,,,,,,True,2.53,3.0,,,,3.0,72,40,67,,,14.0,70,40,-0.0,-0.5,-0.0,0.74,-0.25,-3.0,-0.0,53.0,False,26.0,0.0,Buy,1.161765,2294.558824
ICICIBANK,ICICI Bank Limited,Finance,Regional Banks,9906763312988.0,1405.0,1380.7,,1333.8389484329862,,1336.1285742131602,1305.17,1345.0004999999996,,,Bullish,100.0,63.11768015950809,28.403988350135023,29.029520714452516,-0.6255,31.439816910553382,1.253963678293463,10.28827118476829,60,789644.0,12555946.100000031,15045465.0,0.0556310529831876,48.94,,,33,1393.66,1382.33,1412.26,1419.53,1400.93,1400.9333333333332,26.509705185367523,1391.75,1418.25,1365.24,1431.51,1458.02,1484.53,0.67,50.0,10.516793833084249,8.99922420480993,-6.33,6.2,3.63,18.788446108585184,,2.5118628184340737,,16.0148883957153,9.55076371105473,0.6066876859418521,5.951187109652587,7.349985644559295,34.54095028467912,,80,,,7.349985644559295,,,,100,,,,,,,,0,,,,,,True,0.47,3.0,,,,3.0,71,80,100,,,80.0,70,55,0.13,-0.31,0.27,0.43,-0.35,-3.0,0.03,58.0,True,8.0,3.0,Buy,1.0625,1688.73913
SBIN,State Bank of India,Finance,Regional Banks,9397230709245.0,1028.3,1022.1,,1024.2985446957823,,996.3310703533402,1008.725,1011.0007500000006,,,Bullish,67.0,51.82178197631862,6.2060618612163125,8.403156215364415,-2.1971,12.697737401182655,-0.7528230865746506,13.500016327988044,20,699779.0,10171725.00000002,13089206.66666668,0.0598000350897788,26.29,,,17,1026.54,1024.77,1031.04,1033.77,1029.27,1029.2666666666669,18.634921924469648,1018.98,1037.62,1000.35,1046.93,1065.57,1084.2,0.67,22.0,2.553106612147193,-1.9733079122974304,-16.72,-1.77,-4.34,11.296350409867582,1.5922416658350351,2.355175452495072,,15.3805889022211,6.660692553910601,1.3396637584022402,6.975820605233501,4.743220354585112,28.129242852760616,,60,,,4.743220354585112,,,,67,,,,,,,,1,,,,,,True,0.24,3.0,,,,3.0,38,60,67,,,80.0,70,55,1.01,-0.23,-0.02,0.95,-0.42,-2.98,0.26,80.0,True,21.0,4.0,Neutral,1.2375,1213.85
TCS,Tata Consultancy Services Limited,Technology Services,Information Technology Services,7448013998759.0,2085.5,2049.5,,2220.9297354567857,,2672.8550544011155,2226.5300000000034,2749.747999999994,,,Bearish,0.0,44.90495400771448,-48.73437610169867,-56.25787099958906,7.5235,23.18023088493139,-0.5910672577339288,84.4648254737276,40,3234287.0,4301782.0,5639829.133333334,0.7264398111549871,31.19,,,17,2060.56,2035.63,2121.86,2158.23,2096.93,2096.9333333333334,63.53004537022901,2053.73,2117.27,1990.2,2149.03,2212.56,2276.09,0.67,1.0,-3.0586157207270106,-18.71930781822434,-37.75,-7.38,-2.12,15.333307355061462,7.0361074613845735,11.179195321479304,9.817541919333406,48.723737103705,44.8560477273452,0.1063875419619549,4.581237956478828,1.3531780570392975,25.0309900719419,14.939851737989546,80,,,1.3531780570392975,,,,100,,,,,,,,0,,,,,,True,2.18,3.0,,,,3.0,19,80,100,,,37.0,70,75,0.78,-1.32,1.17,-0.69,-0.37,-2.72,-0.09,38.0,True,0.0,3.0,Sell,1.522222,2570.581395
BAJFINANCE,Bajaj Finance Limited,Finance,Finance/Rental/Leasing,6289773090820.0,1007.7,1003.8,,956.1799714458872,,940.7319375935692,944.3550000000006,969.1285000000014,,,Bullish,100.0,60.11133231309911,25.642039077802337,25.236251584697804,0.4058,33.50430306544905,2.611883305330695,2.051762566109504,80,689659.0,9136016.7,10663622.1,0.0666481441394079,66.99,,,33,1004.0,1000.3,1012.6,1017.5,1008.9,1008.9,23.907173327884664,995.75,1019.65,971.84,1031.61,1055.51,1079.42,0.67,53.0,13.211998651836874,10.040950040950046,-8.6,8.89,6.32,33.01769331585846,5.496322803505342,2.4041847464735078,26.48951349034082,18.052322754331,5.88770366680906,3.2266451939674603,18.3647764826221,13.77022291806456,43.7265523464435,,60,,,13.77022291806456,,,,100,,,,,,,,0,,,,,,True,0.46,3.0,,,,3.0,79,60,100,,,80.0,70,60,-0.29,-0.18,-0.03,0.22,-0.05,-2.53,-0.06,45.0,True,20.0,3.0,Buy,1.472973,1079.603157
LICI,Life Insurance Corp. of India,Finance,Life/Health Insurance,5402812991760.0,439.3,438.45,,418.2432257708272,,420.6911058597997,413.0100000000002,423.2292499999992,,,Bullish,100.0,60.83159687649454,6.898454643696994,6.939283078239067,-0.0408,27.413037432764963,1.8666666666666691,26.374234015382868,60,508940.0,2814875.4,4092474.6666666665,0.149524690465029,50.88,,,33,437.84,436.37,441.79,444.27,440.32,440.31666666666666,9.81290515483582,434.39,444.21,424.58,449.11,458.93,468.74,0.67,52.0,8.710715169512493,9.749547186309425,-6.23,4.39,1.82,9.67248307370507,0.7616832509771627,0.498477330856883,,7.459755123494731,7.459755123494731,0.0,10.315815415255356,18.90051547336372,5.59249360662008,,60,,,18.90051547336372,,,,100,,,,,,,,0,,,,,,True,0.24,3.0,,,,3.0,71,60,100,,,80.0,70,40,2.08,-0.26,-0.48,0.49,-0.02,-2.36,0.36,88.0,False,27.0,0.0,Strong buy,1.229167,519.21875
LT,Larsen & Toubro Limited,Industrial Services,Engineering & Construction,5359221663872.0,3937.5,3886.0,,4020.1403084828535,,3915.082464391548,4021.519999999999,3953.5165000000006,,,Bearish,17.0,40.35165677100788,-23.621650670849704,9.790233050084463,-33.4119,19.397060575455654,-5.466724286949002,6.650630311519721,0,199147.0,2093376.7000000067,2101018.2000000007,0.0835395811170433,71.12,,,33,3915.7,3893.9,3948.6,3959.7,3926.8,3926.8,77.62394587753526,3898.69,3976.31,3821.06,4015.12,4092.75,4170.37,0.67,29.0,0.858094262295082,0.1398779247202441,-11.32,-3.46,3.65,33.68839835728953,4.24033277894729,4.794931831032415,20.591875185231174,16.8428484034919,10.4602183989046,1.1482918808525602,11.78560370784602,6.944825693110064,8.67037685198086,,40,,,6.944825693110064,,,,100,,,,,,,,0,,,,,,True,-0.19,3.0,,,,3.0,13,40,100,,,67.0,70,60,-0.1,-0.37,-0.4,0.39,-0.11,-2.35,-0.12,35.0,True,19.0,3.0,Sell,1.344828,4422.896552
HINDUNILVR,Hindustan Unilever Limited,Consumer Non-Durables,Household/Personal Care,5018374825912.0,2164.8,2144.5,,2186.868051259023,,2274.48958791177,2196.5319999999974,2307.029768077205,,,Bearish,0.0,48.388887306530016,-3.5275197650053087,-3.031400880983468,-0.4961,13.649186619320927,0.627527541486543,33.519207588029225,20,122298.0,1874106.9,2150987.133333334,0.0596080339686542,56.28,,,33,2149.6,2134.4,2179.0,2193.2,2163.8,2163.8,43.21904431581502,2143.19,2186.41,2099.97,2208.02,2251.24,2294.46,0.67,32.0,1.400533982856344,1.4813425839115115,-20.04,-2.92,-1.46,33.826585621201,10.435985870924672,0.809982606125321,32.90305668553993,21.5261715287189,21.0234057797946,0.0303247912349453,3.84341185976141,41.20266179494647,20.858315407265,,100,,,41.20266179494647,,,,67,,,,,,,,0,,,,,,True,-0.32,3.0,,,,3.0,15,100,67,,,50.0,70,45,-0.18,-0.56,0.3,0.96,-0.42,-2.27,0.02,56.0,True,18.0,3.0,Sell,1.434211,2568.868421
