symbol,close,score,perf_1m,rs_vs_nifty_1m,rs_vs_sector_1m,deliv_pct,pct_change_oi,upside_to_target_pct,atr,stop_1_5atr,target_5pct,earnings_within_21d,event_risk_score,tech_rating,sector
GMRAIRPORT,112.95,13,9.660194174757285,5.34,6.66,68.0,0.28,5.91,2.8334415671983586,108.7,118.6,False,0,Buy,Transportation
ACUTAAS,3430.9,13,7.182130584192442,2.86,0.95,45.69,,9.01,143.86255446950585,3215.11,3602.44,False,0,Buy,Health Technology
MARICO,857.8,13,5.335543685147655,1.02,2.48,62.73,0.46,6.37,17.17849723822776,832.03,900.69,False,2,Strong buy,Consumer Non-Durables
SCHNEIDER,1430.4,13,30.048186198745334,25.73,27.05,60.15,,8.22,70.44675887794912,1324.73,1501.92,False,0,Buy,Producer Manufacturing
MEDANTA,1353.0,13,8.674698795180722,4.35,2.44,66.91,,7.65,34.87954633170885,1300.68,1420.65,False,0,Strong buy,Health Services
AJANTPHARM,3337.3,13,9.750723493817416,5.43,3.52,47.55,,5.08,113.46671980183666,3167.1,3504.17,False,0,Buy,Health Technology
HONAUT,38340.0,13,8.76595744680851,4.45,9.71,74.79,,7.13,967.3361492348432,36889.0,40257.0,False,2,Buy,Electronic Technology
AADHARHFC,526.5,13,11.617553529785884,7.3,4.73,48.14,,18.56,17.55671805225584,500.16,552.83,False,0,Buy,Finance
MANKIND,2550.8,12,6.327636515214681,2.01,0.1,39.24,1.16,6.5,65.30434698961577,2452.84,2678.34,False,1,Strong buy,Health Technology
PIDILITIND,1610.1,12,8.424242424242419,4.1,13.1,44.32,0.58,2.67,30.79488022240563,1563.91,1690.6,False,2,Buy,Process Industries
KIRLOSENG,2473.5,12,32.983870967741936,28.66,29.98,34.83,,9.97,119.71559112696944,2293.93,2597.18,False,0,Strong buy,Producer Manufacturing
LUPIN,2500.3,12,10.427524070311827,6.11,4.2,58.68,0.22,1.06,49.83380154567804,2425.55,2625.32,False,2,Buy,Health Technology
NIACL,184.71,12,22.324503311258283,18.0,15.43,26.61,,18.02,8.349296756417262,172.19,193.95,False,2,Buy,Finance
ENDURANCE,2720.1,12,7.940476190476188,3.62,4.94,61.0,,13.23,76.52539602051748,2605.31,2856.1,False,2,Strong buy,Producer Manufacturing
NAVINFLUOR,7695.0,12,12.008733624454148,7.69,16.69,53.07,,1.49,227.5791845330556,7353.63,8079.75,False,0,Strong buy,Process Industries
CPPLUS,3725.0,12,6.367789834380354,2.05,3.37,59.67,,1.66,149.03468579243716,3501.45,3911.25,False,0,Buy,Consumer Durables
GODREJIND,1249.0,12,18.952380952380956,14.63,23.63,48.13,,6.08,40.01481787375339,1188.98,1311.45,False,0,Strong buy,Process Industries
AEGISLOG,1288.0,12,62.62626262626262,58.31,55.74,33.71,,10.52,71.7572670943427,1180.36,1352.4,False,2,Buy,Distribution Services
IPCALAB,1763.0,12,7.401766676819982,3.08,1.17,45.8,,2.81,50.63402086238591,1687.05,1851.15,False,0,Buy,Health Technology
CARBORUNIV,1097.2,12,6.503591535624151,2.18,11.18,72.96,,19.11,45.24321880038333,1029.34,1152.06,False,2,Buy,Process Industries
