symbol,sector,nifty_sector_index,perf_1w,perf_1m,nifty_1w,nifty_1m,sector_1m,rs_vs_nifty_1w,rs_vs_nifty_1m,rs_vs_sector_1m
RELIANCE,Energy Minerals,NIFTY_ENERGY,-0.6935975609756029,2.1882352941176544,-0.22,4.32,-2.79,-0.47,-2.13,4.98
HDFCBANK,Finance,NIFTY_FIN_SERVICE,2.4221668742216744,11.67006109979634,-0.22,4.32,6.89,2.64,7.35,4.78
BHARTIARTL,Communications,,1.2539682539682564,6.375764313507506,-0.22,4.32,,1.47,2.06,
ICICIBANK,Finance,NIFTY_FIN_SERVICE,-0.6364922206506365,10.516793833084249,-0.22,4.32,6.89,-0.42,6.2,3.63
SBIN,Finance,NIFTY_FIN_SERVICE,-2.530805687203796,2.553106612147193,-0.22,4.32,6.89,-2.31,-1.77,-4.34
TCS,Technology Services,NIFTY_IT,-0.6904761904761905,-3.0586157207270106,-0.22,4.32,-0.94,-0.47,-7.38,-2.12
BAJFINANCE,Finance,NIFTY_FIN_SERVICE,-2.6376811594202856,13.211998651836874,-0.22,4.32,6.89,-2.42,8.89,6.32
LICI,Finance,NIFTY_FIN_SERVICE,1.5722543352601182,8.710715169512493,-0.22,4.32,6.89,1.79,4.39,1.82
LT,Industrial Services,NIFTY_ENERGY,-3.492647058823529,0.858094262295082,-0.22,4.32,-2.79,-3.27,-3.46,3.65
HINDUNILVR,Consumer Non-Durables,NIFTY_FMCG,-2.7012449997752666,1.400533982856344,-0.22,4.32,2.86,-2.48,-2.92,-1.46
SUNPHARMA,Health Technology,NIFTY_PHARMA,3.2819148936170235,9.108788491795918,-0.22,4.32,6.23,3.5,4.79,2.88
MARUTI,Consumer Durables,NIFTY_AUTO,-3.5294117647058822,6.26619911571886,-0.22,4.32,3.0,-3.31,1.95,3.27
INFY,Technology Services,NIFTY_IT,0.6491063029162832,-7.775191793810864,-0.22,4.32,-0.94,0.87,-12.1,-6.84
ADANIPOWER,Utilities,NIFTY_ENERGY,-3.122923588039872,-3.783545974483072,-0.22,4.32,-2.79,-2.9,-8.1,-0.99
ADANIPORTS,Transportation,NIFTY_AUTO,-2.1750663129973478,0.9857612267250822,-0.22,4.32,3.0,-1.96,-3.33,-2.01
AXISBANK,Finance,NIFTY_FIN_SERVICE,-3.867443554260736,2.835995325282438,-0.22,4.32,6.89,-3.65,-1.48,-4.05
TITAN,Consumer Durables,NIFTY_AUTO,2.011123470522795,11.705522668030891,-0.22,4.32,3.0,2.23,7.39,8.71
ADANIENT,Distribution Services,NIFTY_FIN_SERVICE,-0.6892230576441103,6.483036614040981,-0.22,4.32,6.89,-0.47,2.16,-0.41
M&M,Consumer Durables,NIFTY_AUTO,-2.2949279899812205,4.721476510067108,-0.22,4.32,3.0,-2.07,0.4,1.72
KOTAKBANK,Finance,NIFTY_FIN_SERVICE,-5.025000000000006,-0.1576872536136722,-0.22,4.32,6.89,-4.81,-4.48,-7.05
ITC,Consumer Non-Durables,NIFTY_FMCG,-2.832131822863028,1.0892857142857184,-0.22,4.32,2.86,-2.61,-3.23,-1.77
NTPC,Utilities,NIFTY_ENERGY,-2.847173761339844,-3.0501392757660137,-0.22,4.32,-2.79,-2.63,-7.37,-0.26
ULTRACEMCO,Non-Energy Minerals,NIFTY_METAL,1.0451757795629264,7.085316733797144,-0.22,4.32,-4.68,1.27,2.77,11.77
HCLTECH,Technology Services,NIFTY_IT,4.0635258628338375,2.8138148667601803,-0.22,4.32,-0.94,4.28,-1.51,3.75
ONGC,Energy Minerals,NIFTY_ENERGY,3.204047217537952,-5.482625482625478,-0.22,4.32,-2.79,3.42,-9.8,-2.69
JSWSTEEL,Non-Energy Minerals,NIFTY_METAL,1.801948051948056,-0.9320695102685588,-0.22,4.32,-4.68,2.02,-5.25,3.75
BEL,Electronic Technology,NIFTY_IT,-1.6722408026755853,-0.3389830508474521,-0.22,4.32,-0.94,-1.45,-4.66,0.6
BAJAJFINSV,Finance,NIFTY_FIN_SERVICE,1.1777188328912491,12.90551740468861,-0.22,4.32,6.89,1.4,8.59,6.02
HAL,Electronic Technology,NIFTY_IT,-0.2760199272923159,3.720387443108872,-0.22,4.32,-0.94,-0.06,-0.6,4.66
BAJAJ_AUTO,Consumer Durables,NIFTY_AUTO,3.212445701586019,-0.1173135203832241,-0.22,4.32,3.0,3.43,-4.44,-3.12
NESTLEIND,Consumer Non-Durables,NIFTY_FMCG,1.4640883977900585,3.845066440486294,-0.22,4.32,2.86,1.68,-0.47,0.99
