identifier,instrument,underlying,expiry,option_type,strike,last_price,contracts_traded,turnover,open_interest,underlying_value,pct_change
OPTIDXNIFTY23-06-2026CE24100.00,Index Options,NIFTY,23-Jun-2026,Call,24100,4.0,17661773,338320.0927015,710958,23918.9,-94.56152277362338
OPTIDXNIFTY23-06-2026PE24100.00,Index Options,NIFTY,23-Jun-2026,Put,24100,181.8,14638561,409623.5331825,91223,23918.9,227.56756756756758
OPTIDXNIFTY23-06-2026CE24150.00,Index Options,NIFTY,23-Jun-2026,Call,24150,2.75,13269892,138524.402588,414466,23918.9,-94.37052200614124
OPTIDXNIFTY23-06-2026PE24000.00,Index Options,NIFTY,23-Jun-2026,Put,24000,90.5,13115260,250035.87427,216313,23918.9,263.45381526104416
OPTIDXNIFTY23-06-2026PE24050.00,Index Options,NIFTY,23-Jun-2026,Put,24050,134.1,11529381,227520.804654,89361,23918.9,262.43243243243245
OPTIDXNIFTY23-06-2026PE23900.00,Index Options,NIFTY,23-Jun-2026,Put,23900,28.2,10348424,115089.997516,445294,23918.9,159.9078341013825
OPTIDXNIFTY23-06-2026CE24200.00,Index Options,NIFTY,23-Jun-2026,Call,24200,2.2,10184356,50443.115268,397517,23918.9,-92.82218597063621
OPTIDXNIFTY23-06-2026PE23950.00,Index Options,NIFTY,23-Jun-2026,Put,23950,53.0,9893826,169070.645601,231641,23918.9,228.1733746130031
OPTIDXNIFTY23-06-2026CE24050.00,Index Options,NIFTY,23-Jun-2026,Call,24050,6.3,9319596,250002.822498,554511,23918.9,-94.0028557829605
OPTIDXNIFTY23-06-2026CE24000.00,Index Options,NIFTY,23-Jun-2026,Call,24000,12.15,9056423,318469.114795,770535,23918.9,-91.48861646234676
OPTIDXNIFTY23-06-2026PE23850.00,Index Options,NIFTY,23-Jun-2026,Put,23850,13.3,6739607,38068.6701395,295231,23918.9,84.72222222222223
OPTIDXNIFTY23-06-2026PE23800.00,Index Options,NIFTY,23-Jun-2026,Put,23800,6.45,6654991,19682.1358825,270887,23918.9,19.444444444444443
OPTIDXNIFTY23-06-2026PE24150.00,Index Options,NIFTY,23-Jun-2026,Put,24150,230.75,5567757,250944.375747,31053,23918.9,187.89769182782283
OPTIDXNIFTY23-06-2026CE24250.00,Index Options,NIFTY,23-Jun-2026,Call,24250,1.8,5395517,12765.793222,200488,23918.9,-90.4
OPTIDXNIFTY23-06-2026CE24300.00,Index Options,NIFTY,23-Jun-2026,Call,24300,1.65,5312998,7839.328549,254108,23918.9,-85.71428571428571
OPTIDXNIFTY23-06-2026PE23700.00,Index Options,NIFTY,23-Jun-2026,Put,23700,2.15,4249901,4696.140605,150968,23918.9,-34.84848484848485
OPTIDXNIFTY23-06-2026PE23750.00,Index Options,NIFTY,23-Jun-2026,Put,23750,3.4,4221637,7189.447811,145262,23918.9,-18.072289156626507
OPTIDXNIFTY23-06-2026CE23950.00,Index Options,NIFTY,23-Jun-2026,Call,23950,25.1,4105383,159949.827063,487249,23918.9,-86.38090070537167
OPTIDXNIFTY23-06-2026CE24350.00,Index Options,NIFTY,23-Jun-2026,Call,24350,1.5,3567762,3710.47248,182951,23918.9,-80.3921568627451
OPTIDXNIFTY23-06-2026PE24200.00,Index Options,NIFTY,23-Jun-2026,Put,24200,280.45,3106999,227381.0613165,30469,23918.9,149.84409799554567
