symbol,sector,nifty_sector_index,perf_1w,perf_1m,nifty_1w,nifty_1m,sector_1m,rs_vs_nifty_1w,rs_vs_nifty_1m,rs_vs_sector_1m
RELIANCE,Energy Minerals,NIFTY_ENERGY,0.5101263895233605,-2.214814814814821,-0.31,0.83,-0.01,0.82,-3.04,-2.2
HDFCBANK,Finance,NIFTY_FIN_SERVICE,-0.2049967969250509,2.601593887900942,-0.31,0.83,4.74,0.11,1.77,-2.14
BHARTIARTL,Communications,,3.657211172698617,0.8565536932268835,-0.31,0.83,,3.97,0.03,
ICICIBANK,Finance,NIFTY_FIN_SERVICE,1.7719047976574749,9.138486312399356,-0.31,0.83,4.74,2.08,8.31,4.4
SBIN,Finance,NIFTY_FIN_SERVICE,0.6055870287165507,8.318435166684196,-0.31,0.83,4.74,0.92,7.49,3.58
TCS,Technology Services,NIFTY_IT,-4.720812182741125,-11.428081163399256,-0.31,0.83,-6.57,-4.41,-12.26,-4.86
BAJFINANCE,Finance,NIFTY_FIN_SERVICE,2.1881606765327746,6.453033806849468,-0.31,0.83,4.74,2.5,5.62,1.71
LT,Industrial Services,NIFTY_ENERGY,-0.2544589774078434,7.353468134118254,-0.31,0.83,-0.01,0.06,6.52,7.36
LICI,Finance,NIFTY_FIN_SERVICE,7.982370225269349,5.62874251497006,-0.31,0.83,4.74,8.29,4.8,0.89
HINDUNILVR,Consumer Non-Durables,NIFTY_FMCG,0.2313743637204997,-0.6422018348623854,-0.31,0.83,-2.31,0.54,-1.47,1.67
ADANIPOWER,Utilities,NIFTY_ENERGY,2.694907616043258,3.346938775510202,-0.31,0.83,-0.01,3.0,2.52,3.36
SUNPHARMA,Health Technology,NIFTY_PHARMA,4.153761061946898,-1.0457172884918595,-0.31,0.83,1.87,4.46,-1.88,-2.92
INFY,Technology Services,NIFTY_IT,-9.07731550708066,-12.583509513742069,-0.31,0.83,-6.57,-8.77,-13.41,-6.01
AXISBANK,Finance,NIFTY_FIN_SERVICE,-0.315364869820312,8.380511920899462,-0.31,0.83,4.74,-0.01,7.55,3.64
MARUTI,Consumer Durables,NIFTY_AUTO,-3.6721737248394777,1.923664122137405,-0.31,0.83,1.93,-3.36,1.09,-0.01
