date,symbol,subject,details,category
23-Jun-2026 17:29:45,TORNTPHARM,Shareholders meeting,"Torrent Pharmaceuticals Limited has submitted the Exchange a copy Srutinizers report of  Annual General Meeting held on Jun 23, 2026",Shareholders meeting
23-Jun-2026 17:27:43,INFY,Updates,Infosys Limited has informed the Exchange regarding 'Infosys Announces Expanded Collaboration with GlobalFoundries to Accelerate AI-Driven Transformation of IT Operations'.,Updates
23-Jun-2026 17:25:35,SUPRIYA,General Updates,Supriya Lifescience Limited has informed the Exchange about General Updates,General Updates
23-Jun-2026 17:24:56,HINDZINC,Disclosure under SEBI Takeover Regulations,"Vedanta  Limited has submitted to the Exchange a copy of Disclosure under Regulation 31 of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011",Disclosure under SEBI Takeover Regulations
23-Jun-2026 17:24:31,NIVABUPA,ESOP/ESOS/ESPS,Niva Bupa Health Insurance Company Limited has informed the Exchange regarding Allotment of 1476432  Shares.,ESOP/ESOS/ESPS
23-Jun-2026 17:24:31,LENSKART,Trading Window,"Lenskart Solutions Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",Trading Window
23-Jun-2026 17:23:02,ARTEMISMED,General Updates,Artemis Medicare Services Limited has informed the Exchange about Communication to Shareholders: Intimation on Tax Deduction at Source (TDS)/ withholding tax on Dividend for FY 2025-26,General Updates
23-Jun-2026 17:22:31,METROPOLIS,Disclosure under SEBI Takeover Regulations,"Metropolis Healthcare Limited has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",Disclosure under SEBI Takeover Regulations
23-Jun-2026 17:22:19,CERA,Copy of Newspaper Publication,Cera Sanitaryware Limited has informed the Exchange about Copy of Newspaper Publication - Notice of 28th Annual General Meeting,Copy of Newspaper Publication
23-Jun-2026 17:20:21,MVGJL,Action(s) initiated or orders passed,Manoj Vaibhav Gems N Jewellers Limited has informed the Exchange about Action(s) initiated or orders passed,Action(s) initiated or orders passed
23-Jun-2026 17:20:03,COMPUSOFT,Credit Rating,Compucom Software Limited has informed the Exchange about Credit Rating,Credit Rating
23-Jun-2026 17:20:01,ICRA,Copy of Newspaper Publication,ICRA Limited has informed the Exchange about Copy of Newspaper Publication,Copy of Newspaper Publication
23-Jun-2026 17:19:02,SINCLAIR,Trading Window,"Sinclairs Hotels Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",Trading Window
23-Jun-2026 17:18:34,NIVABUPA,Credit Rating,Niva Bupa Health Insurance Company Limited has informed the Exchange about Credit Rating,Credit Rating
23-Jun-2026 17:18:06,BGRENERGY,Corporate Insolvency Resolution Process,"BGR Energy Systems Limited has informed the Exchange about Disclosure under Regulation 30 of SEBI (LODR) Regulations, 2015   Update on Insolvency Proceedings before Hon ble NCLAT",Corporate Insolvency Resolution Process
23-Jun-2026 17:16:58,APOLLOTYRE,General Updates,Apollo Tyres Limited has informed the Exchange about Communication to Shareholders: Intimation on Tax Deduction at Source (TDS)/ withholding taxon Dividend for FY26,General Updates
23-Jun-2026 17:16:37,GANDHAR,Analysts/Institutional Investor Meet/Con. Call Updates,"Gandhar Oil Refinery (India) Limited has informed the Exchange that Pursuant to Regulation 30 of SEBI (LODR) Regulations, 2015, we wish to inform you that a plant visit for Analyst/ Investors followed by interaction with management is scheduled on Tuesday, 30th June, 2026 at 10:30 a.m. in-person at ",Analysts/Institutional Investor Meet/Con. Call Updates
23-Jun-2026 17:16:18,LLOYDSME,ESOP/ESOS/ESPS,"Allotment of 90,975  Equity Shares under the Lloyds Metals and Energy Limited Employee Stock Option Plan 2017",ESOP/ESOS/ESPS
23-Jun-2026 17:16:18,LLOYDSME,ESOP/ESOS/ESPS,"Allotment of 30,888 Equity Shares under the Lloyds Metals and Energy Limited Employee Stock Option Scheme 2024",ESOP/ESOS/ESPS
23-Jun-2026 17:15:51,JSL,Trading Window,"Jindal Stainless Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",Trading Window
