index,ticker,close,prev_close,pct_change
NIFTY_50,^NSEI,23921.6,24102.9,-0.75
NIFTY_BANK,^NSEBANK,57396.4,57935.6,-0.93
NIFTY_NEXT_50,^NSMIDCP,72066.7,72356.65,-0.4
INDIA_VIX,^INDIAVIX,13.79,12.84,7.42
SENSEX,^BSESN,76610.21,77094.07,-0.63
