symbol,fut_volume,opt_volume,tot_volume,fut_turnover,opt_turnover,tot_turnover,latest_oi,underlying_value
NIFTY,51141,86037926,86089067,805548.689608,135324595285714.9,4678308.781757,8440213,24206.9
BANKNIFTY,24237,2005933,2030170,422696.454966,3514507196619.0,717236.961156,1088407,58045.9
TCS,48276,633670,681946,226594.08189,304854714139.5,271910.208285,476354,2068.0
KALYANKJIL,28518,279052,307570,181543.09896,182040972061.5,264661.647075,84073,480.0
DIXON,30331,291417,321748,205988.94069,205092847404.0,251399.33973,130926,13410.0
INDIANB,22760,202180,224940,193800.8381,177557094960.0,232028.2802,41913,873.35
INFY,37831,169619,207450,162001.54904,74682792404.0,177417.23308,521025,1068.7
RELIANCE,23471,178416,201887,153472.10395,119150211010.0,170061.11405,467234,1310.0
PAYTM,13439,85906,99345,129621.70687,84853106959.5,153227.403965,55548,1342.0
HDFCBANK,23868,116810,140678,128176.492925,63735801688.0,137742.604805,729123,824.5
SBIN,15374,145447,160821,119970.774,115615346595.0,134978.68995,198046,1036.4
CDSL,15516,173850,189366,103992.33995,120332048684.75,129440.2217975,49720,1431.5
BHARTIARTL,12835,76485,89320,115988.94527,70598056002.0,122981.26029,182538,1919.0
DLF,16770,65388,82158,107052.8818,43155642865.5,116028.362955,80244,688.0
JIOFIN,16820,83231,100051,95671.19733,48588975859.0,105647.76842,112628,242.48
CANBK,11151,39192,50343,97321.377825,35161921530.0,105032.973375,85055,128.88
ICICIBANK,9805,60514,70319,96485.30255,60285847643.0,104656.67898,236993,1401.2
OFSS,7985,46175,54160,92308.63274,53056182125.0,104442.85399,26551,11650.0
PERSISTENT,14751,74267,89018,92225.5031375,47230540938.75,104304.350025,74319,5033.0
DRREDDY,11505,91305,102810,89494.82625,73809162387.5,102733.825125,73538,1246.5
LTM,14674,81299,95973,88060.67199,50452293051.0,100711.2525,51583,4060.0
ADANIENT,8982,48527,57509,87787.31538870001,48692392180.98,99472.8215985,102689,3157.8
BSE,9757,65313,75070,74271.37332,50776302490.0,86132.39822,98008,3812.0
HCLTECH,16661,76791,93452,77173.09,36568916352.0,85174.81352,141447,1167.5
