symbol,date,prev_close,close,ttl_traded_qty,deliv_qty,deliv_pct,turnover_lacs,no_of_trades
360ONE,2026-07-10,1100.2,1129.0,2189046,1818864,83.09,24571.48,31448
ZFCVINDIA,2026-07-10,2311.6,2333.8,246194,192668,78.26,5749.58,22115
LENSKART,2026-07-10,545.95,543.65,12123672,9421428,77.71,66217.83,103288
SUNDARMFIN,2026-07-10,4621.2,4574.9,147939,114407,77.33,6763.42,11734
KIMS,2026-07-10,813.75,814.9,405414,310360,76.55,3302.68,12859
HEXT,2026-07-10,539.25,550.25,1197266,897078,74.93,6593.81,60485
HATSUN,2026-07-10,904.6,903.2,19271,14420,74.83,174.24,1879
ABBOTINDIA,2026-07-10,26770.0,27165.0,16821,12538,74.54,4554.48,4532
ENDURANCE,2026-07-10,2706.8,2686.4,187257,138678,74.06,5048.28,18995
HDFCBANK,2026-07-10,817.55,824.95,23595785,16977137,71.95,194573.54,296453
PGHH,2026-07-10,8892.0,8940.0,11298,7992,70.74,1009.0,1916
APOLLOHOSP,2026-07-10,8845.5,8841.0,264694,186523,70.47,23353.79,32041
PIDILITIND,2026-07-10,1590.4,1598.5,738374,519848,70.4,11800.65,39067
CHOLAHLDNG,2026-07-10,1652.2,1652.1,345038,242289,70.22,5709.32,25754
LGEINDIA,2026-07-10,1563.8,1564.7,390332,269455,69.03,6120.83,19239
HONAUT,2026-07-10,38015.0,38175.0,4860,3352,68.97,1855.35,1997
NYKAA,2026-07-10,324.05,330.1,10556295,7230945,68.5,34595.29,58577
VBL,2026-07-10,481.4,478.1,9967759,6819561,68.42,47729.87,101538
NESTLEIND,2026-07-10,1463.2,1455.2,1563905,1065077,68.1,22823.4,62704
NTPC,2026-07-10,343.7,344.55,13016441,8845109,67.95,44933.14,179673
DELHIVERY,2026-07-10,515.65,520.3,13914959,9405977,67.6,72213.57,99448
BALKRISIND,2026-07-10,2201.8,2252.9,205849,138984,67.52,4634.09,13417
HDFCAMC,2026-07-10,2737.1,2761.2,846266,571222,67.5,23380.56,34994
ICICIAMC,2026-07-10,3181.1,3159.6,634775,427211,67.3,20110.35,46505
ITC,2026-07-10,282.05,281.75,11774274,7828124,66.48,33184.34,260527
RADICO,2026-07-10,4089.0,4073.7,303434,200856,66.19,12382.29,27690
BAJFINANCE,2026-07-10,1003.8,1020.5,7039305,4650437,66.06,71427.25,168873
DMART,2026-07-10,4079.4,4081.1,752660,494305,65.67,30638.89,57000
ASIANPAINT,2026-07-10,2673.8,2677.8,982095,644989,65.67,26411.16,59233
JBCHEPHARM,2026-07-10,2444.5,2435.5,411937,269913,65.52,9989.74,23236
HDBFS,2026-07-10,734.9,755.45,801964,525290,65.5,6039.97,29478
HDFCLIFE,2026-07-10,551.85,567.7,6139132,4015079,65.4,34719.46,89342
TITAN,2026-07-10,4555.8,4584.4,652646,424827,65.09,29915.6,71703
LUPIN,2026-07-10,2503.3,2496.3,568432,369624,65.03,14214.91,33170
ANTHEM,2026-07-10,752.0,754.7,334847,217615,64.99,2528.35,35270
TATACONSUM,2026-07-10,1106.7,1111.9,1189725,771694,64.86,13213.04,50306
KOTAKBANK,2026-07-10,377.15,377.6,15468937,10028294,64.83,58636.71,137162
POWERGRID,2026-07-10,281.35,283.1,6812700,4394032,64.5,19259.63,52036
GRANULES,2026-07-10,882.05,889.85,1450104,935236,64.49,12911.93,36728
PFIZER,2026-07-10,4590.1,4731.4,38148,24560,64.38,1791.07,8889
ESCORTS,2026-07-10,2908.6,2941.8,104378,67178,64.36,3071.65,19071
ONGC,2026-07-10,243.65,244.96,8237303,5296083,64.29,20152.85,86125
HINDUNILVR,2026-07-10,2144.5,2150.6,1665179,1069317,64.22,35874.42,62326
POLYCAB,2026-07-10,9074.0,9210.5,396730,253646,63.93,36275.45,39482
CESC,2026-07-10,162.88,163.93,1448845,925940,63.91,2386.65,22920
ICICIBANK,2026-07-10,1380.7,1401.2,6409645,4093220,63.86,89870.46,132249
MARICO,2026-07-10,860.05,852.5,1338643,852424,63.68,11415.82,36642
TATACOMM,2026-07-10,1870.4,1856.2,577543,367110,63.56,10813.86,42059
PIIND,2026-07-10,2597.5,2607.4,188072,119284,63.42,4919.33,21163
SBILIFE,2026-07-10,1821.7,1862.9,828830,524315,63.26,15387.86,43303
FEDERALBNK,2026-07-10,327.75,329.85,5400203,3386748,62.72,17798.93,86150
BHARTIARTL,2026-07-10,1931.1,1920.4,6420887,4008410,62.43,123058.46,165672
SHRIRAMFIN,2026-07-10,1031.7,1044.1,2773485,1729968,62.38,28975.26,69036
CHOLAFIN,2026-07-10,1791.9,1807.8,741849,462742,62.38,13441.33,48499
UNITDSPR,2026-07-10,1381.2,1385.7,568746,352676,62.01,7880.87,28612
POLICYBZR,2026-07-10,1572.5,1580.4,2015233,1249411,62.0,31849.38,58789
AIAENG,2026-07-10,4687.5,4683.5,93948,57626,61.34,4398.13,14464
CEMPRO,2026-07-10,1554.1,1566.8,318686,194610,61.07,4981.08,16317
JSWINFRA,2026-07-10,323.9,330.05,3265549,1990039,60.94,10811.36,45569
PNBHOUSING,2026-07-10,1084.0,1110.6,981785,596684,60.78,10886.71,36251
LT,2026-07-10,3886.0,3945.8,1283990,778296,60.62,50531.41,70211
METROBRAND,2026-07-10,1064.5,1059.6,58241,35212,60.46,622.06,4947
ALKEM,2026-07-10,5648.5,5669.5,104124,62881,60.39,5901.41,20233
ICICIGI,2026-07-10,1794.7,1826.2,504410,303995,60.27,9175.95,29155
LALPATHLAB,2026-07-10,1684.6,1692.8,207591,124974,60.2,3514.61,19426
ICICIPRULI,2026-07-10,490.7,510.35,2917046,1753784,60.12,14820.32,59074
MEDANTA,2026-07-10,1348.3,1336.9,91300,54694,59.91,1229.65,9810
M&MFIN,2026-07-10,336.75,340.85,4263568,2551444,59.84,14627.43,116864
BEL,2026-07-10,406.2,414.85,9273712,5534316,59.68,38345.75,91524
SUNPHARMA,2026-07-10,1938.7,1935.5,1478172,879511,59.5,28631.85,68768
GICRE,2026-07-10,362.7,365.0,868050,516398,59.49,3175.76,13833
ACUTAAS,2026-07-10,3458.8,3400.8,310324,184254,59.37,10572.58,34191
TENNIND,2026-07-10,584.3,589.55,384503,228155,59.34,2263.3,19378
BAJAJFINSV,2026-07-10,1895.0,1916.0,822344,486722,59.19,15712.0,35852
COALINDIA,2026-07-10,429.9,429.3,4872051,2882384,59.16,20899.13,58043
NH,2026-07-10,1993.2,2027.3,158548,93589,59.03,3194.24,15085
VAML,2026-07-10,443.8,443.55,12165895,7152953,58.8,54698.0,121947
CONCOR,2026-07-10,457.1,463.75,2960717,1736154,58.64,13802.82,37558
ASTERDM,2026-07-10,807.15,808.9,381067,223200,58.57,3078.13,21550
PHOENIXLTD,2026-07-10,2088.0,2138.9,914460,535501,58.56,19432.74,54569
CUB,2026-07-10,229.09,229.33,2654713,1554400,58.55,6076.39,41870
COROMANDEL,2026-07-10,2014.3,2067.8,153573,89854,58.51,3154.33,21672
AXISBANK,2026-07-10,1297.6,1323.7,3549139,2074429,58.45,46847.51,96348
WELCORP,2026-07-10,1601.9,1612.6,1353685,790932,58.43,21872.12,43998
