symbol,close,rsi,adx,tech_rating,perf_1m,above_sma200,score
THANGAMAYL,6540.5,66.50421357579282,56.512796910777794,Buy,18.48731884057971,True,6
CREDITACC,1529.4,62.196959835398346,33.99422961936752,Buy,20.60563047078308,True,6
NXST.RR,164.52,65.87104798306538,27.463724621236445,Strong buy,5.529185375240542,True,6
ICICIBANK,1401.2,62.399361862297205,31.439816910553382,Buy,10.21788720207662,True,6
PNBHOUSING,1110.6,65.9167364227893,25.58314939911957,Strong buy,12.522796352583578,True,6
ACUTAAS,3400.8,55.04699296802425,38.88673673414395,Buy,6.241799437675732,True,6
PIDILITIND,1598.5,59.98450997432533,36.71752115845902,Buy,7.643097643097643,True,6
CHOLAFIN,1807.8,62.59975797845415,34.750716949357304,Buy,21.35329260925018,True,6
ACMESOLAR,377.0,62.37482746886759,43.4487652898614,Buy,7.714285714285714,True,6
SYRMA,1451.9,68.17019879824299,48.25439199624653,Buy,14.503154574132498,True,6
POONAWALLA,477.0,69.30809390104433,31.33987295892125,Strong buy,23.912196389141453,True,6
AJANTPHARM,3348.6,60.97908049921001,35.47237928324204,Strong buy,10.122336227308592,True,6
BHARATFORG,2117.0,58.27293789669377,28.16530371893534,Buy,9.951178975797232,True,6
SHREECEM,26615.0,61.23963416343695,26.009092310830543,Strong buy,13.666453128336537,True,6
KIMS,814.9,56.09374900406896,33.65733095773355,Buy,4.1538854805725975,True,6
ABSLAMC,1146.6,53.130548036439286,30.41212603624848,Buy,7.661971830985907,True,6
ZYDUSLIFE,1150.8,65.74501739114439,44.170266575381895,Buy,3.72239747634069,True,6
CIPLA,1439.4,56.28884654711259,29.19519845972159,Buy,4.759825327510924,True,6
MARICO,852.5,59.7162905072335,37.77839256430652,Buy,4.684717873150363,True,6
LUPIN,2496.3,68.54314859844538,28.18380009101909,Buy,10.250861231340004,True,6
BOSCHLTD,41815.0,66.66237058296603,39.33094227032853,Buy,10.621693121693122,True,6
GMRAIRPORT,112.51,61.36932410160941,27.48029273835552,Buy,9.23300970873787,True,6
HFCL,217.25,62.93856081535776,45.20037656836288,Buy,23.38141753748296,True,6
HONAUT,38175.0,58.259228480071386,41.51045161298363,Buy,8.297872340425531,True,6
NIACL,183.92,56.01052856953709,27.777291859447,Buy,21.80132450331125,True,6
