symbol,company,sector,industry,market_cap,cmp,previous_close,ema20,ema50,ema100,ema200,sma50,sma200,supertrend,ichimoku_signal,trend_label,trend_score,rsi14,macd,macd_signal,macd_hist,adx14,roc20,stoch_rsi,momentum_score,volume,avg_volume_10d,avg_volume_30d,relative_volume,delivery_pct,obv,cmf,volume_score,support1,support2,resistance1,resistance2,pivot,vwap,atr14,entry_low,entry_high,stop_loss,target1,target2,target3,risk_reward,rs_rank,return_1m,return_3m,dist_52w_high_pct,rs_vs_nifty_1m,rs_vs_sector_1m,pe,pb,peg,ev_ebitda,roe,roce,debt_equity,revenue_growth,profit_growth,operating_margin,fcf,fundamental_score,revenue_surprise,profit_surprise,eps_growth,margin_expansion,guidance,order_book_growth,earnings_score,promoter_holding,promoter_pledge,fii_holding,dii_holding,mf_holding,insider_buying,institution_score,news_count_7d,news_sentiment,catalyst_strength,major_catalyst,risk_event,news_score,in_oi_spurt,oi_change_pct,fno_score,pcr,max_pain,liquidity_sweep,smart_money_score,technical_score,fundamental_score_final,earnings_score_final,news_score_final,institution_score,sector_score,macro_score,risk_score,value_z,momentum_z,quality_z,lowvol_z,growth_z,size_z,composite_factor_z,composite_factor_rank,earnings_within_21d,days_to_earnings,event_risk_score,tech_rating,analyst_rec,price_target_avg
RELIANCE,Reliance Industries Limited,Energy Minerals,Oil Refining/Marketing,17317589577513.002,1307.8,1279.8,,1325.956798134751,,1382.3427962470607,1335.7199999999998,1416.2245000000012,,,Bearish,0.0,49.37216965293975,-7.875261360583636,-8.161565429273631,0.2863,14.53567067412607,0.5226748654880826,30.47620893295128,40,8412537.0,12706052.499999994,16360600.533333331,0.6405045288134408,55.68,,,33,1293.36,1278.93,1316.66,1325.53,1302.23,1302.2333333333331,24.835285116186927,1295.38,1320.22,1270.55,1332.64,1357.47,1382.31,0.67,22.0,2.57254901960784,-2.183994016454753,-18.86,-1.7,5.1,21.90961070987608,1.9576526998669772,1.3421503234725964,11.557409975754544,9.24606376950945,7.06007289508876,0.4402508766302,9.591237834212542,15.974757473959905,11.4698089988924,,60,,,15.974757473959905,,,,67,,,,,,,,0,,,,,,True,-1.83,3.0,,,,3.0,23,60,67,,,12.0,70,55,0.38,-0.68,-0.42,0.65,-0.32,-3.0,-0.08,41.0,True,6.0,3.0,Neutral,1.083333,1673.26087
HDFCBANK,HDFC Bank Limited,Finance,Major Banks,12593637448551.0,824.95,817.55,,791.4708110732519,,855.6389678030513,776.5890000000016,889.5894999999982,,,Bullish,67.0,63.69601853369887,13.605636042706124,10.687283805458136,2.9184,23.54671274156953,3.2607335085742983,52.98921858169954,80,23595785.0,40164176.3,39427369.36666667,0.5555165604301017,71.95,,,33,820.94,816.92,828.34,831.72,824.32,824.3166666666666,16.270436697745584,816.81,833.09,800.54,841.22,857.49,873.76,0.67,36.0,12.009504412763071,2.605721393034832,-19.16,7.74,4.32,16.74345443474731,,2.49709669976444,,13.765023464607,6.44201959554742,1.0041379418372,5.212582211861043,6.645021645021646,32.95187578164424,,40,,,6.645021645021646,,,,100,,,,,,,,1,,,,,,True,1.11,3.0,,,,3.0,65,40,100,,,80.0,70,55,0.5,-0.66,0.11,0.73,-0.41,-3.0,0.05,62.0,True,7.0,4.0,Buy,1.034884,1046.204545
BHARTIARTL,Bharti Airtel Limited,Communications,Wireless Telecommunications,11756611146973.0,1920.4,1931.1,,1868.7943159263807,,1893.5603839395749,1856.2919999999976,1951.5489999999988,,,Bullish,83.0,58.54002111639596,19.37023644791975,14.552435519617402,4.8178,18.37814394853073,4.307207647601987,60.15240193741374,80,6420887.0,6511293.199999997,8428099.06666667,0.955296542298288,62.43,,,33,1907.6,1894.8,1931.6,1942.8,1918.8,1918.8,37.904834000524765,1901.45,1939.35,1863.54,1958.3,1996.21,2034.11,0.67,37.0,6.74819344080045,2.805139186295508,-11.69,2.48,,43.691926867668336,7.851830833196023,,11.480325505410928,20.3215106088605,9.08236481301509,1.31098991926557,21.96002895045356,-20.29608889920501,31.7404423698221,,40,,,-20.29608889920501,,,,67,,,,,,,,0,,,,,,True,3.73,3.0,,,,3.0,72,40,67,,,14.0,70,40,-0.02,-0.5,-0.0,0.86,-0.25,-3.0,0.02,57.0,False,25.0,0.0,Buy,1.161765,2294.558824
ICICIBANK,ICICI Bank Limited,Finance,Regional Banks,9911067307285.0,1401.2,1380.7,,1333.689928825143,,1336.0907632678866,1305.094,1344.9814999999994,,,Bullish,100.0,62.399361862297205,28.100854447000984,28.968893933825704,-0.868,31.439816910553382,0.9801095416546656,8.860879114936118,60,6409645.0,13117946.20000003,15232798.366666667,0.4515646298818503,63.86,,,33,1391.14,1381.07,1409.74,1418.27,1399.67,1399.666666666667,26.509705185367523,1387.95,1414.45,1361.44,1427.71,1454.22,1480.73,0.67,50.0,10.21788720207662,8.7044220325834,-6.59,5.95,2.53,18.7376303824552,,2.5120447583745658,,16.0148883957153,9.55076371105473,0.6066876859418521,5.951187109652587,7.349985644559295,34.54095028467912,,80,,,7.349985644559295,,,,100,,,,,,,,0,,,,,,True,0.99,3.0,,,,3.0,71,80,100,,,80.0,70,55,0.13,-0.33,0.26,0.63,-0.35,-3.0,0.07,64.0,True,7.0,3.0,Buy,1.0625,1689.173913
SBIN,State Bank of India,Finance,Regional Banks,9430461272671.0,1036.0,1022.1,,1024.600505480096,,996.4076872687632,1008.8790000000002,1011.03925,,,Bullish,83.0,54.49796259741308,6.820306875461483,8.52600521821345,-1.7057,11.713046964364002,-0.0096515780329996,19.085201112911392,20,8792150.0,10980962.100000018,13358952.36666668,0.7513384633071284,48.34,,,33,1023.74,1011.47,1048.04,1060.07,1035.77,1035.7666666666669,19.763493353041078,1026.12,1045.88,1006.35,1055.76,1075.53,1095.29,0.67,24.0,3.3210332103320988,-1.2392755004766445,-16.09,-0.95,-4.37,11.380938466034053,1.6041645101673605,2.367218831738827,,15.3805889022211,6.660692553910601,1.3396637584022402,6.975820605233501,4.743220354585112,28.129242852760616,,60,,,4.743220354585112,,,,67,,,,,,,,0,,,,,,True,1.02,3.0,,,,3.0,48,60,67,,,80.0,70,65,0.98,-0.21,-0.03,0.64,-0.43,-2.99,0.19,75.0,True,20.0,3.0,Buy,1.2375,1213.85
TCS,Tata Consultancy Services Limited,Technology Services,Information Technology Services,7408938478149.0,2069.0,2049.5,,2220.2826766332564,,2672.690875296638,2226.2000000000035,2749.665499999994,,,Bearish,0.0,43.04420895496012,-50.05061541793839,-56.521118862837,6.4705,23.18023088493139,-1.3775680442347151,81.17624778138087,40,6714551.0,4649808.4,5755837.933333334,1.508127497785611,30.31,,,83,2044.64,2020.27,2113.34,2157.67,2088.97,2088.9666666666667,63.53004537022901,2037.23,2100.77,1973.7,2132.53,2196.06,2259.59,0.67,1.0,-3.825593826988341,-19.362382103047786,-38.24,-8.1,-2.88,15.032076664317524,6.82807456085811,13.948633470932553,9.49959972211963,47.9890914172003,44.2125262461657,0.104302536644988,7.695160610272186,1.067516881423239,24.8826393193624,14.927163203138647,80,,,1.067516881423239,,,,67,,,,,,,,0,,,,,,True,3.54,3.0,,,,3.0,33,80,67,,,31.0,70,75,0.81,-1.35,1.14,-0.24,-0.42,-2.71,-0.01,52.0,False,95.0,2.0,Sell,1.521739,2444.068182
BAJFINANCE,Bajaj Finance Limited,Finance,Finance/Rental/Leasing,6246502613453.0,1020.5,1003.8,,956.6819322302008,,940.859300777649,944.6110000000008,969.1925000000014,,,Bullish,100.0,62.969746716503046,26.663121698884996,25.440468108914335,1.2227,33.82660695115364,3.9152792627666666,8.15616715761333,80,7039305.0,9770981.3,10875276.966666669,0.6802733151909206,66.06,,,33,1008.5,996.5,1028.2,1035.9,1016.2,1016.1999999999998,24.628601899313235,1008.19,1032.81,983.56,1045.13,1069.76,1094.39,0.67,54.0,14.650039321424556,11.438711438711438,-7.44,10.38,6.96,33.437090432503275,5.566138157167016,2.3884804518112697,26.37286990583702,18.052322754331,5.88770366680906,3.2266451939674603,18.3647764826221,13.77022291806456,43.7265523464435,,60,,,13.77022291806456,,,,100,,,,,,,,0,,,,,,True,2.43,3.0,,,,3.0,79,60,100,,,80.0,70,70,-0.29,-0.14,-0.03,0.07,-0.05,-2.52,-0.09,39.0,True,19.0,3.0,Strong buy,1.472973,1084.468022
LICI,Life Insurance Corp. of India,Finance,Life/Health Insurance,5547655204224.0,443.05,438.45,,418.3902845943566,,420.7284192926356,413.0850000000002,423.2479999999992,,,Bullish,100.0,62.75808554975127,7.19759994284226,6.999112138068121,0.1985,27.70226931104701,2.7362318840579736,30.27655639295848,80,3238469.0,3087828.3,4183458.966666667,0.9514502196832476,53.14,,,33,438.16,433.28,446.96,450.88,442.08,442.08333333333326,10.130762297692964,437.98,448.12,427.85,453.18,463.31,473.44,0.67,53.0,9.638703291264536,10.686403097870224,-5.43,5.37,1.95,9.75505036604833,0.7681852136249304,0.5107674356489843,,7.459755123494731,7.459755123494731,0.0,10.315815415255356,18.90051547336372,5.59249360662008,,60,,,18.90051547336372,,,,100,,,,,,,,0,,,,,,True,-3.61,3.0,,,,3.0,79,60,100,,,80.0,70,50,2.02,-0.24,-0.48,0.33,-0.02,-2.39,0.32,85.0,False,26.0,0.0,Strong buy,1.229167,519.239583
LT,Larsen & Toubro Limited,Industrial Services,Engineering & Construction,5347871898583.0,3945.8,3886.0,,4020.465798678932,,3915.165051456224,4021.685999999999,3953.558000000001,,,Bearish,17.0,41.228723839356746,-22.959542408741527,9.9226547025061,-32.8822,19.27739519674361,-5.26745414385863,7.608928411423197,0,1283990.0,2201861.0000000065,2137179.633333334,0.5386171358768774,60.62,,,33,3915.94,3886.07,3964.74,3983.67,3934.87,3934.8666666666654,78.75966016324956,3906.42,3985.18,3827.66,4024.56,4103.32,4182.08,0.67,29.0,1.07069672131148,0.3509664292980717,-11.13,-3.2,3.6,33.75941136208077,4.249271131217833,4.7874168431931245,20.552940977893147,16.8428484034919,10.4602183989046,1.1482918808525602,11.78560370784602,6.944825693110064,8.67037685198086,,40,,,6.944825693110064,,,,100,,,,,,,,0,,,,,,True,2.07,3.0,,,,3.0,13,40,100,,,66.0,70,70,-0.11,-0.38,-0.41,0.42,-0.11,-2.35,-0.12,34.0,True,18.0,3.0,Sell,1.344828,4422.896552
HINDUNILVR,Hindustan Unilever Limited,Consumer Non-Durables,Household/Personal Care,5037758954208.0,2150.6,2144.5,,2186.311188513925,,2274.3482943794315,2196.247999999998,2306.958768077205,,,Bearish,0.0,46.09344623900414,-4.6602832977687285,-3.257953587536152,-1.4023,13.649186619320927,-0.0325384651141297,28.25271968619496,0,1665179.0,2028395.0,2202416.5000000005,0.8116080916768034,64.22,,,33,2137.74,2124.87,2170.74,2190.87,2157.87,2157.866666666667,43.21904431581502,2128.99,2172.21,2085.77,2193.82,2237.04,2280.26,0.67,31.0,0.7353974425031532,0.8156759797487386,-20.57,-3.53,-3.36,33.604700220322826,10.36753104860061,0.8132820015150064,33.03163275542584,21.5261715287189,21.0234057797946,0.0303247912349453,3.84341185976141,41.20266179494647,20.858315407265,,100,,,41.20266179494647,,,,67,,,,,,,,0,,,,,,True,1.7,3.0,,,,3.0,7,100,67,,,47.0,70,45,-0.17,-0.59,0.3,1.11,-0.42,-2.28,0.05,60.0,True,17.0,3.0,Sell,1.434211,2568.868421
