date,symbol,subject,details,category
11-Jul-2026 09:18:29,RML,Updates,The letter sent to shareholders whose e-mail is not registered is enclosed.,Updates
11-Jul-2026 09:05:51,RML,Shareholders meeting,"The 22nd AGM is scheduled to be held on Wednesday, August 05, 2026 at 14:00 hrs (IST) through VC / OAVM.",Shareholders meeting
11-Jul-2026 08:04:42,PERSISTENT,Updates,Persistent Systems Limited has informed the Exchange regarding 'Submission of Business Responsibility and Sustainability Report for FY 2025-26'.,Updates
11-Jul-2026 07:52:30,PERSISTENT,Record Date,Persistent Systems Limited has informed the Exchange that Record date for the purpose of Dividend  is 27-Jul-2026.,Record Date
11-Jul-2026 07:12:50,PERSISTENT,Shareholders meeting,"Persistent Systems Limited has informed the Exchange regarding Notice of Annual General Meeting to be held on August 03, 2026",Shareholders meeting
11-Jul-2026 00:51:27,JUSTDIAL,Investor Presentation,Just Dial Limited has informed the Exchange about Investor Presentation,Investor Presentation
11-Jul-2026 00:48:50,MPSLTD,Resignation of Director/KMP/SMP,MPS Limited has informed the Exchange about Resignation of Director/KMP/SMP,Resignation of Director/KMP/SMP
11-Jul-2026 00:36:14,JUSTDIAL,Press Release,"Just Dial Limited has informed the Exchange regarding a press release dated July 10, 2026, titled ""Press Release   Unaudited Financial Results for the first quarter ended June 30, 2026"".",Press Release
11-Jul-2026 00:30:20,MPSLTD,Resignation,"MPS Limited has informed the Exchange regarding Resignation of Ms Deepti Singh as Other of the company w.e.f. October 09, 2026.",Resignation
10-Jul-2026 23:58:56,GRADIENTE,Outcome of Board Meeting,"Gradiente Infotainment Limited has submitted to the Exchange, the financial results for the period ended Jun 30, 2026.",Outcome of Board Meeting
10-Jul-2026 23:56:19,JMFINANCIL,General Updates,JM Financial Limited has informed the Exchange regarding Letter to Members providing weblink and QR code of Annual Report for the FY 2025-26 and Notice of the 41st Annual General Meeting.,General Updates
10-Jul-2026 23:53:01,QPOWER,"Certificate under SEBI (Depositories and Participants) Regulations, 2018","Quality Power Electrical Equipments Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018","Certificate under SEBI (Depositories and Participants) Regulations, 2018"
10-Jul-2026 23:51:33,KALPATARU,Copy of Newspaper Publication,Kalpataru Limited has informed the Exchange about Copy of Newspaper Publication,Copy of Newspaper Publication
10-Jul-2026 23:50:18,HDFCBANK,Shareholders meeting,"HDFC Bank Limited has informed the Exchange regarding Notice of Annual General Meeting to be held on August 05, 2026",Shareholders meeting
10-Jul-2026 23:46:26,JUSTDIAL,Resignation of Director/KMP/SMP,Just Dial Limited has informed the Exchange about Resignation of Director/KMP/SMP,Resignation of Director/KMP/SMP
10-Jul-2026 23:42:20,KALPATARU,ESOP/ESOS/ESPS,Kalpataru Limited has informed the Exchange regarding Allotment of 8100  Shares.,ESOP/ESOS/ESPS
10-Jul-2026 23:38:37,UNIONBANK,Shareholders meeting,Scrutinizer s Consolidated Report of the Remote e-voting and e-voting during the 24th Annual General Meeting of the Bank.,Shareholders meeting
10-Jul-2026 23:31:33,JUSTDIAL,Appointment,"Just Dial Limited has informed the Exchange regarding Appointment of Mr Dinesh Taluja as Chief Financial Officer of the company w.e.f. July 11, 2026.",Appointment
10-Jul-2026 23:27:11,CPPLUS,Shareholders meeting,Aditya Infotech Limited has informed the Exchange regarding Notice of 31st Annual General Meeting of the Members of the Company and Annual Report for the financial year 2025-26,Shareholders meeting
10-Jul-2026 23:23:24,KALPATARU,Updates,Kalpataru Limited has informed the Exchange regarding 'Letter to the shareholders providing the web-link of the Annual Report of the Company for the financial year 2025-26'.,Updates
