symbol,latest_oi,prev_oi,change_in_oi,pct_change_oi,volume,fut_value,opt_value,prem_value,underlying_value
INDIANB,41913,30592,11321,37.01,224940,193800.8381,177557094960,38227.4421,873
CDSL,49720,37561,12159,32.37,189366,103992.33995,120332048684,25447.88184,1431
PAYTM,55548,45006,10542,23.42,99345,129621.70687,84853106959,23605.69709,1342
LTF,39269,32464,6805,20.96,41137,42378.52545,26767057522,6192.90022,322
DMART,63850,54033,9817,18.17,50278,32644.54875,28033608667,4106.21167,4075
DIXON,130926,111435,19491,17.49,321748,205988.94069,205092847404,45410.39904,13410
OFSS,26551,22929,3622,15.8,54160,92308.63274,53056182125,12134.22125,11650
PAGEIND,25940,22752,3188,14.01,27708,46798.63043,18329214676,2460.74676,39425
NIFTY,8440213,7526939,913274,12.13,86089067,805548.6896,135324595285714,3872760.09214,24206
MIDCPNIFTY,113773,102868,10905,10.6,169331,35199.82398,298464113511,23669.30511,14820
PREMIERENE,18433,16787,1646,9.81,19248,20129.26019,12169579864,2719.73364,1111
GODREJPROP,45168,41148,4020,9.77,45854,34509.92441,28198575034,6254.58034,2134
FINNIFTY,6658,6087,571,9.38,10289,3194.92641,16426676876,1509.53876,26831
KALYANKJIL,84073,77589,6484,8.36,307570,181543.09896,182040972061,83118.54811,480
DRREDDY,73538,68268,5270,7.72,102810,89494.82625,73809162387,13238.99887,1246
LTM,51583,47896,3687,7.7,95973,88060.67199,50452293051,12650.58051,4060
OBEROIRLTY,29116,27069,2047,7.56,25800,26399.3184,15022148911,2737.22911,1905
HAVELLS,36661,34340,2321,6.76,26792,43974.27975,12011234660,2463.0966,1184
TORNTPHARM,31855,29919,1936,6.47,32262,52969.80437,14445686038,2669.36038,4888
PRESTIGE,17762,16817,945,5.62,12934,21789.60426,7982187417,2520.51417,1723
SWIGGY,48750,46265,2485,5.37,50982,51298.77316,21459195778,5830.57278,272
KFINTECH,19880,18880,1000,5.3,19712,17251.02338,8742187668,2218.77918,904
HDFCAMC,29406,27932,1474,5.28,8530,14129.83782,5839801533,1188.14133,2758
UNIONBANK,49670,47257,2413,5.11,40498,53800.94345,24906367291,5774.96041,164
BIOCON,33579,31949,1630,5.1,31476,70552.237,26334036125,4983.73625,418
INOXWIND,29932,28487,1445,5.07,14050,21788.94464,5667278528,1226.09728,83
ICICIPRULI,33317,31766,1551,4.88,21985,21994.47499,8356743058,1795.48808,511
MANKIND,19047,18182,865,4.76,14399,12206.3024,8229791902,1561.91902,2528
ASIANPAINT,60746,58044,2702,4.66,32623,26919.99282,19606559845,2662.39845,2676
LODHA,44577,42633,1944,4.56,63394,64854.81462,40820091512,9262.22762,1216
DELHIVERY,26561,25433,1128,4.44,23673,52903.53454,20865328894,4742.31269,518
MFSL,28129,26948,1181,4.38,13346,19274.8264,6834599556,1217.03556,1635
BOSCHLTD,19031,18240,791,4.34,5347,7436.20617,4990340183,636.27683,41760
VBL,73034,70061,2973,4.24,28204,37165.35214,14014779842,2656.89842,479
INDHOTEL,34329,32975,1354,4.11,16262,22368.6548,10141454930,1775.1993,750
FORCEMOT,20535,19727,808,4.1,6004,5431.97755,2304788041,349.25541,18170
POLYCAB,36806,35367,1439,4.07,21277,40077.0652,21221267153,3599.54653,9229
NTPC,130215,125248,4967,3.97,37304,33134.40825,16483914645,1756.10895,345
DLF,80244,77282,2962,3.83,82158,107052.8818,43155642865,8975.48115,688
BHARTIARTL,182538,175978,6560,3.73,89320,115988.94527,70598056002,6992.31502,1919
TIINDIA,13561,13087,474,3.62,3578,3101.45866,1904443762,211.45762,2962
TCS,476354,460068,16286,3.54,681946,226594.08189,304854714139,45316.12639,2068
ADANIPOWER,71132,68818,2314,3.36,20862,41704.13762,12792133083,3287.57583,218
EXIDEIND,30617,29664,953,3.21,19899,22791.21822,13487197014,2979.08514,423
MOTILALOFS,10130,9816,314,3.2,8345,17095.65246,4758245389,1076.48639,978
SOLARINDS,30570,29634,936,3.16,66701,48729.67089,57969202035,11036.64535,18233
AUROPHARMA,33669,32645,1024,3.14,21743,26706.13825,16357656397,2745.89397,1568
BDL,38481,37316,1165,3.12,19028,17878.741,9410685609,2020.57609,1345
ICICIGI,21250,20612,638,3.1,8045,13177.96905,3536435542,676.71542,1826
RVNL,39252,38097,1155,3.03,17798,16118.53955,6742840469,1404.85094,233
TRENT,138964,134905,4059,3.01,41251,29351.67795,25256672840,4685.2661,2904
EICHERMOT,79105,76827,2278,2.97,24864,27700.46749,16033290039,2552.90039,7370
HDFCLIFE,70133,68179,1954,2.87,37449,53668.72192,18474250135,3153.29135,567
BSE,98008,95293,2715,2.85,75070,74271.37332,50776302490,11861.0249,3812
ABCAPITAL,19958,19421,537,2.77,11176,27887.2156,11494686602,2138.64102,408
LAURUSLABS,34392,33505,887,2.65,21731,45436.70877,24324056764,5314.51764,1535
FEDERALBNK,52264,50941,1323,2.6,17683,30956.4035,11839268125,2507.49375,330
BANKINDIA,31335,30589,746,2.44,20980,34163.64432,12804682072,2466.60492,144
PHOENIXLTD,14854,14502,352,2.43,8701,16230.10385,4944010638,1064.01638,2148
BAJFINANCE,152802,149182,3620,2.43,45970,68930.46045,28697762790,4851.3279,1023
SBILIFE,33326,32549,777,2.39,17583,18345.22717,10554909581,1537.44581,1863
ANGELONE,21413,20919,494,2.36,12122,18557.31175,8941915575,2334.03075,345
NESTLEIND,37579,36726,853,2.32,9596,11986.8167,5862941945,906.11945,1450
ZYDUSLIFE,19211,18776,435,2.32,5944,11442.16602,5176487133,761.78133,1152
BANKNIFTY,1088407,1064129,24278,2.28,2030170,422696.45496,3514507196619,294540.50619,58045
BHARATFORG,24912,24373,539,2.21,6939,14906.7909,6036071280,1092.1128,2121
HINDZINC,53766,52625,1141,2.17,37538,24426.27558,23342227779,4912.12529,536
COALINDIA,95648,93625,2023,2.16,23337,20156.02623,11845561243,1382.32993,430
LT,172471,168980,3491,2.07,53015,37911.71832,33551849794,4270.93794,3948
TECHM,56855,55708,1147,2.06,25709,43124.58696,18489801732,3861.86532,1455
