index,ticker,close,prev_close,pct_change
NIFTY_50,^NSEI,23767.45,23869.6,-0.43
NIFTY_BANK,^NSEBANK,56592.0,57126.8,-0.94
NIFTY_NEXT_50,^NSMIDCP,71766.0,71766.0,0.0
INDIA_VIX,^INDIAVIX,13.48,13.29,1.43
SENSEX,^BSESN,76391.39,76755.05,-0.47
