date,symbol,subject,details,category
26-Jul-2026 15:26:12,MAXESTATES,Copy of Newspaper Publication,Max Estates Limited has informed the Exchange about Copy of Newspaper Publication in relation to the 10th Annual General Meeting of the Company,Copy of Newspaper Publication
26-Jul-2026 15:07:25,DBOL,Shareholders meeting,"Dhampur Bio Organics Limited has submitted the Exchange a copy Srutinizers report of  Annual General Meeting held on July 24, 2026. Further, the company has informed the Exchange regarding voting results.",Shareholders meeting
26-Jul-2026 14:42:42,EUREKAFORB,Copy of Newspaper Publication,Eureka Forbes Limited has informed the Exchange about Copy of Newspaper Publication,Copy of Newspaper Publication
26-Jul-2026 13:44:11,DODLA,Copy of Newspaper Publication,Dodla Dairy Limited has informed the Exchange about Copy of Newspaper Publication,Copy of Newspaper Publication
26-Jul-2026 13:42:29,ASALCBR,Investor Presentation,Associated Alcohols & Breweries Ltd. has informed the Exchange about Investor Presentation,Investor Presentation
26-Jul-2026 13:23:44,VOGL,Updates,"Vedanta Oil and Gas Limited has informed the Exchange regarding 'Intimation under Regulation 30 of Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 (""SEBI Listing Regulations"")'.",Updates
26-Jul-2026 13:14:33,TRANSWORLD,Memorandum of Understanding/Agreements,TRANSWORLD SHIPPING LINES LIMITED has informed the Exchange about Memorandum of Understanding/Agreements,Memorandum of Understanding/Agreements
26-Jul-2026 12:53:11,SIGACHI,Analysts/Institutional Investor Meet/Con. Call Updates,Sigachi Industries Limited has informed the Exchange about Postponement of earnings call,Analysts/Institutional Investor Meet/Con. Call Updates
26-Jul-2026 12:45:32,IDFCFIRSTB,Analysts/Institutional Investor Meet/Con. Call Updates,IDFC First Bank Limited has informed the Exchange about Link of Recording,Analysts/Institutional Investor Meet/Con. Call Updates
26-Jul-2026 12:24:58,EICHERMOT,Copy of Newspaper Publication,Eicher Motors Limited has informed the Exchange about Newspaper Advertisement-44th Annual General Meeting,Copy of Newspaper Publication
26-Jul-2026 12:17:09,ZENTEC,General Updates,Zen Technologies Limited has informed the Exchange about General Updates,General Updates
26-Jul-2026 12:16:55,WAAREERTL,Bagging/Receiving of orders/contracts,Waaree Renewable Technologies Limited has informed the Exchange about Bagging/Receiving of orders/contracts,Bagging/Receiving of orders/contracts
26-Jul-2026 11:26:59,ICEMAKE,Copy of Newspaper Publication,Ice Make Refrigeration Limited has informed the Exchange about Copy of Newspaper Publication,Copy of Newspaper Publication
26-Jul-2026 11:07:58,HINDWAREAP,Copy of Newspaper Publication,Hindware Home Innovation Limited has informed the Exchange about Intimation regarding newspaper publication of Notice of 9th AGM of the Company and information about e-voting),Copy of Newspaper Publication
26-Jul-2026 10:58:42,IVALUE,Copy of Newspaper Publication,"Ivalue Infosolutions Limited has informed the Exchange about Copy of Newspaper Publication regarding the convening of the 18th Annual General Meeting of the Company on Wednesday, August 19, 2026, through Video Conference / Other Audio-Visual Means",Copy of Newspaper Publication
26-Jul-2026 10:17:01,WHIRLPOOL,Change in Management,Whirlpool of India Limited has informed the Exchange about change in Management,Change in Management
26-Jul-2026 10:12:48,GVT&D,Cessation,"GE Vernova T&D India Limited has informed the Exchange regarding Cessation of Ms Neera Saggi as Non- Executive Independent Director of the company w.e.f. July 26, 2026.",Cessation
26-Jul-2026 09:56:44,HIRECT,Awarding of order(s)/contract(s),The Company has secured its maiden order for Mainline Electric Multiple Unit (MEMU) trainsets from Modern Coach Factory,Awarding of order(s)/contract(s)
26-Jul-2026 01:08:26,INTLCONV,Copy of Newspaper Publication,International Conveyors Limited has informed the Exchange about Copy of Newspaper Publication,Copy of Newspaper Publication
25-Jul-2026 23:32:29,UFO,Updates,"UFO Moviez India Limited has informed the Exchange regarding 'Letter to Members not having email ids registered, for accessing the Annual Report for the FY 2025 - 26' pursuant to Regulation 36(1)(b) of the SEBI Listing Regulations",Updates
