symbol,swing_high_20d,swing_low_20d,swing_low_50d,base_high,base_low,base_length_days,breakout_20d_high,volume_20d_avg,volume_ratio_vs_20d,consolidation_atr_pct,pct_from_base_high,bars_available
20MICRONS,217.9,190.0,162.05,,,,False,198721.65,0.6,3.426,,250
21STCENMGM,37.11,30.6,30.5,,,,True,3215.45,0.853,6.796,,250
360ONE,1154.0,1060.6,1031.3,1154.0,1060.6,20.0,False,1553747.0,0.591,2.684,-4.48,250
3BBLACKBIO,1321.9,1125.0,1085.0,,,,False,12426.25,0.329,3.229,,67
3IINFOLTD,20.9,17.0,16.25,,,,False,681799.9,1.988,5.296,,250
3MINDIA,36880.0,32330.0,30280.0,,,,False,5325.9,0.514,4.802,,250
3PLAND,33.75,30.22,30.0,33.75,30.22,20.0,False,3713.85,0.33,2.687,-6.459,250
5PAISA,400.0,348.35,294.0,,,,False,84903.5,0.275,3.265,,250
63MOONS,777.8,650.0,596.65,,,,False,368688.4,0.482,3.419,,250
A2ZINFRA,14.72,12.0,12.0,,,,False,227960.8,0.75,3.288,,250
AAATECH,102.2,85.0,85.0,,,,False,19610.6,0.582,6.034,,250
AADHARHFC,563.0,492.5,449.8,,,,False,495510.9,0.276,4.777,,250
AAKASH,9.98,8.55,8.55,,,,False,141247.45,2.223,3.114,,250
AAREYDRUGS,92.0,73.41,73.41,,,,False,17279.35,0.681,9.533,,250
AARNAV,37.4,23.51,21.54,,,,False,160362.9,0.215,5.476,,100
AARON,135.25,111.15,111.15,,,,True,26393.7,13.81,4.536,,250
AARTECH,60.98,46.61,39.98,,,,False,189438.55,0.035,5.223,,250
AARTIDRUGS,435.25,369.0,356.1,,,,False,231876.1,0.358,4.381,,250
AARTIIND,510.9,454.5,424.0,,,,False,854353.6,0.362,3.475,,250
AARTIPHARM,735.0,654.0,604.15,,,,False,169469.35,0.708,3.706,,250
AARTISURF,405.0,361.6,355.2,,,,False,8164.75,0.765,3.195,,250
AARVI,168.4,138.0,119.31,168.4,138.0,20.0,False,61647.65,0.251,2.838,-8.023,250
AASTHA,140.01,95.85,95.85,,,,False,5474425.07,3.253,4.07,,15
AATMAJ,20.5,16.7,16.7,,,,False,3300.0,0.0,5.944,,250
AAVAS,1544.9,1350.0,1247.6,,,,False,95635.6,0.65,3.999,,250
ABAN,16.0,12.89,12.89,,,,False,80741.25,0.307,3.753,,250
ABANSENT,30.4,25.76,24.51,30.4,25.76,20.0,False,6826.7,0.932,2.758,-13.816,67
ABB,7924.5,6715.5,6225.0,,,,False,428185.85,0.605,5.214,,250
ABBOTINDIA,28940.0,25200.0,25200.0,,,,False,14832.6,0.729,6.545,,250
ABCAPITAL,411.4,384.0,334.8,411.4,384.0,20.0,False,4040160.65,0.848,2.488,-4.266,250
ABCOTS,228.89,198.17,197.69,,,,False,24322.9,0.255,3.963,,250
ABDL,711.7,580.0,505.15,,,,False,645755.9,1.421,5.488,,250
ABFRL,63.84,55.1,55.1,,,,False,5247187.05,0.436,5.15,,250
ABINFRA,12.4,9.78,8.82,,,,False,3226059.85,0.211,4.517,,250
ABLBL,100.04,91.9,91.9,,,,False,675321.3,0.409,3.58,,250
ABMINTLLTD,47.99,39.15,39.15,,,,False,1283.8,0.618,4.55,,250
ABMKNO,222.91,190.0,190.0,,,,False,3083.7,0.059,3.834,,67
ABREL,1470.0,1303.2,1155.0,,,,False,179764.9,0.631,3.657,,250
ABSLAMC,1203.6,973.3,973.3,,,,False,420869.35,1.298,5.433,,250
ABSMARINE,248.8,215.0,215.0,,,,False,38175.0,1.087,4.452,,250
ACC,1405.0,1312.0,1297.0,,,,False,160865.7,2.922,3.043,,250
ACCELYA,1168.4,1085.9,1085.9,1168.4,1085.9,20.0,False,7213.5,0.998,2.802,-0.813,250
ACCENTMIC,530.0,451.15,411.5,,,,False,73225.0,0.737,4.506,,250
ACCORD,211.0,139.9,48.1,,,,False,17900.0,0.0,24.278,,250
ACCURACY,5.8,4.78,4.78,,,,False,55134.75,2.794,4.808,,250
ACE,1081.8,957.8,850.5,,,,False,710332.7,2.964,3.135,,250
ACEINTEG,24.29,19.0,18.51,,,,False,9867.3,0.109,5.382,,250
ACI,604.25,515.3,508.5,,,,False,331924.75,0.47,4.461,,250
ACL,53.98,46.34,46.34,,,,False,14931.55,1.059,5.18,,250
ACMESOLAR,398.65,356.5,267.65,398.65,356.5,20.0,False,1889642.2,1.114,2.901,-8.228,250
ACSTECH,47.07,39.2,31.71,,,,False,366326.95,0.984,3.276,,67
ACUTAAS,3740.0,3209.0,2714.5,,,,False,456152.1,2.726,3.908,,250
ADANIENSOL,1789.0,1465.0,1248.2,,,,False,2918488.65,0.886,5.592,,250
