symbol,latest_oi,prev_oi,change_in_oi,pct_change_oi,volume,fut_value,opt_value,prem_value,underlying_value
MOTILALOFS,20970,14080,6890,48.93,123048,111977.57922,73903991715,10343.53215,873
FINNIFTY,34038,26030,8008,30.76,160526,4487.33058,250411089166,8984.67166,25909
SHRIRAMFIN,75850,62957,12893,20.48,229275,313251.87753,165867934641,23331.67641,1006
SWIGGY,52351,45573,6778,14.87,140102,176981.80955,46627024042,7063.46667,251
GODFRYPHLP,13797,12157,1640,13.49,32346,56235.36578,12820403271,1065.01521,2131
NUVAMA,7821,6894,927,13.45,75879,31550.2505,74061540260,9049.5026,1960
AUBANK,47573,43046,4527,10.52,63821,208288.2249,43398864380,6394.4438,1013
LAURUSLABS,41748,38059,3689,9.69,88614,248050.82219,96273832208,12292.97208,1609
GVT&D,37107,33872,3235,9.55,52782,84608.35818,19601663020,1683.3802,4211
NIFTY,8814883,8047257,767626,9.54,98756423,2030038.73807,153106452630363,4985106.14613,23767
AMBER,44962,41679,3283,7.88,95987,122173.11981,58924272606,4240.62606,7250
BANKNIFTY,1749186,1623704,125482,7.73,10851333,928495.06278,18453535589671,774552.14671,56693
TATACONSUM,53419,49622,3797,7.65,70861,128828.68031,30619861437,3465.96437,1092
SBILIFE,38506,35798,2708,7.56,94069,129376.40891,53316353148,4698.38148,1851
KFINTECH,21952,20440,1512,7.4,38962,54978.74994,14116174255,1987.47755,859
UNITDSPR,39992,37260,2732,7.33,159858,134287.04184,81582348528,8421.08528,1464
BAJAJHLDNG,8332,7870,462,5.87,11556,23099.72071,7183787112,413.79612,10694
MIDCPNIFTY,189413,180353,9060,5.02,1059282,219129.77673,1816097586607,69606.15607,14436
CGPOWER,51611,49235,2376,4.83,180719,289643.99349,107618929471,16099.97971,883
RADICO,9750,9379,371,3.96,8391,25965.72891,2619105669,316.20669,4114
SBICARD,62248,59883,2365,3.95,63623,138189.23968,18149918800,2494.228,618
PHOENIXLTD,15093,14574,519,3.56,25786,77090.40906,10624690366,775.10366,2022
BAJFINANCE,158554,153334,5220,3.4,211633,574423.50442,105747020647,11294.98147,1019
NIFTYNXT50,1946,1886,60,3.18,2302,4207.4001,3762274613,170.39613,71766
GAIL,38178,37017,1161,3.14,31654,106575.402,8682332057,1002.35457,170
CONCOR,29086,28229,857,3.04,27212,51595.12887,11196421250,1114.4,481
HINDZINC,54095,52552,1543,2.94,90960,99464.54458,50675019332,5472.72082,533
ITC,199190,193710,5480,2.83,137391,229016.40011,45370518318,5862.26156,284
CANBK,93318,90991,2327,2.56,54113,278687.10555,18692080425,3186.432,125
NTPC,142156,138805,3351,2.41,89377,219822.6399,25372161315,2536.48815,347
NAM-INDIA,17351,16944,407,2.4,23442,88618.10406,7627523500,432.735,1112
APLAPOLLO,22846,22381,465,2.08,19907,67301.12448,6093948955,569.10955,1825
PIDILITIND,19792,19391,401,2.07,32265,106501.44465,15052074325,857.04325,1572
COCHINSHIP,34905,34251,654,1.91,25708,69891.57792,7445790304,495.10304,1394
JUBLFOOD,34098,33483,615,1.84,24622,64680.60087,6495093762,887.81262,418
GMRAIRPORT,31710,31152,558,1.79,20699,78871.19355,7831817021,726.52646,107
BRITANNIA,28922,28425,497,1.75,28875,94039.70195,10104710391,793.79141,5385
BANKBARODA,94186,92701,1485,1.6,82635,203872.51082,40398736862,8146.38737,246
HINDUNILVR,121417,119541,1876,1.57,84376,269830.1796,28059949113,2818.27113,2146
M&M,159846,157429,2417,1.54,155374,328646.14308,66577397638,6185.13638,3165
IDFCFIRSTB,67297,66385,912,1.37,52787,181352.97776,21601194616,3023.62866,80
VMM,16799,16593,206,1.24,17281,47451.19914,4530002044,523.99594,108
CHOLAFIN,35964,35534,430,1.21,35899,178703.38187,20793146731,2087.21731,1721
