symbol,fut_volume,opt_volume,tot_volume,fut_turnover,opt_turnover,tot_turnover,latest_oi,underlying_value
NIFTY,131349,98625074,98756423,2030038.7380779998,153106452630363.7,7015144.884215,8814883,23767.45
BANKNIFTY,54609,10796724,10851333,928495.062789,18453535589671.5,1703047.209504,1749186,56693.5
INFY,300904,870187,1171091,1240138.83256,369460919820.0,1279430.91076,575701,1039.0
HDFCBANK,220485,469926,690411,1067669.36835,234904005479.0,1088282.47814,932764,743.5
ICICIBANK,104795,113266,218061,1045851.28746,114586404051.0,1053703.76797,258781,1436.0
TCS,143582,443323,586905,725723.4905325,226904252629.5,743523.4768275,385148,2250.2
RELIANCE,107783,382739,490522,690195.42715,250275502965.0,711608.1568,511499,1280.5
AXISBANK,91731,123616,215347,703983.7653125,97392555137.5,710967.4416875,239849,1230.0
BAJFINANCE,75363,136270,211633,574423.504425,105747020647.5,585718.4859,158554,1019.0
WIPRO,83277,63393,146670,430909.7325,34105809510.0,436107.9276,162781,176.55
TVSMOTOR,55982,63889,119871,379407.8026375,43725980065.25,382817.84079,108173,3869.2
SBIN,45669,247952,293621,347271.26235,190916313502.5,359781.072375,236329,1012.0
IDEA,37826,28411,66237,351236.58405,28005616826.25,356881.6438125,124467,13.13
KOTAKBANK,45199,38300,83499,348728.4342,30054276460.0,351391.9988,161370,384.6
SHRIRAMFIN,37292,191983,229275,313251.8775375,165867934641.75,336583.553955,75850,1006.0
M&M,51903,103471,155374,328646.14308,66577397638.0,334831.27946,159846,3165.0
HCLTECH,64516,152359,216875,324873.6276,77538684480.0,334060.4324,153277,1269.0
BHARTIARTL,35958,87698,123656,323767.23691,80079971469.5,329123.116605,184950,1901.0
INDIGO,41175,230685,271860,306121.16202,175269490131.0,327392.61333,102912,5000.0
LT,46397,108552,154949,307347.9373825,74059640012.75,316123.45751,194351,3787.9
CGPOWER,39052,141667,180719,289643.99349,107618929471.0,305743.9732,51611,883.0
TECHM,32175,34595,66770,299360.4687,32694612912.0,302913.58182,66252,1555.0
MIDCPNIFTY,12697,1046585,1059282,219129.77673599997,1816097586607.2,288735.932808,189413,14436.05
DIXON,40464,136998,177462,275730.74994,96478671456.0,282876.4145,127243,13878.0
CANBK,32855,21258,54113,278687.10555,18692080425.0,281873.53755,93318,125.85
TRENT,42464,56864,99328,275201.040915,37950406625.25,278856.9538425,114343,2886.5
INDUSINDBK,38638,60122,98760,269825.87527,42903589652.0,274054.24179,99486,997.45
ADANIENT,28650,52294,80944,267902.9482734,49915367630.13,273709.6965747,95597,3025.0
HINDUNILVR,41702,42674,84376,269830.1796,28059949113.0,272648.45073,121417,2146.5
ETERNAL,38580,149705,188285,262629.6521875,104495864174.25,272101.41143,134956,280.0
JSWSTEEL,31656,15816,47472,264654.5358825,13427087276.25,265538.186145,77741,1241.0
LAURUSLABS,18383,70231,88614,248050.822195,96273832208.5,260343.79428,41748,1609.0
PAYTM,26358,135429,161787,242950.259205,129214952674.25,255913.3384475,84410,1283.0
COFORGE,35364,52013,87377,245376.5148375,37483684010.75,251152.604945,72530,1486.0
ADANIPORTS,29060,42003,71063,245509.82449,36078019593.5,248488.670425,69893,1772.1
FEDERALBNK,27782,21103,48885,244852.97725,18642683750.0,246481.00225,67938,354.6
HINDALCO,36555,39375,75930,242514.68955,26924701979.0,244856.46934,125765,943.75
ITC,46707,90684,137391,229016.4001125,45370518318.75,234878.661675,199190,284.0
BAJAJ-AUTO,25332,262547,287879,213716.57706,222503020653.75,226341.6585975,109727,11100.0
EICHERMOT,28973,54812,83785,219997.47785,42131655354.0,223205.03139,89792,7648.0
NTPC,42065,47312,89377,219822.6399,25372161315.0,222359.12805,142156,347.7
ADANIGREEN,25372,69591,94963,210907.0374,60104390406.0,217804.54146,79244,1395.8
ADANIENSOL,18549,60004,78553,212909.2371675,68727382409.25,217010.29626,48615,1702.0
AUBANK,20996,42825,63821,208288.2249,43398864380.0,214682.6687,47573,1013.1
BANKBARODA,28509,54126,82635,203872.5108225,40398736862.25,212018.898195,94186,246.25
HEROMOTOCO,26966,101835,128801,203765.64657,78329605371.0,210472.10028,69173,5010.8
BHEL,17850,58821,76671,192892.43505,64992446452.5,199402.82145,72015,417.0
MUTHOOTFIN,23579,39242,62821,192665.441265,32593715668.25,195685.7729475,43006,2983.0
MARUTI,27959,185689,213648,186486.87898,127391313099.5,194257.809975,151895,13450.0
JIOFIN,34248,62164,96412,188447.81788,35404545917.0,192485.68705,144847,234.98
INDUSTOWER,28793,14774,43567,191281.76416,10110329420.0,192217.57336,88420,394.9
SUNPHARMA,27554,52227,79781,187694.359335,35779550016.0,189560.019495,97457,1942.9
PERSISTENT,28487,95472,123959,181986.1862,61932428982.5,189257.726025,73415,5195.0
PNB,21264,24159,45423,187106.8736,21628982480.0,189099.5784,68381,110.35
OFSS,16237,129643,145880,173763.23074,142319287231.0,188953.83305,56440,10610.0
MCX,29683,76771,106454,182585.53917,49007895430.5,187975.230975,88188,2732.5
AMBUJACEM,36508,14128,50636,184492.39548,7470671964.0,185610.67512,90772,426.0
IDFCFIRSTB,24373,28414,52787,181352.9777675,21601194616.75,184376.606435,67297,80.95
SWIGGY,39249,100853,140102,176981.80955,46627024042.75,184045.2762275,52351,251.5
BSE,24665,94680,119345,175542.17378,69942741552.0,181903.9893,105003,3550.0
CHOLAFIN,16726,19173,35899,178703.381875,20793146731.25,180790.5991875,35964,1721.5
TATASTEEL,35193,42419,77612,177293.8519,22244583872.5,180165.184375,134931,182.75
BEL,29946,49594,79540,173052.32832,29375595339.75,176622.3504675,143600,405.3
DMART,28950,43399,72349,174526.30143,26814068700.0,176533.31343,64782,4020.0
UNIONBANK,23185,17262,40447,173662.7955375,13217482080.0,175040.8113375,54021,170.52
DRREDDY,23536,86969,110505,169404.031125,63765378225.0,174909.125875,87525,1153.0
DIVISLAB,23674,113055,136729,171939.78216,85774801740.0,173882.79956,76725,7220.0
GRASIM,22042,13257,35299,170162.8203,10486201430.0,170765.9346,64614,3093.1
ABB,17929,48668,66597,166857.0561875,46596990116.25,170674.08235,48500,7390.0
ADANIPOWER,22062,65175,87237,167206.98445,51626697677.0,170641.58247,80658,213.52
BIOCON,15487,18179,33666,167247.57425,19898831175.0,169019.136,42018,434.2
TMPV,31553,65008,96561,163326.02144,35353299744.0,167476.61888,129383,324.0
POLYCAB,14601,58294,72895,163377.20065,66696697025.0,166530.7959,64398,8900.0
LODHA,23203,39670,62873,162471.9369375,28573661687.5,166093.9288125,42528,1143.9
TORNTPHARM,26118,17999,44117,161828.503225,11328094007.5,162830.5683,53334,4978.9
KALYANKJIL,19268,74494,93762,150507.804105,58296323902.5,159599.20563,88926,572.45
TATAELXSI,35059,180982,216041,151386.9566375,81031883232.5,158747.1639625,73850,3537.0
TITAN,19012,38432,57444,156047.04577,31492116978.0,158178.64055,79206,4688.0
ASHOKLEY,20073,31418,51491,150787.4855,24597817050.0,154481.281,64874,151.2
CUMMINSIND,13515,9984,23499,152169.3438,11415982680.0,153002.6706,33118,5602.0
SONACOMS,16339,70761,87100,144625.5907075,63245096789.0,152117.2060975,27560,718.5
WAAREEENER,31884,20529,52413,150272.5919975,10103529665.25,151447.46365,74181,2707.9
KAYNES,31702,31831,63533,148728.1698,15850636087.5,151256.355675,40293,3177.0
SUZLON,22309,13964,36273,148210.83515,9890697770.0,149376.45385,66388,52.32
POWERINDIA,18141,70537,88678,143941.29515,57606084904.25,148611.5191925,53668,31150.0
UNITDSPR,22790,137068,159858,134287.04184,81582348528.0,142708.12712,39992,1464.0
HINDPETRO,18137,33224,51361,139249.36395,26078092904.25,141893.4179925,42919,382.1
ASTRAL,22887,50240,73127,138087.31933,31375935857.75,141477.8479075,32668,1460.1
SBICARD,28056,35567,63623,138189.23968,18149918800.0,140683.46768,62248,618.2
VBL,23954,15596,39550,139357.699665,9529356030.75,140425.6999725,69752,457.7
ASIANPAINT,20829,41630,62459,138322.367,27786797032.5,140241.487325,66879,2639.5
GLENMARK,16842,8356,25198,138890.6307,7139104226.25,139293.1229625,40858,2214.5
INDHOTEL,19113,18977,38090,137952.7673,13866526790.0,139071.7352,38993,727.45
MPHASIS,21024,88024,109048,131163.310575,55961025529.75,137818.5478725,30874,2282.0
HDFCLIFE,22281,22479,44760,136124.05048,14060045692.0,137719.6524,75819,555.8
IOC,20251,17091,37342,136044.794925,11745454207.5,137246.382,56965,138.8
BAJAJFINSV,23896,36840,60736,134865.5988,21015890478.0,136821.68358,69635,1880.0
SBILIFE,18563,75506,94069,129376.4089125,53316353148.75,134074.7904,38506,1851.3
CIPLA,20717,150066,170783,125516.617565,92364926881.0,133470.746375,66258,1409.0
TATACONSUM,21228,49633,70861,128828.68031,30619861437.0,132294.64468,53419,1092.0
HAL,18592,55336,73928,127547.47713,38499392079.0,130997.64792,72428,4572.0
ULTRACEMCO,21942,53795,75737,129399.37828,32304517831.0,130967.30659,75111,11840.0
MANAPPURAM,12138,12460,24598,127691.8689,13256996610.0,129304.935,28452,353.45
COALINDIA,22027,39504,61531,126766.84572,23411927731.5,128925.748035,102757,426.45
LTM,20961,32552,53513,126212.12967,20102478556.5,128283.215235,41397,4081.0
APOLLOHOSP,11473,18569,30042,126877.90755,20684545616.25,127915.9887125,33417,8794.5
POLICYBZR,23667,21852,45519,126597.834615,11849607252.0,127566.567135,47577,1536.0
SIEMENS,19629,16472,36101,125437.521475,10766502699.75,126664.4859725,34556,3701.0
BHARATFORG,11609,11607,23216,125122.53985,12746574765.0,126644.7875,24834,2155.0
LTF,18556,16732,35288,125014.836375,11861697870.0,126457.665075,45767,302.5
AMBER,16813,79174,95987,122173.11981,58924272606.0,126413.74587,44962,7250.0
RBLBANK,11145,12161,23306,124402.1734075,13881447122.75,125715.014635,27247,352.4
BANDHANBNK,19674,71009,90683,116752.68144,44863018524.0,123522.01668,90632,165.85
MOTHERSON,13683,10968,24651,122275.745865,10004681194.5,123506.60256,38477,145.91
KPITTECH,26914,79496,106410,117352.4578825,36723167478.25,122499.947665,48667,583.3
MOTILALOFS,16586,106462,123048,111977.579225,73903991715.25,122321.1113775,20970,873.0
UPL,14759,8734,23493,120540.092148,7268218197.85,121218.2516265,37565,603.0
ABCAPITAL,9666,12492,22158,117070.30774,15453851850.0,118572.21124,20281,394.0
NMDC,20583,10129,30712,115580.790675,5859997987.5,116302.62555,80942,83.6
NAUKRI,18009,27036,45045,115052.71734,17004256802.5,116159.320365,46108,1162.0
NATIONALUM,17692,18722,36414,114137.8685625,12486139931.25,115854.424125,51725,344.6
NESTLEIND,14976,57271,72247,108747.12715,42519993370.0,111958.06085,54444,1447.0
SRF,20082,106683,126765,107073.43112,58806580042.0,111692.95154,62649,2669.5
OBEROIRLTY,17445,13016,30461,109984.650545,8428986272.0,110461.973265,35476,1815.0
YESBANK,15357,16818,32175,109292.2109,12467734980.0,110351.7257,75082,23.0
GODREJPROP,16392,32071,48463,107611.71005,21375240003.0,109474.90008,42810,2050.3
LUPIN,10640,15688,26328,107369.34647,16158852733.0,108781.1538,24381,2371.0
ONGC,18855,46145,65000,106101.9378,26260505010.0,107853.0129,85623,248.9
GAIL,17678,13976,31654,106575.402,8682332057.0,107577.75657,38178,170.0
PIDILITIND,13546,18719,32265,106501.44465,15052074325.0,107358.4879,19792,1572.1
VOLTAS,21343,14747,36090,106073.4604125,7475215848.75,106771.4439,40560,1326.0
CDSL,16507,35892,52399,103811.1924775,23389889632.25,106363.4288,52143,1335.0
HINDZINC,15347,75613,90960,99464.544585,50675019332.0,104937.265405,54095,533.65
PATANJALI,28375,23537,51912,103268.3604325,9066893279.75,104923.74573,59433,340.65
BDL,19702,22895,42597,101956.845755,12412338885.5,103487.19961,44776,1241.1
