symbol,sector,nifty_sector_index,perf_1w,perf_1m,nifty_1w,nifty_1m,sector_1m,rs_vs_nifty_1w,rs_vs_nifty_1m,rs_vs_sector_1m
RELIANCE,Energy Minerals,NIFTY_ENERGY,-1.6923076923076923,-2.1214674121161097,-0.84,0.19,-2.39,-0.85,-2.31,0.27
BHARTIARTL,Communications,,-1.0323253388946796,0.3701353637901861,-0.84,0.19,,-0.19,0.18,
HDFCBANK,Finance,NIFTY_FIN_SERVICE,-8.296296296296301,-3.906856403622257,-0.84,0.19,1.89,-7.46,-4.1,-5.8
ICICIBANK,Finance,NIFTY_FIN_SERVICE,0.7594402643977345,6.884976876025674,-0.84,0.19,1.89,1.6,6.69,4.99
SBIN,Finance,NIFTY_FIN_SERVICE,-1.5136813506695042,-0.87890625,-0.84,0.19,1.89,-0.67,-1.07,-2.77
TCS,Technology Services,NIFTY_IT,1.3259618842143113,9.37894226103834,-0.84,0.19,4.36,2.17,9.19,5.02
BAJFINANCE,Finance,NIFTY_FIN_SERVICE,-3.0720643123744025,6.341873162536747,-0.84,0.19,1.89,-2.23,6.15,4.45
LICI,Finance,NIFTY_FIN_SERVICE,-3.812785388127852,-4.271756418995685,-0.84,0.19,1.89,-2.97,-4.46,-6.16
LT,Industrial Services,NIFTY_ENERGY,-0.0870965187785421,-9.359511552735546,-0.84,0.19,-2.39,0.75,-9.55,-6.97
HINDUNILVR,Consumer Non-Durables,NIFTY_FMCG,2.142857142857143,-0.6944444444444444,-0.84,0.19,-1.63,2.98,-0.88,0.94
SUNPHARMA,Health Technology,NIFTY_PHARMA,-0.3900035921383556,3.9132762312633775,-0.84,0.19,2.12,0.45,3.72,1.79
MARUTI,Consumer Durables,NIFTY_AUTO,-2.24,0.0148809523809523,-0.84,0.19,1.4,-1.4,-0.18,-1.39
INFY,Technology Services,NIFTY_IT,-5.800904977375557,0.0,-0.84,0.19,4.36,-4.96,-0.19,-4.36
TITAN,Consumer Durables,NIFTY_AUTO,1.1024643320363166,8.716875871687588,-0.84,0.19,1.4,1.94,8.53,7.32
ADANIPOWER,Utilities,NIFTY_ENERGY,-1.539170506912444,-7.3259596616786,-0.84,0.19,-2.39,-0.7,-7.52,-4.94
ADANIENT,Distribution Services,NIFTY_FIN_SERVICE,-4.10950223376952,1.2749723923300842,-0.84,0.19,1.89,-3.27,1.08,-0.62
ADANIPORTS,Transportation,NIFTY_AUTO,-3.138694127957929,-0.9910414333706632,-0.84,0.19,1.4,-2.3,-1.18,-2.39
M&M,Consumer Durables,NIFTY_AUTO,1.359410067329275,3.8567674113009223,-0.84,0.19,1.4,2.2,3.67,2.46
KOTAKBANK,Finance,NIFTY_FIN_SERVICE,1.9205298013245036,-4.207643470683426,-0.84,0.19,1.89,2.76,-4.4,-6.1
AXISBANK,Finance,NIFTY_FIN_SERVICE,-6.09793420045907,-9.49115044247788,-0.84,0.19,1.89,-5.26,-9.68,-11.38
ITC,Consumer Non-Durables,NIFTY_FMCG,1.467692858421323,-2.258620689655176,-0.84,0.19,-1.63,2.31,-2.45,-0.63
ULTRACEMCO,Non-Energy Minerals,NIFTY_METAL,0.6457094307561597,4.76695852127001,-0.84,0.19,-4.41,1.49,4.58,9.18
HCLTECH,Technology Services,NIFTY_IT,6.11120387376858,15.79810495626823,-0.84,0.19,4.36,6.95,15.61,11.44
NTPC,Utilities,NIFTY_ENERGY,1.3722627737226245,-4.313077029075385,-0.84,0.19,-2.39,2.21,-4.5,-1.92
ONGC,Energy Minerals,NIFTY_ENERGY,1.0398050365556468,1.8047882136279916,-0.84,0.19,-2.39,1.88,1.61,4.19
BAJAJ_AUTO,Consumer Durables,NIFTY_AUTO,7.370248890603897,13.13275055905672,-0.84,0.19,1.4,8.21,12.94,11.73
HAL,Electronic Technology,NIFTY_IT,3.099709190919543,1.8551925346874072,-0.84,0.19,4.36,3.94,1.67,-2.5
JSWSTEEL,Non-Energy Minerals,NIFTY_METAL,1.621621621621618,0.0645161290322544,-0.84,0.19,-4.41,2.46,-0.13,4.47
BAJAJFINSV,Finance,NIFTY_FIN_SERVICE,2.216775599128543,6.806670081384107,-0.84,0.19,1.89,3.06,6.62,4.92
BEL,Electronic Technology,NIFTY_IT,-0.5158437730287454,-3.617325083293667,-0.84,0.19,4.36,0.32,-3.81,-7.98
NESTLEIND,Consumer Non-Durables,NIFTY_FMCG,1.942090395480226,3.5509325681492108,-0.84,0.19,-1.63,2.78,3.36,5.18
ETERNAL,Technology Services,NIFTY_IT,-2.4390243902439024,8.338169858773462,-0.84,0.19,4.36,-1.6,8.15,3.98
POWERGRID,Utilities,NIFTY_ENERGY,2.653606411398037,-1.6382252559727002,-0.84,0.19,-2.39,3.49,-1.83,0.75
COALINDIA,Energy Minerals,NIFTY_ENERGY,0.0,-3.8145605941262617,-0.84,0.19,-2.39,0.84,-4.0,-1.42
DMART,Retail Trade,NIFTY_FMCG,1.6131479140328744,-8.561807467406888,-0.84,0.19,-1.63,2.45,-8.75,-6.93
ASIANPAINT,Process Industries,NIFTY_METAL,-1.0168855534709158,-0.9053343350863978,-0.84,0.19,-4.41,-0.18,-1.1,3.5
SHRIRAMFIN,Finance,NIFTY_FIN_SERVICE,-1.9797152330797805,1.1828660592943072,-0.84,0.19,1.89,-1.14,0.99,-0.71
ADANIGREEN,Utilities,NIFTY_ENERGY,-10.034178113110215,-7.603152526657406,-0.84,0.19,-2.39,-9.19,-7.79,-5.21
TATASTEEL,Non-Energy Minerals,NIFTY_METAL,-1.366090712742981,-5.254149377593373,-0.84,0.19,-4.41,-0.53,-5.44,-0.84
HINDZINC,Non-Energy Minerals,NIFTY_METAL,2.298076923076932,-1.672828096118291,-0.84,0.19,-4.41,3.14,-1.86,2.74
