date,symbol,subject,details,category
06-Aug-2026 01:27:07,UNITDSPR,Shareholders meeting,"United Spirits Limited has submitted the Exchange a copy Srutinizers report of  Annual General Meeting held on August 04, 2026. Further, the company has informed the Exchange regarding voting results.",Shareholders meeting
06-Aug-2026 00:45:20,3IINFOLTD,General Updates,3i Infotech Limited has informed the Exchange about Intimation of  Book Closure,General Updates
06-Aug-2026 00:14:21,BERGEPAINT,Analysts/Institutional Investor Meet/Con. Call Updates,Berger Paints (I) Limited has informed the Exchange about Link of Recording,Analysts/Institutional Investor Meet/Con. Call Updates
06-Aug-2026 00:09:05,3IINFOLTD,Shareholders meeting,"3i Infotech Limited has informed the Exchange regarding Notice of Annual General Meeting to be held on August 28, 2026",Shareholders meeting
06-Aug-2026 00:07:37,ALLTIME,Investor Presentation,All Time Plastics Limited has informed the Exchange about Investor Presentation,Investor Presentation
05-Aug-2026 23:59:21,HEROMOTOCO,Shareholders meeting,"This is to inform that the 43rd Annual General Meeting of the Company was held today viz. August 5, 2026 through Video Conferencing (VC) / Other Audio Visual Means (OAVM). In this regard, please find enclosed the proceedings of the AGM in compliance with Regulation 30 of the SEBI (Listing Obligation",Shareholders meeting
05-Aug-2026 23:57:37,GATEWAY,Analysts/Institutional Investor Meet/Con. Call Updates,Gateway Distriparks Limited has informed the Exchange about Link of Recording,Analysts/Institutional Investor Meet/Con. Call Updates
05-Aug-2026 23:56:23,PGIL,Corrigendum,"Pearl Global Industries Limited has informed the Exchange regarding Corrigendum to the Board Meeting Outcome dated August 05, 2026",Corrigendum
05-Aug-2026 23:54:54,QPOWER,Analysts/Institutional Investor Meet/Con. Call Updates,Quality Power Electrical Equipments Limited has informed the Exchange about Corrigendum to earlier intimation dated 05th August 2026 on Earnings Conference Call with Analysts/Investors to be held on 10th August 2026,Analysts/Institutional Investor Meet/Con. Call Updates
05-Aug-2026 23:32:12,KHADIM,General Updates,"Khadim India Limited has informed the Exchange about General Updates relating to in-principle approval of 10,22,727 Fully Convertible Equity Share Warrants of Rs. 10/- each to be issued on Preferential basis.",General Updates
05-Aug-2026 23:25:34,RELINFRA,Pendency of Litigation(s)/dispute(s) or the outcome impacting the Company,Reliance Infrastructure Limited has informed the Exchange about Pendency of Litigation(s)/dispute(s) or the outcome impacting the Company,Pendency of Litigation(s)/dispute(s) or the outcome impacting the Company
05-Aug-2026 23:24:48,KIRLOSENG,Copy of Newspaper Publication,Kirloskar Oil Engines Limited has informed the Exchange about Copy of Newspaper Publication,Copy of Newspaper Publication
05-Aug-2026 23:13:37,POWERGRID,General Updates,Power Grid Corporation of India Limited has informed the Exchange about Investment approval by  Committee of Directors on Investment on Projects  of POWERGRID,General Updates
05-Aug-2026 23:11:53,POWERGRID,General Updates,"Power Grid Corporation of India Limited has informed the Exchange about amended  Code of Practices & Procedures for Fair Disclosure of Unpublished Price Sensitive Information and Conduct for Regulating, Monitoring & Reporting of Trading in Securities of Power Grid Corporation of India Limited",General Updates
05-Aug-2026 23:11:44,ZENTEC,Analysts/Institutional Investor Meet/Con. Call Updates,Zen Technologies Limited has informed the Exchange about Schedule of meet,Analysts/Institutional Investor Meet/Con. Call Updates
05-Aug-2026 23:07:58,PAKKA,General Updates,PAKKA LIMITED has informed the Exchange about General Updates,General Updates
05-Aug-2026 23:06:20,REFEX,Shareholders meeting,"Intimation under Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations 2015 - Proceedings of NCLT convened Equity Shareholders, Secured Creditors and Unsecured Creditors Meeting held on Wednesday August 05, 2026",Shareholders meeting
05-Aug-2026 22:59:42,ASTERDM,Analysts/Institutional Investor Meet/Con. Call Updates,Aster DM Quality Care Limited has informed the Exchange about Link of Recording,Analysts/Institutional Investor Meet/Con. Call Updates
05-Aug-2026 22:56:21,IKS,Change in Director(s),Inventurus Knowledge Solutions Limited has informed the Exchange regarding Change in Director(s) of the company.,Change in Director(s)
05-Aug-2026 22:51:54,MAXHEALTH,General Updates,Max Healthcare Institute Limited has informed the Exchange about Transcript of 25th Annual General Meeting,General Updates
