symbol,sector,industry,nifty_sector_index,sector_match_basis,perf_1w,perf_1m,nifty_1w,nifty_1m,sector_1m,rs_vs_nifty_1w,rs_vs_nifty_1m,rs_vs_sector_1m
RELIANCE,Energy Minerals,Oil Refining/Marketing,NIFTY_ENERGY,industry,0.392156862745098,-1.8404907975460123,2.62,0.76,-2.39,-2.23,-2.6,0.55
BHARTIARTL,Communications,Wireless Telecommunications,,unmapped,3.279030910609856,3.1928213689482496,2.62,0.76,,0.66,2.43,
HDFCBANK,Finance,Major Banks,NIFTY_BANK,industry,-1.0767160161507403,-8.695652173913043,2.62,0.76,-0.66,-3.7,-9.46,-8.04
ICICIBANK,Finance,Regional Banks,NIFTY_BANK,industry,0.5268630849220041,2.6983002832861125,2.62,0.76,-0.66,-2.09,1.94,3.36
SBIN,Finance,Regional Banks,NIFTY_BANK,industry,3.431372549019608,1.2573183606871972,2.62,0.76,-0.66,0.81,0.5,1.92
TCS,Technology Services,Information Technology Services,NIFTY_IT,industry,-1.1065573770491803,15.454545454545457,2.62,0.76,15.32,-3.73,14.69,0.13
BAJFINANCE,Finance,Finance/Rental/Leasing,NIFTY_FIN_SERVICE,industry,9.73484848484848,11.42307692307692,2.62,0.76,1.89,7.11,10.66,9.53
LT,Industrial Services,Engineering & Construction,NIFTY_INFRA,industry,4.14848282589721,0.7274623234103876,2.62,0.76,-0.98,1.53,-0.03,1.71
LICI,Finance,Life/Health Insurance,NIFTY_FIN_SERVICE,industry,-7.994849584455104,-8.604651162790697,2.62,0.76,1.89,-10.61,-9.36,-10.49
HINDUNILVR,Consumer Non-Durables,Household/Personal Care,NIFTY_FMCG,industry,1.6971470373079824,-5.304027973298203,2.62,0.76,-1.63,-0.92,-6.06,-3.67
INFY,Technology Services,Information Technology Services,NIFTY_IT,industry,2.353966870095902,11.798876297495486,2.62,0.76,15.32,-0.27,11.04,-3.52
SUNPHARMA,Health Technology,Pharmaceuticals: Major,NIFTY_PHARMA,industry,-1.871522508851796,1.8907563025210083,2.62,0.76,2.83,-4.49,1.13,-0.94
MARUTI,Consumer Durables,Motor Vehicles,NIFTY_AUTO,industry,2.9753265602322205,-1.1011987733482018,2.62,0.76,1.4,0.36,-1.86,-2.5
TITAN,Consumer Durables,Other Consumer Specialties,NIFTY_AUTO,sector,1.292863476091301,10.391011235955048,2.62,0.76,1.4,-1.33,9.63,8.99
M&M,Consumer Durables,Motor Vehicles,NIFTY_AUTO,industry,5.3443492576445895,9.420817631970612,2.62,0.76,1.4,2.72,8.66,8.02
ADANIENT,Distribution Services,Wholesale Distributors,,unmapped,1.0670024521174304,-5.572755417956657,2.62,0.76,,-1.55,-6.33,
ADANIPOWER,Utilities,Electric Utilities,NIFTY_ENERGY,industry,-0.133798442203852,-6.1983842010772,2.62,0.76,-2.39,-2.75,-6.96,-3.81
KOTAKBANK,Finance,Major Banks,NIFTY_BANK,industry,3.359173126614987,2.6298909557408594,2.62,0.76,-0.66,0.74,1.87,3.29
AXISBANK,Finance,Major Banks,NIFTY_BANK,industry,1.984546563643765,-7.509035922401709,2.62,0.76,-0.66,-0.64,-8.27,-6.85
ADANIPORTS,Transportation,Other Transportation,,unmapped,-4.761904761904762,-9.226826142674067,2.62,0.76,,-7.38,-9.99,
HCLTECH,Technology Services,Information Technology Services,NIFTY_IT,industry,0.4464285714285714,17.903930131004365,2.62,0.76,15.32,-2.17,17.14,2.58
ITC,Consumer Non-Durables,Tobacco,NIFTY_FMCG,industry,0.4726890756302401,-1.0346611484738748,2.62,0.76,-1.63,-2.15,-1.79,0.6
ULTRACEMCO,Non-Energy Minerals,Construction Materials,NIFTY_INFRA,industry,1.161825726141079,3.983621939776508,2.62,0.76,-0.98,-1.46,3.22,4.96
BAJAJFINSV,Finance,Life/Health Insurance,NIFTY_FIN_SERVICE,industry,7.525773195876289,10.657259561826963,2.62,0.76,1.89,4.91,9.9,8.77
NTPC,Utilities,Electric Utilities,NIFTY_ENERGY,industry,1.8038987489089289,-1.713483146067422,2.62,0.76,-2.39,-0.82,-2.47,0.68
BAJAJ_AUTO,Consumer Durables,Motor Vehicles,NIFTY_AUTO,industry,3.1468531468531467,20.40816326530612,2.62,0.76,1.4,0.53,19.65,19.01
JSWSTEEL,Non-Energy Minerals,Steel,NIFTY_METAL,industry,5.9170183961137175,8.130081300813009,2.62,0.76,-4.41,3.3,7.37,12.54
HAL,Electronic Technology,Aerospace & Defense,NIFTY_IT,sector,0.9760657377013464,4.805956678700361,2.62,0.76,15.32,-1.64,4.05,-10.51
ONGC,Energy Minerals,Oil Refining/Marketing,NIFTY_ENERGY,industry,0.0833333333333286,0.2504173622704483,2.62,0.76,-2.39,-2.54,-0.51,2.64
ETERNAL,Technology Services,Internet Software/Services,NIFTY_IT,industry,0.1452081316553873,9.355179704016916,2.62,0.76,15.32,-2.47,8.6,-5.96
NESTLEIND,Consumer Non-Durables,Food: Major Diversified,NIFTY_FMCG,industry,1.400933955970647,4.316793631185237,2.62,0.76,-1.63,-1.22,3.56,5.95
BEL,Electronic Technology,Aerospace & Defense,NIFTY_IT,sector,-0.2302379125095874,-7.582938388625592,2.62,0.76,15.32,-2.85,-8.34,-22.9
ASIANPAINT,Process Industries,Industrial Specialties,,unmapped,0.502512562814077,1.3215859030837005,2.62,0.76,,-2.12,0.56,
POWERGRID,Utilities,Alternative Power Generation,NIFTY_ENERGY,industry,-0.7922535211267606,-1.897632311977712,2.62,0.76,-2.39,-3.41,-2.66,0.49
DMART,Retail Trade,Specialty Stores,NIFTY_FMCG,sector,2.246521389889353,-1.943243377565723,2.62,0.76,-1.63,-0.37,-2.7,-0.31
COALINDIA,Energy Minerals,Coal,NIFTY_ENERGY,industry,0.5931485292337462,-5.288351948940048,2.62,0.76,-2.39,-2.03,-6.05,-2.9
SHRIRAMFIN,Finance,Finance/Rental/Leasing,NIFTY_FIN_SERVICE,industry,6.895238095238104,5.300684867248334,2.62,0.76,1.89,4.28,4.54,3.41
HINDZINC,Non-Energy Minerals,Other Metals/Minerals,NIFTY_METAL,industry,12.674594186485484,10.669262143122,2.62,0.76,-4.41,10.05,9.91,15.08
