index,ticker,close,prev_close,pct_change,session_date,prev_session_date,is_stale
NIFTY_50,^NSEI,24614.9,24774.3,-0.64,2026-08-04,2026-08-03,False
NIFTY_BANK,^NSEBANK,57907.2,58247.95,-0.58,2026-08-04,2026-08-03,False
NIFTY_NEXT_50,^NSMIDCP,74210.55,74608.7,-0.53,2026-08-04,2026-08-03,False
INDIA_VIX,^INDIAVIX,12.19,11.93,2.18,2026-08-04,2026-08-03,False
SENSEX,^BSESN,78428.95,78639.03,-0.27,2026-08-04,2026-08-03,False
