symbol,fut_volume,opt_volume,tot_volume,fut_turnover,opt_turnover,tot_turnover,latest_oi,underlying_value
NIFTY,3809,3980647,3984456,61207.7102,6383175776698.5,243702.982185,7003918,24637.15
RELIANCE,7789,67345,75134,50621.5729,44531236775.0,56740.14065,474484,1295.8
CUMMINSIND,4029,28022,32051,42535.17018,30566026356.0,47793.23374,43436,5375.0
BANKNIFTY,1579,128240,129819,27456.247878000002,224535846441.0,46526.382288,971744,57821.95
HAL,3410,30383,33793,24442.33746,22462409259.0,29386.48005,65906,4817.6
GVT&D,4209,19872,24081,21942.0634,10818980867.5,24375.622075,39221,4299.9
HINDALCO,3006,12208,15214,21833.21644,9083232144.0,23670.19788,118034,1033.45
ICICIBANK,1869,12165,14034,19035.51874,12473708940.0,20576.87814,216465,1451.9
HINDZINC,2217,12716,14933,16309.183275,9628997337.75,18459.8666525,54270,595.5
POLICYBZR,2472,17142,19614,14189.880215,10183846232.0,16705.412535,42190,1639.9
SAIL,1808,4325,6133,15142.52721,3729916287.0,16186.36008,52355,179.04
BIOCON,1342,7892,9234,14323.7785,8691678025.0,15682.05875,33735,425.25
SHRIRAMFIN,1518,5649,7167,14104.58643,5353280072.25,15239.9871525,62424,1125.0
HDFCBANK,2542,18190,20732,12265.1945,9063866584.5,13562.660345,882181,738.1
TITAN,1350,12554,13904,11753.958755,11132277070.25,13344.9044575,64951,4981.8
MANAPPURAM,1037,1851,2888,11555.1036,2123052240.0,12349.776,29440,370.5
MUTHOOTFIN,1267,10209,11476,10314.546165,8612632248.0,12047.906145,58035,2943.0
MCX,1786,9800,11586,10631.6001,6017586342.75,11966.0260275,93640,2629.0
POWERINDIA,1359,4253,5612,10780.2170375,3555256864.0,11908.1606775,44323,31865.0
POWERGRID,1949,14153,16102,10216.94163,7696169697.0,11151.4211,57490,274.25
BSE,1329,13127,14456,9321.92154,9659876262.0,11079.68416,143669,3497.2
SBIN,1165,11369,12534,9264.73545,9201850650.0,10924.89195,211288,1060.1
TCS,1741,8374,10115,9532.68291,4709274365.25,10372.4465625,244720,2410.1
VEDL,2570,12570,15140,8298.83562,4200731937.0,9409.22249,91946,278.7
INFY,1720,14312,16032,8140.72416,6886554296.0,9375.52712,384392,1173.5
BAJFINANCE,988,3717,4705,8539.12335,3264754177.5,9056.365125,146186,1154.2
KALYANKJIL,936,5303,6239,7294.048785,4357483317.0,8677.466955,56555,574.4
AUROPHARMA,814,6909,7723,7234.331225,6293372338.0,8325.724605,33181,1604.4
COFORGE,795,6494,7289,6770.3408225,5663174071.75,8132.41154,58477,1764.4
JIOFIN,1158,5007,6165,7229.96394,3225779646.5,8054.924155,147026,264.65
LICI,1383,250,1633,7616.46858,142566256.0,7643.18114,84608,388.5
ETERNAL,839,5744,6583,6411.79603,4475534119.0,7373.09222,108841,313.65
TATASTEEL,1202,6608,7810,6375.6044,3568801527.5,6974.032175,125950,192.55
DLF,974,5461,6435,5984.798695,3491856594.0,6585.374635,74021,642.3
SWIGGY,1041,3265,4306,5550.05568,1810011548.75,6055.9849175,64307,292.8
TECHM,481,4650,5131,4817.85618,4742329104.0,5720.48322,46220,1657.4
PNBHOUSING,621,5650,6271,4629.19262,4331141327.5,5509.255895,23077,1147.6
BHARTIARTL,467,9991,10458,4357.7983425,9511263181.0,5259.8801525,177533,1959.0
DIXON,543,9509,10052,3890.605185,7115618228.0,5123.787465,111183,14391.0
BEL,789,5237,6026,4418.444205,3049926203.25,4925.0187375,161704,392.75
NMDC,783,2092,2875,4570.9434,1271613802.5,4859.588925,71888,86.52
HEROMOTOCO,458,5422,5880,3885.80112,4722316710.0,4716.06822,57148,5643.0
PIDILITIND,512,3652,4164,4255.2058,3092755170.0,4713.3575,30484,1657.2
TVSMOTOR,498,4014,4512,3848.1055375,3149654021.5,4547.5332525,85454,4402.1
JUBLFOOD,690,2992,3682,4053.622,1847680862.5,4529.618125,27267,474.45
KPITTECH,724,6733,7457,3534.31434,3423291544.5,4299.242285,48326,629.35
BANDHANBNK,528,6007,6535,3335.8608,4011656292.0,4269.48372,64238,176.49
NATIONALUM,519,2926,3445,3710.6566875,2153818856.25,4204.03275,44392,381.15
M&M,532,4862,5394,3660.44254,3400813332.0,4194.37586,123324,3428.0
OFSS,278,1812,2090,3284.67157,2196023443.0,4009.306,28959,11725.0
GAIL,577,2935,3512,3622.39089,1915866059.0,3947.50273,59029,177.25
BHEL,302,1273,1575,3238.61895,1419398977.5,3564.602475,51265,407.85
GRASIM,374,2729,3103,3013.272975,2266383642.5,3553.1594,67888,3213.6
PGEL,579,1193,1772,3319.76683,733395183.5,3535.273665,25127,608.5
ONGC,591,4339,4930,3169.6317,2411842860.0,3492.90405,64568,238.64
KAYNES,518,1524,2042,3034.68207,931553236.5,3402.864435,47890,3893.5
AXISBANK,385,3508,3893,3032.809125,2819001793.75,3373.8270625,194793,1256.3
HCLTECH,506,3711,4217,2752.13616,2067880072.0,3139.29688,97380,1341.4
JSWSTEEL,306,2809,3115,2746.71675,2572903642.5,3105.203175,74767,1330.2
TRENT,341,4441,4782,2374.3364175,3191494162.5,3033.2905425,71733,3074.7
BHARATFORG,229,1090,1319,2512.23365,1229509230.0,3017.12595,24657,2185.0
LAURUSLABS,179,717,896,2800.49857,1145677149.5,2999.870065,49295,1845.5
NESTLEIND,342,1687,2029,2613.91885,1308908950.0,2825.75835,33226,1525.7
UPL,317,2140,2457,2509.7934655,1760715007.85,2791.7780439999997,48206,581.9
JINDALSTEL,360,835,1195,2527.7563125,598477987.5,2623.5361875,34618,1123.9
MIDCPNIFTY,74,8333,8407,1324.293384,15141615795.6,2514.52134,96800,14865.7
BANKBARODA,330,1085,1415,2389.9423275,817408624.5,2509.3098225,76122,247.06
LT,293,2897,3190,2086.274575,2100681674.0,2329.638815,130030,4064.3
BOSCHLTD,174,3572,3746,1853.728575,3804694458.0,2323.423155,19871,42340.0
AMBUJACEM,386,2007,2393,2057.7864,1106828328.0,2264.68968,90922,440.0
NYKAA,190,1278,1468,1981.504375,1389793937.5,2228.0375,26962,331.5
