symbol,swing_high_20d,swing_low_20d,swing_low_50d,base_high,base_low,base_length_days,breakout_20d_high,volume_20d_avg,volume_ratio_vs_20d,consolidation_atr_pct,pct_from_base_high,bars_available
20MICRONS,217.9,182.0,178.0,,,,False,191625.6,1.147,5.288,,4404
21STCENMGM,44.35,33.16,30.6,,,,False,10632.3,1.96,9.804,,2122
360ONE,1197.0,1065.0,1031.3,,,,False,945018.5,0.42,4.182,,1711
3BBLACKBIO,1319.4,1140.0,1100.0,,,,False,7997.9,3.603,3.641,,82
3IINFOLTD,27.8,18.33,16.25,,,,False,1779107.55,0.413,6.512,,5263
3MINDIA,37300.0,34485.0,31010.0,37300.0,34485.0,20.0,False,4242.95,4.909,2.96,-5.255,5989
3PLAND,34.5,31.2,30.0,34.5,31.2,20.0,False,5969.3,0.227,2.967,-6.725,4543
5PAISA,408.35,344.0,299.0,,,,False,49013.8,2.238,4.701,,2162
63MOONS,957.95,686.0,621.0,,,,False,1635389.95,0.156,5.207,,5223
A2ZINFRA,17.95,12.0,12.0,,,,False,559467.8,0.316,5.568,,3861
AAATECH,101.98,87.0,85.0,,,,False,26758.75,0.482,3.643,,1424
AADHARHFC,524.45,487.1,449.8,524.45,487.1,20.0,False,316596.5,0.504,2.818,-5.005,562
AAKASH,9.75,8.38,8.38,,,,False,118565.5,0.479,5.047,,2040
AAREYDRUGS,87.5,73.41,73.41,,,,False,55630.8,3.171,3.726,,1243
AARNAV,33.45,26.4,23.51,,,,False,87350.55,0.543,3.694,,115
AARON,154.8,111.15,111.15,,,,False,64288.35,0.206,5.924,,1952
AARTECH,51.8,44.85,39.98,,,,False,25694.15,2.851,3.229,,767
AARTIDRUGS,453.65,401.0,365.0,,,,False,229342.45,0.72,3.825,,5673
AARTIIND,541.7,469.0,424.0,,,,False,1702296.05,1.515,4.417,,5994
AARTIPHARM,932.6,650.8,604.15,,,,False,1232983.6,0.321,7.132,,877
AARTISURF,677.7,374.3,355.2,,,,True,101078.75,1.026,7.301,,1510
AARVI,164.9,147.4,127.06,164.9,147.4,20.0,False,44174.2,0.279,2.541,-6.931,2188
