date,symbol,subject,details,category
16-Aug-2026 17:59:10,PIGL,Copy of Newspaper Publication,Power & Instrumentation (Gujarat) Limited has informed the Exchange about Copy of Newspaper Publication,Copy of Newspaper Publication
16-Aug-2026 17:52:55,RISHABH,Copy of Newspaper Publication,"Newspaper Publication   Unaudited Financial Results of Rishabh Instruments Limited ( the Company ) for the Quarter ended June 30, 2026",Copy of Newspaper Publication
16-Aug-2026 17:44:55,RISHABH,Investor Presentation,Rishabh Instruments Limited has informed the Exchange about Investor Presentation,Investor Presentation
16-Aug-2026 15:54:46,IFGLEXPOR,Change in Management,IFGL Refractories Limited has informed the Exchange about change in Management,Change in Management
16-Aug-2026 15:09:27,SSDL,Copy of Newspaper Publication,Saraswati Saree Depot Limited has informed the Exchange about Copy of Newspaper Publication,Copy of Newspaper Publication
16-Aug-2026 14:51:15,THOMASCOTT,Copy of Newspaper Publication,Thomas Scott (India) Limited has informed the Exchange about Copy of Newspaper Publication,Copy of Newspaper Publication
16-Aug-2026 14:42:38,XELPMOC,Copy of Newspaper Publication,Xelpmoc Design And Tech Limited has informed the Exchange about Copy of Newspaper Publication,Copy of Newspaper Publication
16-Aug-2026 14:33:53,TDPOWERSYS,Copy of Newspaper Publication,TD Power Systems Limited has informed the Exchange about Copy of Newspaper Publication - Pre EGM Notice,Copy of Newspaper Publication
16-Aug-2026 14:31:39,ARCHIES,Press Release,"Archies Limited has informed the Exchange regarding a press release dated August 15, 2026, titled ""Newspaper Publication for quarter ended 30th June 2026"".",Press Release
16-Aug-2026 14:28:37,ARCHIES,Copy of Newspaper Publication,Archies Limited has informed the Exchange about Copy of Newspaper Publication,Copy of Newspaper Publication
16-Aug-2026 13:42:32,FEDERALBNK,General Updates,The Federal Bank  Limited has informed the Exchange about Allotment of Equity Shares on exercise of Stock options pursuant to Employee Stock Option Scheme,General Updates
16-Aug-2026 13:09:08,BELLACASA,Copy of Newspaper Publication,Bella Casa Fashion & Retail Limited has informed the Exchange about Copy of Newspaper Publication,Copy of Newspaper Publication
16-Aug-2026 13:04:24,KRONOX,Copy of Newspaper Publication,Kronox Lab Sciences Limited has informed the Exchange about Copy of Newspaper Publication,Copy of Newspaper Publication
16-Aug-2026 11:16:23,VIYASH,Analysts/Institutional Investor Meet/Con. Call Updates,Viyash Scientific Limited has informed the Exchange about Transcript,Analysts/Institutional Investor Meet/Con. Call Updates
16-Aug-2026 09:06:14,NATCOPHARM,Copy of Newspaper Publication,"Natco Pharma Limited has informed the Exchange about Copy of Newspaper Publication for the Un-Audited Financial Results for the quarter ended June 30, 2026 and declaration of Interim Dividend for the FY ending 2026-27.",Copy of Newspaper Publication
16-Aug-2026 01:07:07,SHAH,Copy of Newspaper Publication,Shah Metacorp Limited has informed the Exchange about Copy of Newspaper Publication,Copy of Newspaper Publication
16-Aug-2026 00:00:51,PAKKA,Statement of deviation(s) or variation(s) under Reg. 32,PAKKA LIMITED has informed the Exchange about statement of deviation(s) or variation(s) under Reg. 32,Statement of deviation(s) or variation(s) under Reg. 32
15-Aug-2026 23:52:38,YESBANK,Updates,"Yes Bank Limited has informed the Exchange regarding 'Intimation regarding Invocation of Bank Guarantee issued in favour of Department of Telecommunications - Disclosure under Regulation 30 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015 '.",Updates
15-Aug-2026 23:35:33,MMFL,General Updates,MM Forgings Limited has informed the Exchange about General Updates,General Updates
15-Aug-2026 23:34:14,MODINATUR,Copy of Newspaper Publication,Modi Naturals Limited has informed the Exchange about Copy of Newspaper Publication,Copy of Newspaper Publication
