symbol,company,sector,industry,nse_sector,sector_match_basis,market_cap,cmp,previous_close,ema20,ema50,ema100,ema200,sma20,sma50,sma100,sma200,supertrend,ichimoku_signal,trend_label,trend_score,rsi14,macd,macd_signal,macd_hist,adx14,roc20,stoch_rsi,stoch_rsi_d,williams_r,cci20,momentum_score,volume,avg_volume_10d,avg_volume_30d,relative_volume,delivery_pct,value_traded,turnover_cr,float_pct,obv,cmf,volume_score,support1,support2,resistance1,resistance2,pivot,vwap,atr14,bb_upper,bb_lower,high_1m,low_1m,high_3m,low_3m,high_6m,low_6m,high_52w,low_52w,high_all,nearest_overhead,nearest_overhead_ref,overhead_supply_pct,headroom_to_52w_high_pct,dist_52w_low_pct,swing_high_20d,swing_low_20d,swing_low_50d,base_high,base_low,base_length_days,breakout_20d_high,volume_20d_avg,volume_ratio_vs_20d,consolidation_atr_pct,pct_from_base_high,entry_low,entry_high,stop_loss,target1,target2,target3,risk_reward,rs_rank,return_1m,return_3m,dist_52w_high_pct,volatility_w,volatility_m,beta_1y,rs_vs_nifty_1m,rs_vs_sector_1m,pe,pb,peg,ev_ebitda,roe,roce,debt_equity,revenue_growth,profit_growth,operating_margin,fcf,fundamental_score,revenue_surprise,profit_surprise,eps_growth,margin_expansion,guidance,order_book_growth,earnings_score,promoter_holding,promoter_pledge,fii_holding,dii_holding,mf_holding,insider_buying,institution_score,news_count_7d,news_sentiment,catalyst_strength,major_catalyst,risk_event,news_score,in_oi_spurt,oi_change_pct,fno_score,pcr,max_pain,atm_iv,liquidity_sweep,smart_money_score,technical_score,fundamental_score_final,earnings_score_final,news_score_final,sector_score,macro_score,risk_score,value_z,momentum_z,quality_z,lowvol_z,growth_z,size_z,composite_factor_z,composite_factor_rank,earnings_within_21d,days_to_earnings,event_risk_score,tech_rating,analyst_rec,price_target_avg
RELIANCE,Reliance Industries Limited,Energy Minerals,Oil Refining/Marketing,NIFTY_ENERGY,industry,16799294322572.0,1241.5,1243.9,,1295.013246682145,,1348.5750733474167,1285.459999999999,1296.7039999999977,1317.0229999999983,1378.6380000000008,,,Bearish,0.0,35.40079401504141,-16.56882642438586,-9.9127687662716,-6.6561,22.33283433909119,-6.089258698940999,11.91336476293877,7.4495393000139325,-93.654042988741,-133.39413977880903,0,1154169.0,9595365.500000002,10092558.933333311,0.1104246670571466,50.58,1432900813.5,143.29,48.6291,,,33,1238.76,1236.03,1245.76,1250.03,1243.03,1243.0333333333333,19.812748281064597,1341.262451559036,1229.6575484409618,1333.0,1235.3,1345.9,1235.3,1473.4,1235.3,1611.8,1235.3,1611.8,1333.0,1m high,7.37,29.83,0.5,1333.0,1235.3,1235.3,,,,False,10257207.45,0.136,4.95,,1236.55,1246.45,1221.69,1333.0,1352.81,1372.63,4.62,39.0,-5.968340528667723,-6.51355421686747,-22.97,1.232017080845242,1.4111573876228931,0.87002623,-2.75,-5.97,22.482755373496243,,,9.151886469659678,,,,15.00336391405993,-8.318252305321916,11.096072765804,,20,,,-8.318252305321916,,,,67,,,,,,,,0,,,,,,True,1.29,3.0,,,,,3.0,7,20,67,,1.0,50,40,-0.05,-0.45,0.09,1.04,-0.05,-2.36,0.11,63.0,False,28.0,0.0,Sell,1.083333,1656.75
BHARTIARTL,Bharti Airtel Limited,Communications,Wireless Telecommunications,,unmapped,11457648855469.0,1846.4,1836.0,,1885.424532350585,,1897.696983417632,1864.1149999999984,1909.4159999999983,1882.0879999999995,1924.256999999998,,,Bearish,0.0,44.42079303571403,-23.284355077535796,-23.16225949202685,-0.1221,31.15783542317972,0.3478260869565266,87.74786695706199,77.45951888551517,-58.7320574162679,-43.74519132633494,60,894257.0,4035403.599999997,5869551.333333339,0.2071920819023368,64.82,1651156124.8000002,165.12,50.7462,,,33,1838.54,1830.67,1853.14,1859.87,1845.27,1845.2666666666669,29.63293690678618,1943.916134703715,1784.3138652962823,1954.9,1811.9,2031.0,1811.9,2031.0,1740.5,2174.5,1740.5,2174.5,1954.9,1m high,5.88,17.77,6.08,1952.5,1811.9,1811.9,,,,False,5031071.65,0.198,5.666,,1838.99,1853.81,1797.08,1952.5,2001.82,2051.13,2.15,52.0,-4.073150457190351,-1.4885557274715822,-15.09,1.0509057416571868,1.3889595429302362,0.81172776,-0.85,,39.1581340504407,7.118825433900777,,10.609575187407405,20.5404798700854,9.48810774848296,1.24512607290667,19.630110459091863,-18.80047804538676,32.1100317065312,18.175547103765016,60,,,-18.80047804538676,,,,67,,,,,,,,0,,,,,,True,0.47,3.0,,,,,3.0,31,60,67,,42.0,50,40,-0.19,-0.24,-0.01,1.03,-0.07,-2.36,0.11,62.0,False,48.0,0.0,Sell,1.166667,2318.424242
HDFCBANK,HDFC Bank Limited,Finance,Major Banks,NIFTY_BANK,industry,11135178385697.0,721.75,713.0,,733.0644240722945,,807.9315412858172,712.8925000000006,737.8870000000015,756.8140000000025,828.8117499999981,,,Bearish,17.0,51.35412257351258,-6.07811528217519,-9.434886279458668,3.3568,20.992723842694577,1.355146749052096,93.36833627222234,95.57889084814822,-31.11495246326706,49.20991565066738,80,4096463.0,24775024.7,26251069.4,0.1509246266248883,60.18,2956622170.25,295.66,99.6253,,,33,717.05,712.35,724.65,727.55,719.95,719.9499999999999,12.894225743998934,735.0573883371753,690.7276116628259,739.75,681.9,843.0,681.9,843.0,681.9,1020.5,681.9,1020.5,739.75,1m high,2.49,41.39,5.84,739.75,681.9,681.9,,,,False,27439496.9,0.173,4.746,,718.53,724.97,695.96,1020.5,1046.29,1072.08,11.58,33.0,-0.3107734806629834,-8.48865221250159,-29.27,1.5506693061547916,1.6020964504894994,1.1318722,2.91,1.62,14.102188354826104,1.8333827823828617,1.2425360719990015,,13.7540298886995,6.82785576408465,0.9333100337634852,1.754463853655062,11.34558903513542,34.982694035678,,80,,,11.34558903513542,,,,67,,,,,,,,0,,,,,,True,0.19,3.0,,,,,3.0,45,80,67,,38.0,50,40,0.38,-0.54,0.05,0.74,-0.14,-2.36,0.1,60.0,False,31.0,0.0,Neutral,1.127907,1001.465116
ICICIBANK,ICICI Bank Limited,Finance,Regional Banks,NIFTY_BANK,industry,9754952431641.0,1345.9,1347.6,,1399.0832563928427,,1367.9341543692312,1405.3850000000002,1420.4260000000004,1361.6680000000017,1356.2974999999988,,,Bearish,0.0,31.70125359679882,-18.408454881157923,-9.69292388636238,-8.7155,21.95816060473989,-5.431422147273746,6.306349142210951,5.23167868184138,-99.35661764705878,-139.24875242754635,0,964164.0,8731748.700000033,9016637.3,0.0995454376226048,66.63,1297668327.6,129.77,97.1727,,,33,1340.8,1335.7,1355.4,1364.9,1350.3,1350.3,21.070411451482848,1471.269725847492,1339.5002741525084,1454.0,1345.2,1480.0,1331.5,1480.0,1187.6,1480.0,1187.6,1500.0,1454.0,1m high,8.03,9.96,13.33,1454.0,1343.7,1343.7,,,,False,8502882.2,0.129,5.597,,1340.63,1351.17,1324.83,1454.0,1475.07,1496.14,5.13,56.0,-4.681303116147302,0.4028347631480858,-9.06,1.5386606356746946,1.3593681058303837,0.9928125,-1.46,-2.75,17.39788004136505,2.5376280807863583,2.383299057211906,,15.796816290169,9.74115748257219,0.594743890036865,5.080821540326999,7.369882026370579,34.55734059748943,,80,,,7.369882026370579,,,,100,,,,,,,,0,,,,,,True,1.13,3.0,,,,,3.0,7,80,100,,38.0,50,40,-0.06,-0.17,0.22,0.9,-0.12,-2.36,0.16,69.0,False,31.0,0.0,Sell,1.054348,1754.282609
SBIN,State Bank of India,Finance,Regional Banks,NIFTY_BANK,industry,9148612553448.0,987.4,988.7,,1026.6683973151964,,1010.7071071546468,1019.4400000000002,1034.908,1022.4465,1040.5015000000003,,,Bearish,0.0,38.12350147086692,-16.143149715542222,-12.168741443062432,-3.9744,23.68383217384181,-2.824525145162882,37.92836964913436,26.02815184080195,-78.91304347826089,-99.01264827618358,0,1035299.0,7266962.900000018,8741896.966666685,0.1310403316279211,53.14,1022254232.6,102.23,44.7918,,,33,984.34,981.27,991.24,995.07,988.17,988.1666666666666,17.656209253615867,1070.641968712125,968.2380312878752,1062.3,968.0,1124.5,968.0,1124.5,933.9,1234.7,851.2,1234.7,1062.3,1m high,7.59,25.05,16.0,1062.3,968.0,968.0,,,,False,7061107.35,0.164,5.618,,982.99,991.81,959.17,1062.3,1090.53,1118.76,2.65,42.0,-6.247626281807831,-5.23992322456814,-20.03,1.862316181032962,1.4936460719271814,0.9097666,-3.03,-4.32,10.572187245706454,1.4654654401499625,2.154120693158852,,15.092639252993202,6.764459533435691,1.31899282266467,6.557984119640567,4.927771998139533,28.40123439848117,,60,,,4.927771998139533,,,,100,,,,,,,,0,,,,,,True,0.64,3.0,,,,,3.0,7,60,100,,38.0,50,40,0.56,-0.22,-0.12,0.96,-0.08,-2.36,0.22,77.0,False,48.0,0.0,Strong sell,1.230769,1267.02439
TCS,Tata Consultancy Services Limited,Technology Services,Information Technology Services,NIFTY_IT,industry,7929038542236.0,2138.9,2190.0,,2278.2342390716544,,2528.5924463669303,2269.5100000000007,2298.5100000000034,2266.112000000002,2568.1149999999925,,,Bearish,0.0,34.92817427393764,-36.461650456426014,-20.84405799551796,-15.6176,15.562118629976103,-7.165798611111108,3.899408687266984,11.040307893833528,-91.7224374779852,-180.8857546368612,0,1752104.0,2872303.4,2734078.033333333,0.6070264826607912,36.5,3747575245.6,374.76,28.210400000000003,,,17,2110.44,2081.97,2172.34,2205.77,2143.87,2143.866666666667,66.95670899582906,2401.8367607100445,2137.183239289957,2399.3,2115.4,2495.0,1976.8,2614.0,1976.8,3350.0,1976.8,4592.25,2399.3,1m high,12.17,56.62,8.2,2399.3,2115.3999,2065.1001,,,,False,2544202.1,0.745,4.601,,2122.16,2155.64,2071.94,2399.3,2466.26,2533.21,3.89,59.0,-6.744855249389598,1.610451306413306,-36.15,3.87285300010006,2.4469111988665677,1.0609412,-3.52,-1.25,15.539926910250728,7.058757215185796,14.896691359442388,10.201688119758636,47.9890914172003,44.2125262461657,0.104302536644988,7.695160610272186,1.067516881423239,24.8826393193624,15.431469006859958,80,,,1.067516881423239,,,,67,,,,,,,,0,,,,,,True,12.37,5.0,,,,,5.0,3,80,67,,14.0,50,60,0.38,-0.46,1.21,0.15,-0.12,-2.36,0.23,78.0,False,26.0,0.0,Strong sell,1.613636,2440.465116
BAJFINANCE,Bajaj Finance Limited,Finance,Finance/Rental/Leasing,NIFTY_FIN_SERVICE,industry,6278877666016.0,1024.0,1015.0,,1046.475871660057,,989.5954961429248,1053.4699999999998,1066.7220000000002,1004.6980000000008,978.3832500000004,,,Neutral,50.0,39.54290865513079,-15.08052232174532,-9.734977854899109,-5.3455,24.367467570225823,-3.4417727487034417,26.670169627565134,11.39943578645378,-72.5925925925926,-98.85396201702696,0,1173920.0,4767908.3,5131201.966666667,0.2209444048302566,58.09,1202094080.0,120.21,43.735,,,33,1018.6,1013.2,1029.9,1035.8,1024.5,1024.5,20.61991305250974,1105.0996465221324,1001.8403534778672,1107.0,1005.5,1176.4,952.4,1176.4,787.9,1176.4,787.9,1176.4,1107.0,1m high,8.11,14.88,29.97,1107.0,1005.5,995.2,,,,False,4637006.95,0.31,5.718,,1018.85,1029.15,995.19,1107.0,1135.81,1164.62,2.88,69.0,-6.38998080263279,7.331900843771296,-12.95,1.868730340705666,1.6542501501150055,1.5992416,-3.17,-6.39,31.439975437519188,,1.9245837105907309,16.18990978446553,,,,17.7963262169719,16.05202209157313,43.7952675381863,,60,,,16.05202209157313,,,,100,,,,,,,,0,,,,,,True,0.29,3.0,,,,,3.0,27,60,100,,34.0,50,65,-0.27,0.1,0.73,0.41,-0.01,-2.36,0.19,74.0,False,39.0,0.0,Sell,1.409091,1179.34375
LT,Larsen & Toubro Limited,Industrial Services,Engineering & Construction,NIFTY_INFRA,industry,5255120526428.0,3868.7,3836.2,,3971.242876586447,,3932.793654338465,3973.735,3956.5339999999983,3990.028999999997,3977.1375000000016,,,Bearish,0.0,39.654071679463954,-42.45700899221356,-23.881994958741338,-18.575,16.903116330438593,-2.406599228071948,20.680042704869155,10.197153750293705,-71.91836734693888,-116.63235693187572,0,164386.0,1467491.600000006,1343994.7333333343,0.1063897673839436,50.75,635960118.1999999,63.6,84.84240000000001,,,33,3848.26,3827.83,3886.86,3905.03,3866.43,3866.433333333333,61.97864220312305,4144.1124900039285,3803.3575099960703,4125.3,3799.9,4272.3,3720.0,4272.3,3288.1,4440.0,3288.1,4440.0,4125.3,1m high,6.63,14.77,17.66,4125.2998,3799.8999,3720.0,,,,False,1283703.45,0.228,5.521,,3853.21,3884.19,3768.91,4125.3,4225.09,4324.88,2.57,36.0,-4.805610236220477,-7.66825775656325,-12.87,1.9217618216258063,1.3968160632778193,1.406562,-1.59,-4.81,32.09207797594359,,6.978583805705318,18.152427590324823,,,,9.778357823020736,4.526142374057053,8.47399986344388,,20,,,4.526142374057053,,,,67,,,,,,,,0,,,,,,True,0.67,3.0,,,,,3.0,7,20,67,,90.0,50,55,-0.17,-0.18,0.05,0.64,-0.14,-2.36,0.04,53.0,False,47.0,0.0,Sell,1.344828,4458.964286
LICI,Life Insurance Corp. of India,Finance,Life/Health Insurance,NIFTY_FIN_SERVICE,industry,4998013148010.0,400.05,400.0,,412.18988746701626,,418.1530054916417,410.825000000001,415.7430000000004,414.072,414.7397499999991,,,Bearish,0.0,41.82306873089559,-4.630839472955358,-3.1614981011760444,-1.4693,17.848616689663437,-3.683640303358616,36.05450471908097,20.882849025157164,-61.723163841807846,-95.2464351912658,0,725860.0,6358374.5,11644088.9,0.1068079338168094,57.41,290380293.0,29.04,10.0004,,,33,399.1,398.15,401.35,402.65,400.4,400.4,8.346022035063156,428.8428661332828,392.80713386671925,428.15,386.5,448.8,385.9,450.2,360.75,468.475,360.75,611.0,428.15,1m high,7.02,17.1,10.89,428.15,386.5,385.9,,,,False,7091086.4,0.121,5.984,,397.96,402.14,382.33,468.48,486.2,503.92,3.86,38.0,-2.664233576642333,-7.137883008356546,-14.61,2.4786873376273104,1.950720715971468,1.1513178,0.56,-2.66,8.42309830211562,,0.3576313523224548,,,,,10.528036912872963,23.284584754517933,5.81197705184635,,40,,,23.284584754517933,,,,67,,,,,,,,0,,,,,,True,0.39,3.0,,,,,3.0,7,40,67,,34.0,50,40,1.44,-0.33,0.01,0.79,-0.13,-2.36,0.35,87.0,False,49.0,0.0,Sell,1.195652,535.956522
HINDUNILVR,Hindustan Unilever Limited,Consumer Non-Durables,Household/Personal Care,NIFTY_FMCG,industry,4613422534424.0,1951.1,1942.2,,2037.2763908961688,,2183.474400000282,1976.4950000000013,2051.242,2125.134,2207.3636251560547,,,Bearish,0.0,40.48820538581454,-32.11611340980539,-34.195772265023905,2.0797,36.60312055575142,-1.1300293908989654,86.18606681875274,70.32580775182272,-69.78155339805838,-74.40063658298926,60,109404.0,1201421.000000001,1163246.9333333338,0.0807818153343531,65.37,213458144.4,21.35,37.735600000000005,,,33,1945.06,1939.03,1956.06,1961.03,1950.03,1950.0333333333333,29.587137897200154,2039.5004116719065,1913.4895883280967,2051.9,1926.2,2239.3,1926.2,2408.0,1926.2,2625.87378974,1926.2,2987.97501195,2051.9,1m high,5.17,34.58,1.29,2051.8999,1926.2,1926.2,,,,False,1125585.65,0.134,4.727,,1943.7,1958.5,1911.41,2051.9,2091.59,2131.29,2.54,26.0,-4.122850122850127,-11.698950036205648,-25.7,1.3763006554884285,1.2630379150718725,0.47880137,-0.9,-4.12,30.656560419082457,,0.8002213659127404,30.143237729003594,,,,3.8261794518833687,38.524122740193526,20.9554946213879,,60,,,38.524122740193526,,,,67,,,,,,,,0,,,,,,True,1.0,3.0,,,,,3.0,31,60,67,,25.0,50,30,0.1,-0.56,0.33,1.25,-0.09,-2.36,0.21,75.0,False,40.0,0.0,Sell,1.421053,2406.27027
