identifier,instrument,underlying,expiry,option_type,strike,last_price,contracts_traded,turnover,open_interest,underlying_value,pct_change
OPTIDXNIFTY22-09-2026PE23300.00,Index Options,NIFTY,22-Sep-2026,Put,23300,99.3,2206613,139858.44185950002,297007,23308.05,-9.356458238247376
OPTIDXNIFTY22-09-2026CE23300.00,Index Options,NIFTY,22-Sep-2026,Call,23300,111.45,1759372,139335.224912,263944,23308.05,-7.548734964744919
OPTIDXNIFTY22-09-2026CE23350.00,Index Options,NIFTY,22-Sep-2026,Call,23350,86.15,1487998,92560.91559,231837,23308.05,-8.932346723044397
OPTIDXNIFTY22-09-2026CE23400.00,Index Options,NIFTY,22-Sep-2026,Call,23400,64.85,1148948,54480.24179,241099,23308.05,-10.42817679558011
OPTIDXNIFTY22-09-2026PE23350.00,Index Options,NIFTY,22-Sep-2026,Put,23350,123.65,1105006,86477.76956,102339,23308.05,-7.09992486851991
OPTIDXNIFTY22-09-2026PE23200.00,Index Options,NIFTY,22-Sep-2026,Put,23200,62.15,1028670,41087.651475,213766,23308.05,-14.098134070490671
OPTIDXNIFTY22-09-2026PE23250.00,Index Options,NIFTY,22-Sep-2026,Put,23250,78.95,866965,44112.91313,142154,23308.05,-12.082405345211582
OPTIDXNIFTY22-09-2026CE23500.00,Index Options,NIFTY,22-Sep-2026,Call,23500,33.25,846318,21267.125022,208959,23308.05,-14.524421593830334
OPTIDXNIFTY22-09-2026PE23400.00,Index Options,NIFTY,22-Sep-2026,Put,23400,152.2,692082,66911.179842,95853,23308.05,-5.348258706467662
OPTIDXNIFTY22-09-2026PE23000.00,Index Options,NIFTY,22-Sep-2026,Put,23000,22.95,640422,9603.448101,199235,23308.05,-24.132231404958677
OPTIDXNIFTY22-09-2026CE23450.00,Index Options,NIFTY,22-Sep-2026,Call,23450,46.9,606335,21045.88785,123773,23308.05,-11.924882629107982
OPTIDXNIFTY22-09-2026PE23100.00,Index Options,NIFTY,22-Sep-2026,Put,23100,37.7,568188,13816.343502,129279,23308.05,-19.53041622198506
OPTIDXNIFTY22-09-2026CE23600.00,Index Options,NIFTY,22-Sep-2026,Call,23600,15.55,515509,6232.50381,159112,23308.05,-18.37270341207349
OPTIDXNIFTY22-09-2026CE23250.00,Index Options,NIFTY,22-Sep-2026,Call,23250,141.4,461118,45672.354546,74850,23308.05,-5.607476635514018
OPTIDXNIFTY22-09-2026CE23550.00,Index Options,NIFTY,22-Sep-2026,Call,23550,22.9,432480,7601.26848,98274,23308.05,-16.423357664233578
OPTIDXNIFTY22-09-2026PE23150.00,Index Options,NIFTY,22-Sep-2026,Put,23150,48.5,427181,13419.6775245,78923,23308.05,-17.16481639624253
OPTIDXNIFTY22-09-2026CE23200.00,Index Options,NIFTY,22-Sep-2026,Call,23200,174.75,424285,51395.33919,77902,23308.05,-4.508196721311475
OPTIDXNIFTY22-09-2026CE23700.00,Index Options,NIFTY,22-Sep-2026,Call,23700,7.5,342081,1943.362161,145371,23308.05,-19.35483870967742
OPTIDXNIFTY22-09-2026PE23050.00,Index Options,NIFTY,22-Sep-2026,Put,23050,29.35,333505,6368.944985,62253,23308.05,-21.837549933422103
OPTIDXNIFTY22-09-2026PE22800.00,Index Options,NIFTY,22-Sep-2026,Put,22800,8.95,323519,1928.3349994999999,109797,23308.05,-27.822580645161292
