index,ticker,close,prev_close,pct_change,session_date,prev_session_date,is_stale
NIFTY_50,^NSEI,23303.6,23270.6,0.14,2026-09-18,2026-09-17,False
NIFTY_BANK,^NSEBANK,56138.45,56055.75,0.15,2026-09-18,2026-09-17,False
NIFTY_NEXT_50,^NSMIDCP,71733.9,71144.0,0.83,2026-09-18,2026-09-17,False
INDIA_VIX,^INDIAVIX,11.96,12.29,-2.69,2026-09-18,2026-09-17,False
SENSEX,^BSESN,74459.5,74314.59,0.19,2026-09-18,2026-09-17,False
