symbol,close,rsi,adx,tech_rating,perf_1m,above_sma200,score
VINCOFE,175.96,57.8169029381226,32.048214422040786,Strong buy,20.396852548751284,True,6
SETUINFRA,0.61,67.19345366991905,45.85361728064003,Buy,41.86046511627907,True,6
MOTISONS,17.94,66.1505291471941,29.22721431643117,Strong buy,7.360861759425496,True,6
DIVISLAB,9323.0,61.82277394811647,58.165390490011845,Strong buy,9.55346650998825,True,6
KOTAKBANK,416.5,55.784332320788806,38.31316502603725,Buy,6.521739130434782,True,6
GENESYS,284.42,62.636672845744016,37.68664803745329,Strong buy,63.78923121220847,True,6
ARHAM,209.35,57.86747205928757,44.36181366493623,Buy,14.398907103825136,True,6
GANDHAR,269.4,61.18912750261668,31.830072953609985,Strong buy,8.892481810832649,True,6
OMAXE,120.76,55.82413677890842,37.96339077223022,Buy,20.07556925524512,True,6
DOLPHIN,673.7,64.07076701854609,49.04527969984602,Strong buy,17.165217391304353,True,6
ALEMBICLTD,102.72,55.36021036472404,36.35472275337968,Buy,13.741556859705453,True,6
GOCLCORP,456.15,67.74607628999883,27.00254687916005,Strong buy,11.80147058823529,True,6
ANANTAM,106.49,54.54663943376049,36.78437276819945,Buy,0.8046194623248716,True,6
PAYTM,1763.0,61.71401670469135,46.71159644216483,Buy,11.56815592962916,True,6
MACPOWER,1921.6,58.6061825468692,37.27608600367214,Strong buy,7.803646563814862,True,6
DYNAMATECH,11819.0,56.67686914052313,38.878619466907125,Buy,6.257304683988132,True,6
SETL,401.45,57.74390936314146,49.23950412307549,Buy,29.499999999999996,True,6
SMVD,15.35,67.59110341629858,45.093281360300416,Buy,0.326797385620908,True,6
LENSKART,679.95,65.14922760196356,54.79943600070737,Buy,11.494629827006644,True,6
SIGMA,46.24,51.11746486725377,25.996720473804363,Buy,1.8277912354107144,True,6
KIRLFER,474.35,66.39368663402706,28.042083875332484,Strong buy,9.29723502304148,True,6
VTMLTD,48.34,52.29086217188263,46.088669060584806,Buy,0.7293186080433453,True,6
GNFC,584.85,56.16190648076219,28.983077914344086,Strong buy,-2.6709935097353896,True,6
DVL,278.8,50.60130502776663,33.2776893801478,Buy,5.410412491965671,True,6
PRIMESECU,294.05,59.3280428592419,29.679739357791625,Strong buy,3.030833917309052,True,6
