index,ticker,close,prev_close,pct_change,session_date,prev_session_date,is_stale
NIFTY_50,^NSEI,23672.05,23779.15,-0.45,2026-09-08,2026-09-07,False
NIFTY_BANK,^NSEBANK,56883.6,57088.3,-0.36,2026-09-08,2026-09-07,False
NIFTY_NEXT_50,^NSMIDCP,72727.15,72575.75,0.21,2026-09-08,2026-09-07,False
INDIA_VIX,^INDIAVIX,11.2,11.16,0.36,2026-09-08,2026-09-07,False
SENSEX,^BSESN,75815.54,76132.81,-0.42,2026-09-08,2026-09-07,False
