identifier,instrument,underlying,expiry,option_type,strike,last_price,contracts_traded,turnover,open_interest,underlying_value,pct_change
OPTIDXNIFTY08-09-2026PE23650.00,Index Options,NIFTY,08-Sep-2026,Put,23650,14.85,28097532,555572.5002359999,131394,23635.1,-1.3289036544850499
OPTIDXNIFTY08-09-2026PE23600.00,Index Options,NIFTY,08-Sep-2026,Put,23600,0.05,27367299,258114.68051849998,310517,23635.1,-99.4535519125683
OPTIDXNIFTY08-09-2026CE23700.00,Index Options,NIFTY,08-Sep-2026,Call,23700,0.05,26512058,487344.650156,304146,23635.1,-99.96047430830039
OPTIDXNIFTY08-09-2026PE23700.00,Index Options,NIFTY,08-Sep-2026,Put,23700,64.75,20641583,733911.483565,64890,23635.1,150.96899224806202
OPTIDXNIFTY08-09-2026CE23650.00,Index Options,NIFTY,08-Sep-2026,Call,23650,0.05,18633376,478775.27963199996,448385,23635.1,-99.96995192307692
OPTIDXNIFTY08-09-2026PE23550.00,Index Options,NIFTY,08-Sep-2026,Put,23550,0.05,15564615,61814.8684725,163536,23635.1,-99.11504424778761
OPTIDXNIFTY08-09-2026CE23750.00,Index Options,NIFTY,08-Sep-2026,Call,23750,0.05,15219091,154024.8104655,184094,23635.1,-99.94582881906825
OPTIDXNIFTY08-09-2026CE23800.00,Index Options,NIFTY,08-Sep-2026,Call,23800,0.05,13914745,83210.1751,181244,23635.1,-99.92156862745098
OPTIDXNIFTY08-09-2026PE23500.00,Index Options,NIFTY,08-Sep-2026,Put,23500,0.05,10475788,19814.953002000002,145280,23635.1,-98.76543209876543
OPTIDXNIFTY08-09-2026CE23600.00,Index Options,NIFTY,08-Sep-2026,Call,23600,35.0,10351099,410286.511063,119871,23635.1,-83.2535885167464
OPTIDXNIFTY08-09-2026CE23850.00,Index Options,NIFTY,08-Sep-2026,Call,23850,0.05,7269984,24289.016544000002,102044,23635.1,-99.88636363636364
OPTIDXNIFTY08-09-2026CE23900.00,Index Options,NIFTY,08-Sep-2026,Call,23900,0.05,7186672,15695.691648,116196,23635.1,-99.83079526226734
OPTIDXNIFTY08-09-2026PE23750.00,Index Options,NIFTY,08-Sep-2026,Put,23750,114.55,6527491,376342.493605,20374,23635.1,176.02409638554218
OPTIDXNIFTY08-09-2026CE24000.00,Index Options,NIFTY,08-Sep-2026,Call,24000,0.05,4782742,5595.80814,200822,23635.1,-99.61538461538461
OPTIDXNIFTY08-09-2026PE23450.00,Index Options,NIFTY,08-Sep-2026,Put,23450,0.05,4447070,4682.76471,96381,23635.1,-98.24561403508773
OPTIDXNIFTY08-09-2026CE23950.00,Index Options,NIFTY,08-Sep-2026,Call,23950,0.05,4422892,6497.228348,92468,23635.1,-99.74226804123711
OPTIDXNIFTY08-09-2026PE23800.00,Index Options,NIFTY,08-Sep-2026,Put,23800,165.3,3873757,325267.75401900004,36603,23635.1,158.4831899921814
OPTIDXNIFTY08-09-2026PE23400.00,Index Options,NIFTY,08-Sep-2026,Put,23400,0.05,2780693,2114.7170265,99991,23635.1,-98.0
OPTIDXNIFTY08-09-2026CE24200.00,Index Options,NIFTY,08-Sep-2026,Call,24200,0.05,2570409,1570.5198990000001,141868,23635.1,-98.6842105263158
OPTIDXNIFTY08-09-2026CE24100.00,Index Options,NIFTY,08-Sep-2026,Call,24100,0.05,2419807,2029.0081695,105188,23635.1,-99.18032786885246
