symbol,sector,industry,nifty_sector_index,sector_match_basis,perf_1w,perf_1m,nifty_1w,nifty_1m,sector_1m,rs_vs_nifty_1w,rs_vs_nifty_1m,rs_vs_sector_1m
RELIANCE,Energy Minerals,Oil Refining/Marketing,NIFTY_ENERGY,industry,-2.054794520547945,0.9411764705882352,-0.58,-0.66,0.0,-1.47,1.6,0.94
BHARTIARTL,Communications,Wireless Telecommunications,,unmapped,-3.466666666666662,-1.712614870509605,-0.58,-0.66,,-2.89,-1.05,
HDFCBANK,Finance,Major Banks,NIFTY_BANK,industry,-1.0984484415762736,-3.055181695827732,-0.58,-0.66,0.53,-0.52,-2.4,-3.59
ICICIBANK,Finance,Regional Banks,NIFTY_BANK,industry,0.4093154551870116,-1.3656845753899511,-0.58,-0.66,0.53,0.99,-0.71,-1.9
SBIN,Finance,Regional Banks,NIFTY_BANK,industry,-0.4939678920870186,2.696078431372549,-0.58,-0.66,0.53,0.09,3.36,2.17
TCS,Technology Services,Information Technology Services,NIFTY_IT,industry,2.2662765818086585,-4.016393442622951,-0.58,-0.66,-2.9,2.85,-3.36,-1.12
BAJFINANCE,Finance,Finance/Rental/Leasing,NIFTY_FIN_SERVICE,industry,-2.306857246245703,2.263257575757585,-0.58,-0.66,0.0,-1.73,2.92,2.26
LT,Industrial Services,Engineering & Construction,NIFTY_INFRA,industry,-0.8625336927223675,3.860964214201368,-0.58,-0.66,0.0,-0.28,4.52,3.86
LICI,Finance,Life/Health Insurance,NIFTY_FIN_SERVICE,industry,0.071140621294762,-1.2056654570993743,-0.58,-0.66,0.0,0.65,-0.55,-1.21
HINDUNILVR,Consumer Non-Durables,Household/Personal Care,NIFTY_FMCG,industry,-0.8678500986193249,-1.9556205803462523,-0.58,-0.66,0.0,-0.29,-1.3,-1.96
INFY,Technology Services,Information Technology Services,NIFTY_IT,industry,0.970873786407767,-0.2615518744551002,-0.58,-0.66,-2.9,1.55,0.4,2.64
SUNPHARMA,Health Technology,Pharmaceuticals: Major,NIFTY_PHARMA,industry,0.208768267223382,-2.8831562974203337,-0.58,-0.66,1.8,0.79,-2.22,-4.68
TITAN,Consumer Durables,Other Consumer Specialties,NIFTY_AUTO,sector,1.996842936069452,6.588036373383921,-0.58,-0.66,0.0,2.58,7.25,6.59
ADANIENT,Distribution Services,Wholesale Distributors,,unmapped,5.792988313856427,4.993704022798059,-0.58,-0.66,,6.37,5.65,
KOTAKBANK,Finance,Major Banks,NIFTY_BANK,industry,6.217097016796192,9.483204134366924,-0.58,-0.66,0.53,6.8,10.14,8.95
MARUTI,Consumer Durables,Motor Vehicles,NIFTY_AUTO,industry,-3.135636179303353,-2.9317851959361394,-0.58,-0.66,0.0,-2.56,-2.27,-2.93
M&M,Consumer Durables,Motor Vehicles,NIFTY_AUTO,industry,-2.8328281650734386,1.6432425840675615,-0.58,-0.66,0.0,-2.25,2.3,1.64
ADANIPOWER,Utilities,Electric Utilities,NIFTY_ENERGY,industry,4.23550174028138,1.6055813064462106,-0.58,-0.66,0.0,4.82,2.27,1.61
AXISBANK,Finance,Major Banks,NIFTY_BANK,industry,1.1514473052934664,2.887352582350549,-0.58,-0.66,0.53,1.73,3.55,2.36
ADANIPORTS,Transportation,Other Transportation,,unmapped,0.6068819231675674,-4.341736694677871,-0.58,-0.66,,1.19,-3.68,
HCLTECH,Technology Services,Information Technology Services,NIFTY_IT,industry,-0.2879005985302054,-2.075892857142864,-0.58,-0.66,-2.9,0.29,-1.42,0.82
ULTRACEMCO,Non-Energy Minerals,Construction Materials,NIFTY_INFRA,industry,0.3463503333621958,-3.8257261410788383,-0.58,-0.66,0.0,0.93,-3.17,-3.83
ITC,Consumer Non-Durables,Tobacco,NIFTY_FMCG,industry,-2.061855670103101,-6.862745098039223,-0.58,-0.66,0.0,-1.48,-6.2,-6.86
BAJAJ_AUTO,Consumer Durables,Motor Vehicles,NIFTY_AUTO,industry,1.0178117048346056,4.108391608391608,-0.58,-0.66,0.0,1.6,4.77,4.11
JSWSTEEL,Non-Energy Minerals,Steel,NIFTY_METAL,industry,2.842835130970731,6.30723899020467,-0.58,-0.66,0.0,3.42,6.97,6.31
HAL,Electronic Technology,Aerospace & Defense,NIFTY_IT,sector,-2.489368530851309,5.673789700223908,-0.58,-0.66,-2.9,-1.91,6.33,8.57
NTPC,Utilities,Electric Utilities,NIFTY_ENERGY,industry,-2.062314540059344,-3.971486761710788,-0.58,-0.66,0.0,-1.48,-3.31,-3.97
BAJAJFINSV,Finance,Life/Health Insurance,NIFTY_FIN_SERVICE,industry,-0.3484320557491289,3.195876288659794,-0.58,-0.66,0.0,0.23,3.86,3.2
ETERNAL,Technology Services,Internet Software/Services,NIFTY_IT,industry,-0.6060606060606061,5.84059373991611,-0.58,-0.66,-2.9,-0.03,6.5,8.74
BEL,Electronic Technology,Aerospace & Defense,NIFTY_IT,sector,-0.3748941830934844,5.372217958557176,-0.58,-0.66,-2.9,0.21,6.03,8.27
ONGC,Energy Minerals,Oil Refining/Marketing,NIFTY_ENERGY,industry,-2.7021365731043105,-3.2291666666666665,-0.58,-0.66,0.0,-2.12,-2.57,-3.23
NESTLEIND,Consumer Non-Durables,Food: Major Diversified,NIFTY_FMCG,industry,-0.7098976109215079,-2.961974649766517,-0.58,-0.66,0.0,-0.13,-2.3,-2.96
HINDZINC,Non-Energy Minerals,Other Metals/Minerals,NIFTY_METAL,industry,6.872852233676976,17.402793506983777,-0.58,-0.66,0.0,7.45,18.06,17.4
