date,symbol,subject,details,category
21-Jul-2026 09:17:33,CMPDI,Corrigendum,CMPDI Clarification : Central Mine Planning & Design Institute Limited has informed the Exchange regarding Corrigendum with respect to earlier announcement text for interim dividend for FY 2026-2027,Corrigendum
21-Jul-2026 09:08:16,AURUM,Investor Presentation,Aurum PropTech Limited has informed the Exchange about Investor Presentation,Investor Presentation
21-Jul-2026 09:06:30,AUBANK,ESOP/ESOS/ESPS,AU Small Finance Bank Limited has informed the Exchange regarding Allotment of 303613  Shares.,ESOP/ESOS/ESPS
21-Jul-2026 09:00:03,AURUM,Investor Presentation,Aurum PropTech Limited has informed the Exchange about Investor Presentation,Investor Presentation
21-Jul-2026 08:41:13,GLENMARK,Press Release,"Glenmark Pharmaceuticals Limited has informed the Exchange regarding a press release dated July 21, 2026, titled ""Glenmark Receives U.S. FDA Approval to Expand the Use of RYALTRIS® Nasal Spray for Children Aged 6 to Less Than 12 Years"".",Press Release
21-Jul-2026 08:37:44,ACMESOLAR,Bagging/Receiving of orders/contracts,Acme Solar Holdings Limited has informed the Exchange about execution of Power Purchase Agreement,Bagging/Receiving of orders/contracts
21-Jul-2026 08:35:48,SOUTHWEST,Investor Presentation,South West Pinnacle Exploration Limited has informed the Exchange about Investor Presentation,Investor Presentation
21-Jul-2026 08:32:07,SOUTHWEST,Press Release,"South West Pinnacle Exploration Limited has informed the Exchange regarding a press release dated July 21, 2026, titled ""Q1 FY27 Revenue Grows 53% Q on Q to Rs. 617 Mn & PAT Grows 287% Q on Q to Rs. 93 Mn"".",Press Release
21-Jul-2026 07:23:00,LUPIN,Acquisition,"Lupin Limited has informed the Exchange about Lupin Inc. U.S.A., wholly owned subsidiary of the Company has entered into a licensing agreement in exchange of 332,000 Common Shares of Kaveri Therapeutics, Inc. U.S.A.",Acquisition
21-Jul-2026 00:58:16,CSM,Press Release,"CSM Technologies Limited has informed the Exchange regarding a press release dated July 21, 2026, titled CSM Technologies announces Audited Financial Results for the quarter and financial year ended 31st March 2026",Press Release
21-Jul-2026 00:53:42,CSM,Dividend,"CSM Technologies Limited has informed the Exchange that Board of Directors at its meeting held on July 20, 2026, recommended Final Dividend of Rs. 0.5 per equity share.",Dividend
21-Jul-2026 00:49:28,CSM,Outcome of Board Meeting,"CSM Technologies Limited has submitted to the Exchange, the Annual Audited financial results (standalone & consolidated) for the quarter and year ended March 31, 2026.",Outcome of Board Meeting
21-Jul-2026 00:17:05,ATHERENERG,Allotment of Securities,"Ather Energy Limited has informed the Exchange regarding allotment of 10815307 securities pursuant to Qualified Institution Placement held on July 20, 2026",Allotment of Securities
21-Jul-2026 00:08:41,CANHLIFE,Analysts/Institutional Investor Meet/Con. Call Updates,Canara HSBC Life Insurance Company Limited has informed the Exchange about Link of Recording,Analysts/Institutional Investor Meet/Con. Call Updates
21-Jul-2026 00:06:03,SHRIPISTON,Analysts/Institutional Investor Meet/Con. Call Updates,SPR Auto Technologies Limited has informed the Exchange about Schedule of meet,Analysts/Institutional Investor Meet/Con. Call Updates
20-Jul-2026 23:59:23,GUJRAFFIA,Quarterly Compliance Report on Corporate governance - within 21 days from the end of the quarter,Gujarat Raffia Industries Limited has informed regarding Submission of the Compliance Report on Corporate Governance for the Q_ FY 20__-__,Quarterly Compliance Report on Corporate governance - within 21 days from the end of the quarter
20-Jul-2026 23:50:44,GANGESSECU,Updates,"Ganges Securities Limited has informed the Exchange regarding 'Disclosure under Requlation 30 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015'.",Updates
20-Jul-2026 23:48:40,GUJRAFFIA,Structural Digital Database,uplaod sdd,Structural Digital Database
20-Jul-2026 23:40:46,AFFORDABLE,Shareholders meeting,Affordable Robotic & Automation Limited has informed the Exchange regarding Notice of Postal Ballot,Shareholders meeting
20-Jul-2026 23:39:04,MPHASIS,Shareholders meeting,Addendum to the Notice of 35th Annual General Meeting of the Company,Shareholders meeting
