symbol,company,sector,industry,market_cap,cmp,previous_close,ema20,ema50,ema100,ema200,sma50,sma200,supertrend,ichimoku_signal,trend_label,trend_score,rsi14,macd,macd_signal,macd_hist,adx14,roc20,stoch_rsi,momentum_score,volume,avg_volume_10d,avg_volume_30d,relative_volume,delivery_pct,obv,cmf,volume_score,support1,support2,resistance1,resistance2,pivot,vwap,atr14,entry_low,entry_high,stop_loss,target1,target2,target3,risk_reward,rs_rank,return_1m,return_3m,dist_52w_high_pct,rs_vs_nifty_1m,rs_vs_sector_1m,pe,pb,peg,ev_ebitda,roe,roce,debt_equity,revenue_growth,profit_growth,operating_margin,fcf,fundamental_score,revenue_surprise,profit_surprise,eps_growth,margin_expansion,guidance,order_book_growth,earnings_score,promoter_holding,promoter_pledge,fii_holding,dii_holding,mf_holding,insider_buying,institution_score,news_count_7d,news_sentiment,catalyst_strength,major_catalyst,risk_event,news_score,in_oi_spurt,oi_change_pct,fno_score,pcr,max_pain,liquidity_sweep,smart_money_score,technical_score,fundamental_score_final,earnings_score_final,news_score_final,institution_score,sector_score,macro_score,risk_score,value_z,momentum_z,quality_z,lowvol_z,growth_z,size_z,composite_factor_z,composite_factor_rank,earnings_within_21d,days_to_earnings,event_risk_score,tech_rating,analyst_rec,price_target_avg
RELIANCE,Reliance Industries Limited,Energy Minerals,Oil Refining/Marketing,17950913066406.0,1318.6,1323.1,,1321.6124105984431,,1377.2826398156717,1316.8939999999982,1413.119000000002,,,Bearish,33,53.01383422748383,-1.200073681387039,-5.127363055537693,3.9273,13.643171487754296,3.3466572615408587,91.45196867075124,80,824620.0,12466669.7,13935170.266666649,0.0596782557373559,46.5,,,33,1314.16,1309.73,1324.96,1331.33,1320.53,1320.5333333333333,23.30105149064113,1306.95,1330.25,1283.65,1341.9,1365.2,1388.5,0.67,33.0,-0.7078313253012116,-2.347626453380734,-18.19,-1.69,1.17,23.878986093831774,,,9.779263060457287,,,,15.00336391405993,-8.318252305321916,11.096072765804,,20,,,-8.318252305321916,,,,67,,,,,,,,0,,,,,,True,0.35,3.0,,,,3.0,52,20,67,,,42.0,50,40,0.36,-0.59,-0.66,0.74,-0.27,-3.02,-0.09,41.0,False,87.0,0.0,Neutral,1.021739,1673.26087
HDFCBANK,HDFC Bank Limited,Finance,Major Banks,12623670157844.0,769.85,777.6,,793.8976796922815,,852.0329206767484,779.4350000000017,884.0172499999983,,,Bearish,0,40.392659885944646,3.8421283935134634,9.162308891698478,-5.3202,20.325382737283704,-4.991978279649504,9.33415103749526,0,5800651.0,26905403.3,34352409.8,0.1807816057633015,61.94,,,33,767.0,764.15,772.6,775.35,769.75,769.75,16.791489478197352,761.45,778.25,744.66,786.64,803.43,820.22,0.67,26.0,-2.3900088753645266,-4.956790123456788,-24.56,-3.37,-2.45,15.62512685203978,2.0330044145125536,2.4688438167935867,,13.8043829232674,6.36128580809638,1.07215727136438,5.212582211861043,6.645021645021646,32.95187578164424,,40,,,6.645021645021646,,,,100,,,,,,,,0,,,,,,True,1.96,3.0,,,,3.0,7,40,100,,,57.0,50,40,0.63,-0.85,0.11,0.1,-0.41,-3.02,-0.09,42.0,False,90.0,0.0,Strong sell,1.034884,1047.113636
BHARTIARTL,Bharti Airtel Limited,Communications,Wireless Telecommunications,11904285653687.0,1949.0,1940.1,,1882.76428901162,,1895.7119634441392,1867.759999999998,1950.8984999999984,,,Bullish,83,60.585143361196856,20.531073021792963,18.370927981187428,2.1601,22.69309626522844,3.2254647529262277,53.36383884837064,80,350056.0,6049211.599999996,6556379.500000005,0.053111616780938,67.09,,,33,1943.34,1937.67,1953.34,1957.67,1947.67,1947.666666666667,34.44666823487916,1931.78,1966.22,1897.33,1983.45,2017.89,2052.34,0.67,55.0,3.985487915488452,5.339963247216515,-10.37,3.01,,44.46969489545401,7.965502060404417,,11.603722308166736,20.3215106088605,9.08236481301509,1.31098991926557,21.96002895045356,-20.523849590901182,31.7404423698221,18.919325939609443,40,,,-20.523849590901182,,,,67,,,,,,,,0,,,,,,True,-0.17,3.0,,,,3.0,72,40,67,,,16.0,50,45,-0.03,-0.31,0.0,0.85,-0.28,-3.02,0.05,59.0,True,14.0,3.0,Strong buy,1.161765,2294.558824
ICICIBANK,ICICI Bank Limited,Finance,Regional Banks,10344418184184.0,1470.8,1460.2,,1358.2487681606804,,1342.6335658458238,1327.836,1346.1289999999997,,,Bullish,100,74.83802188297054,32.88288821418223,29.435909754634856,3.447,34.23435106777427,6.533391279153994,88.96210861657903,80,2196183.0,11382813.900000032,14225427.033333335,0.1725255065483759,61.26,,,33,1466.3,1461.8,1474.6,1478.4,1470.1,1470.1,25.995401405013745,1457.8,1483.8,1431.81,1496.8,1522.79,1548.79,0.67,58.0,9.72025363670272,6.5797101449275335,-1.95,8.74,9.66,19.66836052420433,,2.5802722360591077,,16.0148883957153,9.55076371105473,0.6066876859418521,5.951187109652587,7.349985644559295,34.54095028467912,,80,,,7.349985644559295,,,,100,,,,,,,,0,,,,,,True,-0.26,3.0,,,,3.0,79,80,100,,,57.0,50,40,0.1,-0.18,0.27,0.55,-0.34,-3.02,0.08,64.0,False,90.0,0.0,Strong buy,1.0625,1688.413043
SBIN,State Bank of India,Finance,Regional Banks,9637688199741.0,1064.4,1060.0,,1028.7085775484893,,999.396000738962,1004.708,1017.3159999999998,,,Bullish,100,62.57063590289303,8.692519812840374,6.7952482519073785,1.8973,11.210061103498347,4.671059101189901,88.31347446614829,80,852230.0,9836851.00000002,11284814.16666668,0.0784960068197198,52.2,,,33,1057.54,1050.67,1069.14,1073.87,1062.27,1062.2666666666669,19.47380113882454,1054.66,1074.14,1035.19,1083.87,1103.35,1122.82,0.67,28.0,2.149712092130527,-4.1081081081081,-13.79,1.17,2.09,11.692925582284406,1.6481396762761955,2.3882947454153984,,15.3805889022211,6.660692553910601,1.3396637584022402,6.975820605233501,4.743220354585112,28.129242852760616,,60,,,4.743220354585112,,,,67,,,,,,,,0,,,,,,True,0.53,3.0,,,,3.0,79,60,67,,,57.0,50,45,0.97,-0.2,-0.02,0.58,-0.43,-2.99,0.18,74.0,True,10.0,3.0,Strong buy,1.2375,1215.85
TCS,Tata Consultancy Services Limited,Technology Services,Information Technology Services,8206726750366.0,2252.1,2251.1,,2220.917507641496,,2642.1672988736577,2196.322000000003,2719.149499999994,,,Neutral,50,59.44409847785723,14.15008551425035,-14.016887493472543,28.167,18.955410639608665,9.45808019441069,94.4661263235726,80,148469.0,5469233.0,4865595.133333334,0.0250314817639445,41.79,,,33,2242.3,2232.5,2260.9,2269.7,2251.1,2251.1000000000004,60.60799855514325,2221.8,2282.4,2161.19,2312.71,2373.32,2433.92,0.67,6.0,6.988123515439425,-12.709302325581396,-32.77,6.01,0.3,16.362368224122523,7.432337708317327,14.979722990740449,10.57654227293295,47.9890914172003,44.2125262461657,0.104302536644988,7.695160610272186,1.067516881423239,24.8826393193624,16.248170251226945,80,,,1.067516881423239,,,,67,,,,,,,,0,,,,,,True,0.13,3.0,,,,3.0,59,80,67,,,81.0,50,40,0.67,-1.17,1.18,0.29,-0.42,-2.81,0.11,67.0,False,85.0,0.0,Neutral,1.521277,2452.934783
BAJFINANCE,Bajaj Finance Limited,Finance,Finance/Rental/Leasing,6572742533889.0,1066.5,1064.0,,977.2480034139872,,947.5398374758372,956.4160000000004,970.2122500000014,,,Bullish,100,70.07293657931251,28.05027852711123,25.77476867557393,2.2755,36.12750667586649,5.55225653206651,68.40934963934234,80,391669.0,7563836.3,8719705.8,0.046434963113767,61.01,,,33,1062.36,1058.23,1069.16,1071.83,1065.03,1065.0333333333335,23.69654737656087,1054.65,1078.35,1030.96,1090.2,1113.89,1137.59,0.67,70.0,11.786593994025475,13.699360341151388,-3.27,10.81,11.73,34.94429882044561,5.817037084388654,2.468905475990609,27.25231002398351,18.052322754331,5.88770366680906,3.2266451939674603,18.3647764826221,13.77022291806456,43.7265523464435,,60,,,13.77022291806456,,,,100,,,,,,,,0,,,,,,True,0.38,3.0,,,,3.0,79,60,100,,,57.0,50,60,-0.31,0.1,-0.02,0.15,-0.05,-2.57,-0.03,49.0,True,9.0,3.0,Buy,1.472973,1084.738292
LICI,Life Insurance Corp. of India,Finance,Life/Health Insurance,5481242729858.0,434.0,433.0,,422.7444491134348,,421.78518800416833,417.8605000000002,422.88999999999913,,,Bullish,83,54.03132588136566,4.858063032313794,6.128240140795847,-1.2702,26.170778027463736,1.4255667211965466,2.708868557265976,60,42561.0,2761268.6,3849681.933333333,0.0136740956128389,41.69,,,33,432.59,431.17,434.89,435.77,433.47,433.4666666666667,9.258911258748654,429.37,438.63,420.11,443.26,452.52,461.78,0.67,55.0,0.7428040854224671,5.327023419487924,-7.36,-0.24,0.68,9.555787967193265,0.7524938104349843,0.5105926948225563,,7.459755123494731,7.459755123494731,0.0,10.315815415255356,18.90051547336372,5.59249360662008,,60,,,18.90051547336372,,,,100,,,,,,,,0,,,,,,True,0.11,3.0,,,,3.0,64,60,100,,,57.0,50,45,2.13,-0.28,-0.48,0.47,0.0,-2.36,0.37,89.0,True,16.0,3.0,Buy,1.23913,520.293478
LT,Larsen & Toubro Limited,Industrial Services,Engineering & Construction,5248406615601.0,3845.6,3838.8,,3974.534060242928,,3909.6320626385714,3992.9699999999984,3959.400000000001,,,Bearish,0,38.7441781713558,-64.56348356347962,-44.02545768780892,-20.538,26.060506538177147,-1.1947277819172168,34.70019109193794,20,66288.0,2280636.900000007,2122074.9000000004,0.0263229424926223,57.81,,,33,3836.56,3827.53,3857.06,3868.53,3848.03,3848.033333333333,69.43092432889708,3810.88,3880.32,3741.45,3915.03,3984.46,4053.89,0.67,24.0,-8.219570405727925,-5.513513513513515,-13.39,-9.2,-6.34,32.90212183436003,4.141364758024051,4.651407882954185,20.211735512233822,16.8428484034919,10.4602183989046,1.1482918808525602,11.78560370784602,6.944825693110064,8.67037685198086,,40,,,6.944825693110064,,,,100,,,,,,,,0,,,,,,True,0.0,3.0,,,,3.0,15,40,100,,,87.0,50,60,-0.08,-0.4,-0.4,0.51,-0.1,-2.31,-0.09,39.0,True,7.0,3.0,Sell,1.344828,4422.896552
HINDUNILVR,Hindustan Unilever Limited,Consumer Non-Durables,Household/Personal Care,5037758954208.0,2143.7,2139.7,,2171.648966531757,,2264.3016332402326,2172.247999999997,2293.2488699612554,,,Bearish,0,47.81339203764772,-12.846287678545195,-11.339615966391763,-1.5067,12.122106690779123,0.3698848206760762,53.25866995601322,40,21049.0,1565222.8000000005,1603286.6666666667,0.0115757703711203,58.01,,,33,2137.24,2130.77,2147.94,2152.17,2141.47,2141.4666666666667,38.38053249586194,2124.51,2162.89,2086.13,2182.08,2220.46,2258.84,0.67,20.0,-2.9824402606806704,-7.215200831024943,-20.82,-3.96,-2.0,33.49688266637499,10.334267789865676,0.7957989983581673,33.03163275542584,21.5261715287189,21.0234057797946,0.0303247912349453,3.84341185976141,41.20266179494647,20.858315407265,,100,,,41.20266179494647,,,,67,,,,,,,,0,,,,,,True,0.0,3.0,,,,3.0,23,100,67,,,33.0,50,35,-0.16,-0.74,0.32,1.16,-0.42,-2.27,0.03,54.0,True,7.0,3.0,Sell,1.434211,2569.394737
