index,ticker,close,prev_close,pct_change
NIFTY_50,^NSEI,24247.3,24238.5,0.04
NIFTY_BANK,^NSEBANK,58171.75,57945.0,0.39
NIFTY_NEXT_50,^NSMIDCP,72643.05,71828.4,1.13
INDIA_VIX,^INDIAVIX,12.97,12.98,-0.12
SENSEX,^BSESN,77708.52,78151.45,-0.57
