symbol,sector,nifty_sector_index,perf_1w,perf_1m,nifty_1w,nifty_1m,sector_1m,rs_vs_nifty_1w,rs_vs_nifty_1m,rs_vs_sector_1m
RELIANCE,Energy Minerals,NIFTY_ENERGY,2.2170542635658843,-0.7078313253012116,0.82,0.98,-1.88,1.4,-1.69,1.17
HDFCBANK,Finance,NIFTY_FIN_SERVICE,-5.120778900665511,-2.3900088753645266,0.82,0.98,0.06,-5.94,-3.37,-2.45
BHARTIARTL,Communications,,3.3952254641909816,3.985487915488452,0.82,0.98,,2.58,3.01,
ICICIBANK,Finance,NIFTY_FIN_SERVICE,5.057142857142854,9.72025363670272,0.82,0.98,0.06,4.24,8.74,9.66
SBIN,Finance,NIFTY_FIN_SERVICE,3.0097745088551378,2.149712092130527,0.82,0.98,0.06,2.19,1.17,2.09
TCS,Technology Services,NIFTY_IT,3.1700948279811176,6.988123515439425,0.82,0.98,6.69,2.35,6.01,0.3
BAJFINANCE,Finance,NIFTY_FIN_SERVICE,5.908639523336643,11.786593994025475,0.82,0.98,0.06,5.09,10.81,11.73
LICI,Finance,NIFTY_FIN_SERVICE,-1.3187812642110075,0.7428040854224671,0.82,0.98,0.06,-2.14,-0.24,0.68
LT,Industrial Services,NIFTY_ENERGY,-1.1921891058581728,-8.219570405727925,0.82,0.98,-1.88,-2.01,-9.2,-6.34
HINDUNILVR,Consumer Non-Durables,NIFTY_FMCG,0.8799999999999915,-2.9824402606806704,0.82,0.98,-0.98,0.06,-3.96,-2.0
SUNPHARMA,Health Technology,NIFTY_PHARMA,1.586387434554971,6.376096491228068,0.82,0.98,5.88,0.77,5.4,0.5
INFY,Technology Services,NIFTY_IT,-1.7692724318468955,2.438105996422865,0.82,0.98,6.69,-2.59,1.46,-4.25
MARUTI,Consumer Durables,NIFTY_AUTO,-1.3730817240619722,-0.385642242657965,0.82,0.98,1.05,-2.19,-1.37,-1.44
ADANIENT,Distribution Services,NIFTY_FIN_SERVICE,0.8265244960408789,5.936360623135562,0.82,0.98,0.06,0.01,4.96,5.88
ADANIPORTS,Transportation,NIFTY_AUTO,1.187269829055139,-0.065143043265828,0.82,0.98,1.05,0.37,-1.05,-1.12
ADANIPOWER,Utilities,NIFTY_ENERGY,1.4652183961174097,-5.260886452893702,0.82,0.98,-1.88,0.65,-6.24,-3.38
AXISBANK,Finance,NIFTY_FIN_SERVICE,-5.007196424513288,-7.576650943396224,0.82,0.98,0.06,-5.83,-8.56,-7.64
TITAN,Consumer Durables,NIFTY_AUTO,1.438927464081393,6.552752293577978,0.82,0.98,1.05,0.62,5.57,5.5
M&M,Consumer Durables,NIFTY_AUTO,1.0893944248638257,1.4469453376205788,0.82,0.98,1.05,0.27,0.47,0.4
KOTAKBANK,Finance,NIFTY_FIN_SERVICE,0.0782268578878778,-4.645962732919251,0.82,0.98,0.06,-0.74,-5.63,-4.71
ITC,Consumer Non-Durables,NIFTY_FMCG,1.2712623097582851,-2.415458937198068,0.82,0.98,-0.98,0.45,-3.4,-1.44
ULTRACEMCO,Non-Energy Minerals,NIFTY_METAL,4.78101552957599,6.17982494916453,0.82,0.98,-3.17,3.96,5.2,9.35
NTPC,Utilities,NIFTY_ENERGY,-0.3156384505021586,-4.01989225031082,0.82,0.98,-1.88,-1.14,-5.0,-2.14
HCLTECH,Technology Services,NIFTY_IT,2.058333333333337,10.333333333333336,0.82,0.98,6.69,1.24,9.35,3.64
ONGC,Energy Minerals,NIFTY_ENERGY,-0.5119047619047588,2.20546269873624,0.82,0.98,-1.88,-1.33,1.23,4.09
JSWSTEEL,Non-Energy Minerals,NIFTY_METAL,3.2160639947759444,-1.9006982156710628,0.82,0.98,-3.17,2.4,-2.88,1.27
HAL,Electronic Technology,NIFTY_IT,-0.4301456730449556,1.7953077184631037,0.82,0.98,6.69,-1.25,0.82,-4.89
BEL,Electronic Technology,NIFTY_IT,-0.1099303774276402,-4.440289787333489,0.82,0.98,6.69,-0.93,-5.42,-11.13
BAJAJFINSV,Finance,NIFTY_FIN_SERVICE,-0.7800891530460647,5.585046306754014,0.82,0.98,0.06,-1.6,4.61,5.53
BAJAJ_AUTO,Consumer Durables,NIFTY_AUTO,3.0159118727050185,3.813893822774818,0.82,0.98,1.05,2.2,2.83,2.76
ETERNAL,Technology Services,NIFTY_IT,0.4239533651298316,10.603112840466926,0.82,0.98,6.69,-0.4,9.62,3.91
NESTLEIND,Consumer Non-Durables,NIFTY_FMCG,2.735283750440603,4.540889526542321,0.82,0.98,-0.98,1.92,3.56,5.52
POWERGRID,Utilities,NIFTY_ENERGY,2.550026562776692,0.2076483820730308,0.82,0.98,-1.88,1.73,-0.77,2.09
COALINDIA,Energy Minerals,NIFTY_ENERGY,0.2907314804046982,-4.665045323900071,0.82,0.98,-1.88,-0.53,-5.65,-2.79
ASIANPAINT,Process Industries,NIFTY_METAL,3.6751152073732647,-1.9325075375059129,0.82,0.98,-3.17,2.86,-2.91,1.24
DMART,Retail Trade,NIFTY_FMCG,-0.258216550928832,-7.364548650725273,0.82,0.98,-0.98,-1.08,-8.34,-6.38
ADANIGREEN,Utilities,NIFTY_ENERGY,-0.9967637540453134,1.4323607427055642,0.82,0.98,-1.88,-1.82,0.45,3.31
SHRIRAMFIN,Finance,NIFTY_FIN_SERVICE,0.4807692307692308,4.327859032596218,0.82,0.98,0.06,-0.34,3.35,4.27
TATASTEEL,Non-Energy Minerals,NIFTY_METAL,0.2570969469737644,-6.057716436637387,0.82,0.98,-3.17,-0.56,-7.04,-2.89
HINDZINC,Non-Energy Minerals,NIFTY_METAL,-0.7170487781866342,-6.54529307282416,0.82,0.98,-3.17,-1.54,-7.53,-3.38
GRASIM,Non-Energy Minerals,NIFTY_METAL,0.5385595920968799,0.6315588019520967,0.82,0.98,-3.17,-0.28,-0.35,3.8
HINDALCO,Non-Energy Minerals,NIFTY_METAL,-1.3433609958506272,-4.704408817635275,0.82,0.98,-3.17,-2.16,-5.68,-1.53
EICHERMOT,Consumer Durables,NIFTY_AUTO,4.933167975747554,0.8609271523178808,0.82,0.98,1.05,4.11,-0.12,-0.19
ADANIENSOL,Utilities,NIFTY_ENERGY,5.090931208563958,12.928104575163395,0.82,0.98,-1.88,4.27,11.95,14.81
INDIGO,Transportation,NIFTY_AUTO,2.66653643289705,4.86252444231613,0.82,0.98,1.05,1.85,3.88,3.81
IOC,Energy Minerals,NIFTY_ENERGY,3.819117327342548,-1.1863705338667396,0.82,0.98,-1.88,3.0,-2.17,0.69
