symbol,close,score,perf_1m,rs_vs_nifty_1m,rs_vs_sector_1m,deliv_pct,pct_change_oi,upside_to_target_pct,atr,stop_1_5atr,target_5pct,earnings_within_21d,event_risk_score,tech_rating,sector
PFOCUS,286.61,13,19.42083333333334,18.44,20.4,63.45,,28.05,12.90521182041556,267.25,300.94,False,0,Buy,Consumer Services
IPCALAB,1828.2,13,17.872340425531917,16.89,11.99,52.82,,6.38,56.40363294038746,1743.59,1919.61,False,0,Buy,Health Technology
J&KBANK,184.33,13,13.15531000613874,12.18,13.1,43.88,,9.45,7.206408214453661,173.52,193.55,False,0,Strong buy,Finance
DEEPAKNTR,1694.7,12,1.606810959889679,0.63,4.78,52.6,,14.82,51.88525988515104,1616.87,1779.44,False,0,Buy,Process Industries
ZYDUSLIFE,1146.2,12,6.68279970215934,5.7,0.8,49.91,0.25,3.08,24.52337848350645,1109.41,1203.51,False,0,Buy,Health Technology
ANANDRATHI,2089.3,12,16.072222222222234,15.09,16.01,52.63,,4.16,54.286687236129296,2007.87,2193.77,False,0,Buy,Finance
NYKAA,324.3,12,8.389037433155089,7.41,9.37,60.86,-0.03,2.42,7.476867120105679,313.08,340.52,False,0,Buy,Retail Trade
GODREJIND,1351.3,12,21.008328109608662,20.03,24.18,32.09,,6.79,50.006331134524736,1276.29,1418.86,False,0,Buy,Process Industries
ENDURANCE,2733.1,12,4.312812488072974,3.33,3.26,59.4,,12.69,72.59942164475058,2624.2,2869.76,False,0,Buy,Producer Manufacturing
KIRLOSENG,2227.8,12,11.876663486164828,10.9,10.83,47.91,,22.09,112.31388946777746,2059.33,2339.19,False,0,Buy,Producer Manufacturing
KARURVYSYA,328.1,12,10.938292476754023,9.96,10.88,34.26,,7.22,11.311834069259518,311.13,344.51,False,0,Strong buy,Finance
UNIONBANK,178.4,12,1.3060760931289106,0.33,1.25,42.87,0.39,15.18,5.554253101840201,170.07,187.32,False,0,Strong buy,Finance
HDBFS,731.5,11,5.093024926370239,4.11,5.03,51.46,,13.48,19.75445304684639,701.87,768.08,False,0,Buy,Finance
SHYAMMETL,1061.05,11,8.281457291560361,7.3,7.23,32.15,,4.42,31.94857591800689,1013.13,1114.1,False,0,Strong buy,Producer Manufacturing
CUPID,211.94,11,24.487518355359764,23.51,25.47,20.65,,6.63,11.21805131393464,195.11,222.54,False,0,Buy,Consumer Non-Durables
PRESTIGE,1670.9,11,11.393333333333338,10.41,11.33,42.14,0.42,8.04,49.56063476896618,1596.56,1754.45,False,0,Buy,Finance
FEDERALBNK,354.0,11,10.625,9.64,10.56,40.77,0.09,0.51,7.963354770507768,342.05,371.7,False,0,Strong buy,Finance
RADICO,4142.1,11,11.978913219789142,11.0,12.96,53.5,1.48,1.23,86.93551814263567,4011.7,4349.21,False,0,Buy,Consumer Non-Durables
AIAENG,4646.5,11,2.775934527759345,1.8,1.73,47.3,,11.48,141.26902841711555,4434.6,4878.82,False,0,Neutral,Producer Manufacturing
BHEL,413.95,11,1.983247105198328,1.0,0.93,36.54,0.25,7.86,15.44283358472401,390.79,434.65,False,0,Strong buy,Producer Manufacturing
