symbol,close,rsi,adx,tech_rating,perf_1m,above_sma200,score
GRANULES,890.6,68.03581653060027,39.61301109265277,Strong buy,14.443587766640965,True,6
PFOCUS,286.61,66.05418943227872,31.310212525338184,Buy,19.42083333333334,True,6
CUB,226.6,63.97302079844847,32.806262148306324,Buy,14.444444444444445,True,6
ETERNAL,284.25,58.37262568096559,37.34462761096724,Buy,10.603112840466926,True,6
GRINDWELL,2118.1,52.972762854116574,44.70387342188821,Buy,0.4314841156946377,True,6
TORNTPHARM,4972.6,62.92592400146543,33.55143439444347,Buy,12.56083482355073,True,6
PIDILITIND,1577.1,53.97513827037125,25.389907675534417,Buy,0.3244274809160247,True,6
NEULANDLAB,19041.0,60.64509025070311,27.3077791214306,Buy,11.168846333489023,True,6
CREDITACC,1503.2,55.925787768407226,28.093728736873896,Buy,5.888982812059746,True,6
CGCL,248.67,65.06361848118073,62.79636636653382,Buy,13.026680605427025,True,6
ADANIGREEN,1529.6,52.85250695814344,27.877547030917565,Buy,1.4323607427055642,True,6
IIFL,558.3,60.67250766654037,26.77648264732137,Strong buy,6.140684410646379,True,6
INDIGO,5255.5,56.83576441161245,29.640373946840043,Buy,4.86252444231613,True,6
DIVISLAB,7291.5,69.7518106142154,38.33898317919914,Buy,7.385861561119293,True,6
TITAN,4645.7,68.09637419571006,31.72560973024441,Buy,6.552752293577978,True,6
LALPATHLAB,1693.7,54.88503933229725,25.353866054897605,Buy,2.0178291772075654,True,6
SHYAMMETL,1061.05,69.74119136330731,31.711229808498192,Strong buy,8.281457291560361,True,6
ACUTAAS,3668.3,65.76561399768407,35.02168628258717,Buy,16.383768520574893,True,6
CUPID,211.94,62.673860977995744,26.185885419978543,Buy,24.487518355359764,True,6
MAXHEALTH,1100.3,53.43505726738713,25.98064393362778,Buy,1.5224211109060712,True,6
MARICO,854.9,59.39585995090174,38.71643255520042,Buy,4.205265724037055,True,6
BHARATFORG,2208.9,66.43392268943232,28.86684022006226,Strong buy,8.753877209393934,True,6
NYKAA,324.3,66.06090186669206,46.65981333097732,Buy,8.389037433155089,True,6
SHREECEM,27070.0,61.73654256970293,25.236420637587702,Strong buy,6.785009861932939,True,6
OFSS,11600.0,67.90120238039566,38.43434872511256,Buy,26.08695652173913,True,6
