symbol,latest_oi,prev_oi,change_in_oi,pct_change_oi,volume,fut_value,opt_value,prem_value,underlying_value
OFSS,45567,41769,3798,9.09,23302,41013.60211,22848861955,4098.51955,10777
NAM-INDIA,16465,15571,894,5.74,3794,3316.81537,2380284718,241.59718,1140
DRREDDY,93926,89661,4265,4.76,48513,27449.52956,32830784693,4739.15943,1179
NIFTY,7558605,7349001,209604,2.85,2330404,54109.06621,3645144892589,113527.56589,23941
ADANIGREEN,73618,71791,1827,2.54,11637,26889.60762,7639116942,1100.94942,1472
SONACOMS,27459,26951,508,1.88,4393,9121.80545,2983650951,430.26201,724
HINDPETRO,43687,42959,728,1.69,9051,15844.81965,5537235350,739.16975,394
BAJAJ-AUTO,106296,104611,1685,1.61,22765,5952.15414,18492646650,1304.5665,11019
NHPC,43522,43027,495,1.15,1615,3632.51966,539843474,64.10124,80
SRF,59715,59096,619,1.05,6384,4162.59564,3304559542,345.21542,2818
MIDCPNIFTY,149465,147924,1541,1.04,22767,2445.93096,39895331803,1851.05803,14558
RADICO,8875,8784,91,1.04,278,702.27918,105283824,13.86324,4152
ETERNAL,136563,135258,1305,0.96,24623,22614.24656,15378147103,1906.63103,289
MPHASIS,28976,28701,275,0.96,854,2230.47695,319992461,49.59061,2274
BANKNIFTY,1523195,1508771,14424,0.96,320596,38873.4993,549662774337,26013.20337,56874
MARICO,21566,21363,203,0.95,912,1761.33072,780040320,75.0432,862
GODFRYPHLP,12646,12530,116,0.93,878,999.7488,431507769,20.43019,2069
VMM,13675,13550,125,0.92,279,1045.53584,47403803,6.61928,112
INFY,605393,600234,5159,0.86,27580,26858.88236,9086016868,1547.54868,1052
TORNTPHARM,61018,60511,507,0.84,1205,4636.0735,289549077,22.67827,5040
KALYANKJIL,101767,100992,775,0.77,7483,6383.83315,5480223736,1132.64986,594
LAURUSLABS,37949,37686,263,0.7,788,5846.99827,476608600,71.791,1579
LUPIN,24623,24469,154,0.63,1584,4288.87696,1208924289,105.94289,2405
INDIGO,89292,88737,555,0.63,5262,7142.95894,3356017276,533.02276,5115
MOTILALOFS,12764,12691,73,0.58,169,438.22243,83954812,6.73312,948
TATACONSUM,49355,49085,270,0.55,1296,1969.4642,601713777,90.88777,1097
INDUSINDBK,99360,98828,532,0.54,37480,40440.19973,23675568133,3334.38133,1072
BANDHANBNK,86951,86487,464,0.54,7597,7575.81372,4199923008,744.31008,174
SHREECEM,19198,19099,99,0.52,490,1549.21106,166303924,13.47674,26690
VBL,71730,71367,363,0.51,1345,1926.88837,616525650,61.51275,461
BHARATFORG,26417,26284,133,0.51,430,2459.38415,223585995,23.45995,2184
POWERGRID,55861,55584,277,0.5,620,1900.0703,152517256,13.48506,289
NIFTYNXT50,1651,1643,8,0.49,22,108.2928,30281278,0.56278,72162
ONGC,86329,85915,414,0.48,2812,4219.11135,1192069732,107.01607,251
WAAREEENER,92630,92197,433,0.47,2805,8806.30429,453685153,54.40153,2698
CIPLA,62637,62350,287,0.46,3186,2831.2508,1637369029,208.81529,1416
GODREJCP,29290,29160,130,0.45,464,966.5402,155006235,21.21235,1071
SBIN,233776,232775,1001,0.43,9266,8504.72407,6394028190,426.3069,1025
CANBK,91249,90889,360,0.4,820,4233.85515,285885247,52.49947,126
HEROMOTOCO,75441,75156,285,0.38,1917,2981.09545,1156451100,70.086,4985
JINDALSTEL,36051,35916,135,0.38,348,968.46637,135006443,18.18943,1048
MOTHERSON,41221,41071,150,0.37,393,1741.50349,178283211,14.24586,143
POLICYBZR,48759,48587,172,0.35,318,1080.43586,66777385,7.18385,1552
PIIND,31627,31516,111,0.35,518,449.84002,203301035,16.31035,2690
ADANIPOWER,87643,87340,303,0.35,4171,5732.39374,2793119055,380.17305,217
DABUR,45396,45240,156,0.34,393,824.944,130958587,20.14837,427
CAMS,19003,18942,61,0.32,168,152.05311,93649866,7.05366,772
PETRONET,26757,26672,85,0.32,381,888.09838,114029602,15.44852,280
HDFCBANK,904832,902201,2631,0.29,26274,18160.58595,11367490621,670.91121,753
M&M,154715,154267,448,0.29,2406,3834.312,1169846220,100.9022,3173
HINDALCO,125837,125474,363,0.29,2936,5918.22588,1383186140,130.5514,949
HAVELLS,41841,41721,120,0.29,421,609.2509,198367800,15.478,1209
