identifier,instrument,underlying,expiry,option_type,strike,last_price,contracts_traded,turnover,open_interest,underlying_value,pct_change
OPTIDXNIFTY28-07-2026PE23900.00,Index Options,NIFTY,28-Jul-2026,Put,23900,125.75,126233,11766.17793,90218,23929.7,7.754927163667523
OPTIDXNIFTY28-07-2026CE24000.00,Index Options,NIFTY,28-Jul-2026,Call,24000,103.2,98154,6290.68986,218356,23929.7,-30.033898305084747
OPTIDXNIFTY28-07-2026CE23900.00,Index Options,NIFTY,28-Jul-2026,Call,23900,150.05,93590,8709.532195,56303,23929.7,-25.51501613303549
OPTIDXNIFTY28-07-2026CE24200.00,Index Options,NIFTY,28-Jul-2026,Call,24200,44.0,85213,2367.302353,227147,23929.7,-37.23252496433666
OPTIDXNIFTY28-07-2026PE23800.00,Index Options,NIFTY,28-Jul-2026,Put,23800,85.1,84690,5514.208245,100724,23929.7,4.609711124769515
OPTIDXNIFTY28-07-2026PE24000.00,Index Options,NIFTY,28-Jul-2026,Put,24000,178.95,78053,10169.7205025,182120,23929.7,10.599505562422744
OPTIDXNIFTY28-07-2026PE23700.00,Index Options,NIFTY,28-Jul-2026,Put,23700,55.5,62153,2699.4912489999997,86002,23929.7,1.1850501367365542
OPTIDXNIFTY28-07-2026PE23500.00,Index Options,NIFTY,28-Jul-2026,Put,23500,23.35,55337,1024.3985440000001,128903,23929.7,-5.273833671399594
OPTIDXNIFTY28-07-2026CE24100.00,Index Options,NIFTY,28-Jul-2026,Call,24100,68.05,54873,2335.8613005,143495,23929.7,-34.346357935359386
OPTIDXNIFTY28-07-2026CE24700.00,Index Options,NIFTY,28-Jul-2026,Call,24700,5.8,52932,195.42494399999998,88477,23929.7,-33.333333333333336
OPTIDXNIFTY28-07-2026PE23850.00,Index Options,NIFTY,28-Jul-2026,Put,23850,104.3,52417,4096.3623415,31390,23929.7,6.919528446950282
OPTIDXNIFTY28-07-2026CE24500.00,Index Options,NIFTY,28-Jul-2026,Call,24500,11.65,51388,390.137696,148694,23929.7,-39.79328165374677
OPTIDXNIFTY28-07-2026CE24300.00,Index Options,NIFTY,28-Jul-2026,Call,24300,27.95,50056,894.100272,118117,23929.7,-39.76293103448276
OPTIDXNIFTY28-07-2026PE23950.00,Index Options,NIFTY,28-Jul-2026,Put,23950,150.85,48470,5374.8383,58706,23929.7,8.408192597915917
OPTIDXNIFTY28-07-2026CE25000.00,Index Options,NIFTY,28-Jul-2026,Call,25000,3.1,43551,87.18910199999999,201396,23929.7,-26.19047619047619
OPTIDXNIFTY28-07-2026CE24400.00,Index Options,NIFTY,28-Jul-2026,Call,24400,17.85,43412,496.63328,80796,23929.7,-40.59900166389351
OPTIDXNIFTY28-07-2026CE24050.00,Index Options,NIFTY,28-Jul-2026,Call,24050,84.0,42552,2217.959172,84404,23929.7,-32.23073820088745
OPTIDXNIFTY28-07-2026CE23950.00,Index Options,NIFTY,28-Jul-2026,Call,23950,124.9,41457,3211.2799485,49883,23929.7,-27.235653946985146
OPTIDXNIFTY28-07-2026CE24600.00,Index Options,NIFTY,28-Jul-2026,Call,24600,7.75,40334,205.017722,86417,23929.7,-38.976377952755904
OPTIDXNIFTY28-07-2026CE24150.00,Index Options,NIFTY,28-Jul-2026,Call,24150,54.9,36323,1248.7302554999999,67790,23929.7,-35.75190169689877
