symbol,close,score,perf_1m,rs_vs_nifty_1m,rs_vs_sector_1m,deliv_pct,pct_change_oi,upside_to_target_pct,atr,stop_1_5atr,target_5pct,earnings_within_21d,event_risk_score,tech_rating,sector
NESTLEIND,1443.5,13,3.5509325681492108,3.36,5.18,56.32,-3.85,10.07,33.117938738202334,1393.82,1515.68,False,0,Buy,Consumer Non-Durables
SHYAMMETL,1027.45,13,6.053881090008267,5.86,4.65,48.32,,12.7,33.233142390828206,977.6,1078.82,False,2,Buy,Producer Manufacturing
ADANIENSOL,1702.2,13,13.555703802535026,13.37,15.95,33.21,0.57,5.1,57.08742803813113,1616.57,1787.31,False,0,Buy,Utilities
ATHERENERG,1208.7,13,19.791873141724484,19.6,18.39,47.89,,11.28,55.65518679606248,1125.22,1269.14,False,0,Buy,Consumer Durables
GODREJIND,1332.2,13,16.85964912280702,16.67,21.27,40.89,,8.32,49.44051783204166,1258.04,1398.81,False,0,Buy,Process Industries
AEGISVOPAK,292.64,12,25.177517323979803,24.99,23.78,28.93,,6.44,15.51511576885645,269.37,307.27,False,0,Buy,Transportation
KARURVYSYA,338.9,12,15.863247863247857,15.67,13.97,54.27,,6.42,11.721528589709608,321.32,355.84,False,0,Buy,Finance
PFOCUS,289.29,12,37.88846520495711,37.7,39.52,36.72,,26.86,12.860969262087195,270.0,303.75,False,0,Strong buy,Consumer Services
MOTHERSON,145.55,12,1.7832167832167911,1.59,0.38,40.07,-2.41,6.66,4.021259849675229,139.52,152.83,False,0,Buy,Producer Manufacturing
ANANDRATHI,2042.1,12,6.581419624217114,6.39,4.69,53.24,,6.57,55.5070862663699,1958.84,2144.2,False,0,Neutral,Finance
NYKAA,322.8,12,5.836065573770496,5.65,7.47,47.2,-3.56,3.78,7.734997888385322,311.2,338.94,False,0,Buy,Retail Trade
LAURUSLABS,1601.2,12,7.897574123989221,7.71,5.24,31.4,9.69,0.55,40.02269345945606,1541.17,1681.26,False,0,Strong buy,Health Technology
INDHOTEL,727.45,12,0.4765193370165809,0.29,2.11,48.53,-6.37,14.19,16.3428480037896,702.94,763.82,False,0,Buy,Consumer Services
IPCALAB,1762.7,12,9.145510835913315,8.96,6.49,42.98,,10.34,57.41895153010302,1676.57,1850.84,False,0,Neutral,Health Technology
TVSHLTD,14633.0,11,9.04687383560623,8.86,7.65,54.13,,11.37,434.2964996741556,13981.56,15364.65,False,0,Buy,Producer Manufacturing
M&MFIN,356.5,11,21.79706183805945,21.61,19.91,44.13,,15.62,14.5495127409847,334.68,374.32,False,0,Buy,Finance
WELCORP,1596.9,11,14.06428571428572,13.87,12.66,24.37,,6.38,54.40493360111675,1515.29,1676.74,False,0,Buy,Producer Manufacturing
LODHA,1144.1,11,25.62174032390886,25.43,23.73,43.06,-6.57,16.04,41.15493411466165,1082.37,1201.3,False,0,Buy,Finance
BHEL,417.3,11,4.038893044128643,3.85,2.64,38.71,-0.36,7.0,14.896469580355612,394.96,438.16,False,0,Buy,Producer Manufacturing
CUPID,213.43,11,17.140504939626794,16.95,18.77,31.77,,5.89,10.505837211422364,197.67,224.1,False,0,Buy,Consumer Non-Durables
