symbol,swing_high_20d,swing_low_20d,swing_low_50d,base_high,base_low,base_length_days,breakout_20d_high,volume_20d_avg,volume_ratio_vs_20d,consolidation_atr_pct,pct_from_base_high,bars_available
ADANIENT,3245.0,2955.0,2647.5,,,,False,1856490.1,0.69,3.759,,250
ADANIPORTS,1891.1,1755.2,1744.3,,,,False,1706019.4,0.988,3.706,,250
ADANIPOWER,229.8,210.1,210.1,229.8,210.1,20.0,False,33569285.2,0.872,2.907,-7.023,250
AXISBANK,1392.6,1210.6,1210.6,,,,False,7942453.75,1.018,6.021,,250
BAJFINANCE,1074.4,975.3,860.45,,,,False,9302640.75,1.98,3.941,,250
BHARTIARTL,1966.0,1833.1,1768.6,,,,False,6162350.0,0.728,3.729,,250
HDFCBANK,843.0,737.25,732.3,,,,False,34232716.7,0.696,6.606,,250
HINDUNILVR,2239.3,2091.0,2065.7,,,,False,1750529.45,0.916,4.316,,250
ICICIBANK,1480.0,1366.1,1213.7,,,,False,13088753.9,0.831,4.307,,250
INFY,1116.8,982.4,982.4,,,,False,13525159.0,2.147,4.444,,250
KOTAKBANK,405.0,368.4,368.4,,,,False,19610514.7,0.679,4.152,,250
LICI,447.6,416.6,388.85,,,,False,2628656.4,0.328,3.28,,250
LT,4252.0,3720.0,3720.0,,,,False,2096425.35,0.951,7.86,,250
M&M,3250.0,3061.8,2900.3999,3250.0,3061.8,20.0,False,2420675.3,0.882,2.786,-2.726,250
MARUTI,14598.0,13197.0,12700.0,,,,False,539676.95,0.414,4.804,,250
RELIANCE,1345.9,1249.8,1249.8,,,,False,12693438.4,0.773,3.831,,250
SBIN,1067.0,1000.8,933.9,,,,False,11058987.1,1.248,3.197,,250
SUNPHARMA,1966.5,1855.9,1756.8,,,,False,1993562.2,0.792,3.442,,250
TCS,2283.3999,1976.8,1976.8,,,,False,4828298.7,0.665,5.036,,250
TITAN,4733.0,4266.6001,3962.8,,,,False,917740.55,0.56,6.305,,250
