date,symbol,subject,details,category
25-Jul-2026 02:14:21,GRINDWELL,Shareholders meeting,"Grindwell Norton Limited has informed the Exchange regarding Proceedings of Annual General Meeting held on July 24, 2026",Shareholders meeting
25-Jul-2026 01:18:11,GRINDWELL,Shareholders meeting,"Grindwell Norton Limited has submitted the Exchange a copy Srutinizers report of  Annual General Meeting held on July 24, 2026. Further, the company has informed the Exchange regarding voting results.",Shareholders meeting
25-Jul-2026 00:45:25,POONAWALLA,Shareholders meeting,"Poonawalla Fincorp Limited has informed the Exchange regarding Proceedings of Annual General Meeting held on July 24, 2026. Further, the company has submitted the Exchange a copy of Srutinizers report along with voting results.",Shareholders meeting
25-Jul-2026 00:23:12,YESBANK,General Updates,"Intimation under Regulation 30 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015 ( SEBI Listing Regulations )",General Updates
25-Jul-2026 00:14:28,YESBANK,General Updates,Business Responsibility and Sustainability Reporting for the FY 2025-26,General Updates
24-Jul-2026 23:57:58,VIKRAN,General Updates,Vikran Engineering Limited has informed the Exchange about Redemption of Non-Convertible Debentures of Rs. 15 Crores,General Updates
24-Jul-2026 23:55:43,KITEX,Scheme of Arrangement,"Kitex Garments Limited has informed the Exchange about  Update on Scheme of Arrangement being the proceedings of meetings convened on July 24, 2026 pursuant to the order of Hon''ble NCLT, Kochi Bench for considering the Scheme of Arrangement between Kitex Childrenswear Ltd and Kitex Garments Ltd and",Scheme of Arrangement
24-Jul-2026 23:52:50,SHRIRAMFIN,Analysts/Institutional Investor Meet/Con. Call Updates,Shriram Finance Limited has informed the Exchange about Link of Recording,Analysts/Institutional Investor Meet/Con. Call Updates
24-Jul-2026 23:42:01,5PAISA,Resignation,5Paisa Capital Limited has informed the Exchange about change in management,Resignation
24-Jul-2026 23:11:09,YESBANK,Shareholders meeting,"Notice of the 22nd Annual General Meeting ( AGM ) of the YES Bank Limited for FY 2025-26 scheduled to be held on Wednesday, August 19, 2026",Shareholders meeting
24-Jul-2026 23:06:02,STLTECH,Shareholders meeting,"Sterlite Technologies Limited has informed the Exchange regarding Notice of Annual General Meeting to be held on August 19, 2026",Shareholders meeting
24-Jul-2026 23:05:02,GRPLTD,Investor Presentation,GRP Limited has informed the Exchange about Investor Presentation,Investor Presentation
24-Jul-2026 23:02:01,LAURUSLABS,Analysts/Institutional Investor Meet/Con. Call Updates,Laurus Labs Limited has informed the Exchange about Link of Recording,Analysts/Institutional Investor Meet/Con. Call Updates
24-Jul-2026 22:59:13,GANDHAR,Disruption of Operations,Gandhar Oil Refinery (India) Limited has informed the Exchange about impact on Operations due to Flooding caused by Unprecedented Heavy Rains at the Company's Silvassa Plant.,Disruption of Operations
24-Jul-2026 22:48:15,IEX,Analysts/Institutional Investor Meet/Con. Call Updates,Indian Energy Exchange Limited has informed the Exchange about Link of Recording,Analysts/Institutional Investor Meet/Con. Call Updates
24-Jul-2026 22:48:04,SASKEN,General Updates,Sasken Technologies Limited has informed the Exchange about General Updates,General Updates
24-Jul-2026 22:39:24,ONESOURCE,Updates,Onesource Specialty Pharma Limited has informed the Exchange regarding 'Allotment of ESOPs'.,Updates
24-Jul-2026 22:19:54,MOSCHIP,Press Release,"Moschip Technologies Limited has informed the Exchange regarding a press release dated July 24, 2026, titled ""Market Release on Q1 FY 2026-27"".",Press Release
24-Jul-2026 22:17:53,IIFL,Shareholders meeting,"IIFL Finance Limited has informed the Exchange regarding Proceedings of Annual General Meeting held on July 24, 2026",Shareholders meeting
24-Jul-2026 22:14:16,SHAREINDIA,Press Release,"Share India Securities Limited has informed the Exchange regarding Press  Release of Un-audited Standalone & Consolidated Financial Results of the Company for the quarter ended June 30, 2026.",Press Release
