identifier,instrument,underlying,expiry,option_type,strike,last_price,contracts_traded,turnover,open_interest,underlying_value,pct_change
OPTIDXNIFTY28-07-2026PE23700.00,Index Options,NIFTY,28-Jul-2026,Put,23700,64.4,5657061,383520.450495,127850,23767.45,4.9714751426242865
OPTIDXNIFTY28-07-2026CE23800.00,Index Options,NIFTY,28-Jul-2026,Call,23800,122.65,5287083,377785.8722235,111423,23767.45,-26.13670581150256
OPTIDXNIFTY28-07-2026PE23600.00,Index Options,NIFTY,28-Jul-2026,Put,23600,39.2,4636723,227095.1007325,121750,23767.45,1.8181818181818181
OPTIDXNIFTY28-07-2026PE23800.00,Index Options,NIFTY,28-Jul-2026,Put,23800,102.8,4257749,370434.8073725,124560,23767.45,8.267509215376514
OPTIDXNIFTY28-07-2026CE23700.00,Index Options,NIFTY,28-Jul-2026,Call,23700,182.9,4230604,399779.38618800003,61548,23767.45,-21.518987341772153
OPTIDXNIFTY28-07-2026CE24000.00,Index Options,NIFTY,28-Jul-2026,Call,24000,44.3,3682197,101242.006515,207372,23767.45,-41.05123087159015
OPTIDXNIFTY28-07-2026PE23500.00,Index Options,NIFTY,28-Jul-2026,Put,23500,24.8,3560576,108937.60300799999,159245,23767.45,3.9832285115303985
OPTIDXNIFTY28-07-2026PE23650.00,Index Options,NIFTY,28-Jul-2026,Put,23650,50.3,3527879,214475.63986549998,62179,23767.45,2.7579162410623086
OPTIDXNIFTY28-07-2026PE23750.00,Index Options,NIFTY,28-Jul-2026,Put,23750,81.85,3425179,252046.9344835,59894,23767.45,6.229720960415315
OPTIDXNIFTY28-07-2026CE23900.00,Index Options,NIFTY,28-Jul-2026,Call,23900,75.85,3370246,152513.742238,90726,23767.45,-33.75545851528384
OPTIDXNIFTY28-07-2026CE23750.00,Index Options,NIFTY,28-Jul-2026,Call,23750,152.1,2899548,242184.7467,27188,23767.45,-23.5678391959799
OPTIDXNIFTY28-07-2026CE23850.00,Index Options,NIFTY,28-Jul-2026,Call,23850,97.6,2404742,139942.758319,55613,23767.45,-29.708318329132158
OPTIDXNIFTY28-07-2026CE23650.00,Index Options,NIFTY,28-Jul-2026,Call,23650,218.5,2080048,222219.848032,17910,23767.45,-19.58041958041958
OPTIDXNIFTY28-07-2026CE24100.00,Index Options,NIFTY,28-Jul-2026,Call,24100,24.15,1946085,31459.4370675,157174,23767.45,-48.61702127659574
OPTIDXNIFTY28-07-2026PE23400.00,Index Options,NIFTY,28-Jul-2026,Put,23400,14.9,1860489,36993.0330315,106545,23767.45,1.0169491525423728
OPTIDXNIFTY28-07-2026CE24200.00,Index Options,NIFTY,28-Jul-2026,Call,24200,14.0,1843347,18332.085915,203857,23767.45,-52.46179966044143
OPTIDXNIFTY28-07-2026CE23600.00,Index Options,NIFTY,28-Jul-2026,Call,23600,258.65,1839548,234525.81406799998,16091,23767.45,-16.712284656255033
OPTIDXNIFTY28-07-2026PE23550.00,Index Options,NIFTY,28-Jul-2026,Put,23550,31.15,1781595,70188.6074175,43324,23767.45,1.6313213703099512
OPTIDXNIFTY28-07-2026PE23000.00,Index Options,NIFTY,28-Jul-2026,Put,23000,4.4,1544770,6968.45747,203409,23767.45,15.789473684210526
OPTIDXNIFTY28-07-2026CE24500.00,Index Options,NIFTY,28-Jul-2026,Call,24500,3.85,1505526,4481.950902,179756,23767.45,-51.57232704402516
