identifier,instrument,underlying,expiry,option_type,strike,last_price,contracts_traded,turnover,open_interest,underlying_value,pct_change
OPTIDXNIFTY21-07-2026CE24200.00,Index Options,NIFTY,21-Jul-2026,Call,24200,106.55,14533,1013.604085,138134,24124.05,16.703176341730558
OPTIDXNIFTY21-07-2026CE24100.00,Index Options,NIFTY,21-Jul-2026,Call,24100,156.6,13303,1359.0411315000001,104893,24124.05,18.636363636363637
OPTSTKMANKIND28-07-2026CE2600.00,Stock Options,MANKIND,28-Jul-2026,Call,2600,0.0,12829,0.0,1318,2547.6,0.0
OPTSTKUNIONBANK28-07-2026CE170.00,Stock Options,UNIONBANK,28-Jul-2026,Call,170,0.0,11822,0.0,2051,173.89,0.0
OPTSTKUNIONBANK28-07-2026CE190.00,Stock Options,UNIONBANK,28-Jul-2026,Call,190,0.0,11100,0.0,1323,173.89,0.0
OPTSTKPATANJALI28-07-2026PE310.00,Stock Options,PATANJALI,28-Jul-2026,Put,310,0.0,11038,0.0,1224,353.8,0.0
OPTIDXNIFTY21-07-2026CE24150.00,Index Options,NIFTY,21-Jul-2026,Call,24150,130.2,10556,899.255084,63426,24124.05,17.774762550881952
OPTIDXBANKNIFTY28-07-2026PE58800.00,Index Options,BANKNIFTY,28-Jul-2026,Put,58800,0.0,10400,0.0,2038,57759.45,0.0
OPTSTKSBIN28-07-2026PE980.00,Stock Options,SBIN,28-Jul-2026,Put,980,0.0,10282,0.0,1907,1029.8,0.0
OPTSTKSBIN28-07-2026CE1090.00,Stock Options,SBIN,28-Jul-2026,Call,1090,0.0,9884,0.0,1325,1029.8,0.0
OPTSTKSUNPHARMA28-07-2026CE2000.00,Stock Options,SUNPHARMA,28-Jul-2026,Call,2000,0.0,9810,0.0,2700,1951.9,0.0
OPTSTKTCS28-07-2026PE2140.00,Stock Options,TCS,28-Jul-2026,Put,2140,0.0,9781,0.0,3679,2200.9,0.0
OPTSTKTATAELXSI28-07-2026CE3550.00,Stock Options,TATAELXSI,28-Jul-2026,Call,3550,0.0,9342,0.0,1277,3541.1,0.0
OPTSTKMANKIND28-07-2026CE2700.00,Stock Options,MANKIND,28-Jul-2026,Call,2700,0.0,8463,0.0,732,2547.6,0.0
OPTIDXNIFTY21-07-2026PE24100.00,Index Options,NIFTY,21-Jul-2026,Put,24100,129.1,8119,675.7646675,78153,24124.05,-27.836780324203467
OPTIDXNIFTY21-07-2026CE24500.00,Index Options,NIFTY,21-Jul-2026,Call,24500,23.95,7929,129.155481,110717,24124.05,0.8421052631578947
OPTSTKUNIONBANK28-07-2026PE165.00,Stock Options,UNIONBANK,28-Jul-2026,Put,165,0.0,7822,0.0,1313,173.89,0.0
OPTIDXNIFTY21-07-2026PE24000.00,Index Options,NIFTY,21-Jul-2026,Put,24000,90.6,7573,440.9038465,91320,24124.05,-30.680948737566947
OPTSTKUNIONBANK28-07-2026CE195.00,Stock Options,UNIONBANK,28-Jul-2026,Call,195,0.0,7315,0.0,1384,173.89,0.0
OPTSTKSBIN28-07-2026PE990.00,Stock Options,SBIN,28-Jul-2026,Put,990,0.0,7208,0.0,1912,1029.8,0.0
