symbol,company,sector,industry,market_cap,cmp,previous_close,ema20,ema50,ema100,ema200,sma50,sma200,supertrend,ichimoku_signal,trend_label,trend_score,rsi14,macd,macd_signal,macd_hist,adx14,roc20,stoch_rsi,momentum_score,volume,avg_volume_10d,avg_volume_30d,relative_volume,delivery_pct,obv,cmf,volume_score,support1,support2,resistance1,resistance2,pivot,vwap,atr14,entry_low,entry_high,stop_loss,target1,target2,target3,risk_reward,rs_rank,return_1m,return_3m,dist_52w_high_pct,rs_vs_nifty_1m,rs_vs_sector_1m,pe,pb,peg,ev_ebitda,roe,roce,debt_equity,revenue_growth,profit_growth,operating_margin,fcf,fundamental_score,revenue_surprise,profit_surprise,eps_growth,margin_expansion,guidance,order_book_growth,earnings_score,promoter_holding,promoter_pledge,fii_holding,dii_holding,mf_holding,insider_buying,institution_score,news_count_7d,news_sentiment,catalyst_strength,major_catalyst,risk_event,news_score,in_oi_spurt,oi_change_pct,fno_score,pcr,max_pain,liquidity_sweep,smart_money_score,technical_score,fundamental_score_final,earnings_score_final,news_score_final,institution_score,sector_score,macro_score,risk_score,value_z,momentum_z,quality_z,lowvol_z,growth_z,size_z,composite_factor_z,composite_factor_rank,earnings_within_21d,days_to_earnings,event_risk_score,tech_rating,analyst_rec,price_target_avg
RELIANCE,Reliance Industries Limited,Energy Minerals,Oil Refining/Marketing,17470507929688.0,1296.2,1295.5,,1321.4386607942631,,1378.9337144551605,1323.693999999998,1413.9985000000022,,,Bearish,0,46.55170511058202,-7.135059936793368,-7.736336740856368,0.6013,13.988419008180824,-0.5981595092024505,54.47873941561232,40,84469.0,10547325.1,14227671.933333317,0.0068571513369216,53.18,,,33,1295.74,1295.27,1296.44,1296.67,1295.97,1295.9666666666665,21.732996100671983,1285.33,1307.07,1263.6,1317.93,1339.67,1361.4,0.67,26.0,-1.309578194000308,-3.2686567164179072,-19.58,-1.88,-3.38,21.715275578942784,1.940288598843536,1.355993411665938,11.642863569893098,9.24606376950945,7.06007289508876,0.4402508766302,9.591237834212542,15.974757473959905,11.4698089988924,,60,,,15.974757473959905,,,,67,,,,,,,,0,,,,,,,,,,,,,23,60,67,,,12.0,70,45,0.41,-0.67,-0.42,0.95,-0.32,-3.0,-0.01,50.0,True,1.0,3.0,Sell,1.083333,1673.26087
HDFCBANK,HDFC Bank Limited,Finance,Major Banks,12461185765007.0,814.5,815.45,,794.8474042598134,,854.0188036831961,779.6870000000016,886.5034999999983,,,Bullish,67,57.49380560644368,11.357401576232292,11.510210784647668,-0.1528,20.98034192095027,1.6790462517945255,9.57347950940657,40,665825.0,31843092.4,33986765.9,0.0189203784949788,63.49,,,33,813.34,812.17,816.84,819.17,815.67,815.6666666666665,14.529594245218446,807.24,821.76,792.71,829.03,843.56,858.09,0.67,45.0,4.356181934657271,3.088216681432727,-20.19,3.79,-1.68,16.53135782423381,2.150915237540397,2.472203619092823,,13.8043829232674,6.36128580809638,1.07215727136438,5.212582211861043,6.645021645021646,32.95187578164424,,40,,,6.645021645021646,,,,100,,,,,,,,0,,,,,,,,,,,,,49,40,100,,,67.0,70,45,0.56,-0.62,0.1,0.52,-0.41,-3.0,0.03,57.0,True,2.0,3.0,Buy,1.034884,1047.113636
BHARTIARTL,Bharti Airtel Limited,Communications,Wireless Telecommunications,12067375298992.0,1927.8,1918.3,,1876.5724521188235,,1894.6431551940184,1861.8179999999984,1950.9659999999983,,,Bullish,83,57.70809682923733,19.85994836153509,17.493465868505602,2.3665,21.10279751004614,0.9108040201004952,66.46531367947652,80,65413.0,5800447.699999996,6586548.033333337,0.0103466436432637,63.7,,,33,1926.64,1925.47,1928.84,1929.87,1927.67,1927.6666666666667,36.19507142568171,1909.7,1945.9,1873.51,1964.0,2000.19,2036.39,0.67,50.0,4.760352135637426,4.937129170975997,-11.35,4.19,,43.985981436355175,7.87885832326713,,11.739999999157716,20.3215106088605,9.08236481301509,1.31098991926557,21.96002895045356,-20.523849590901182,31.7404423698221,18.71353337423247,40,,,-20.523849590901182,,,,67,,,,,,,,0,,,,,,,,,,,,,72,40,67,,,14.0,70,45,-0.03,-0.37,0.01,0.59,-0.26,-3.0,-0.01,50.0,True,19.0,3.0,Strong buy,1.161765,2294.558824
ICICIBANK,ICICI Bank Limited,Finance,Regional Banks,10099207435913.0,1422.2,1416.2,,1345.5856173055483,,1339.1440198039204,1316.876,1345.0364999999997,,,Bullish,100,66.44008904390995,27.225843440730387,28.002267589969144,-0.7764,30.812635357390093,0.7651976760663138,42.00946305143979,60,73834.0,10906447.300000032,14048946.066666666,0.0059176051743435,68.23,,,33,1420.3,1418.4,1423.9,1425.6,1422.0,1422.0,24.33764030089759,1410.03,1434.37,1385.69,1446.54,1470.88,1495.21,0.67,52.0,6.779788272392819,5.582776540460285,-5.19,6.21,0.74,19.018454132120887,,2.561168542307436,,16.0148883957153,9.55076371105473,0.6066876859418521,5.951187109652587,7.349985644559295,34.54095028467912,,80,,,7.349985644559295,,,,100,,,,,,,,0,,,,,,,,,,,,,71,80,100,,,67.0,70,45,0.12,-0.3,0.27,0.54,-0.35,-3.0,0.06,60.0,True,2.0,3.0,Buy,1.0625,1689.155556
SBIN,State Bank of India,Finance,Regional Banks,9367231200212.0,1030.3,1030.1,,1025.1294256877454,,997.6540378553024,1005.462,1014.4577499999998,,,Bullish,67,51.942761080354735,4.26084715361344,6.3920532269481445,-2.1312,10.387422464897089,-0.932692307692312,23.278906795366566,20,50473.0,9512133.00000002,11925599.966666682,0.0045987537890198,49.77,,,33,1029.94,1029.57,1030.84,1031.37,1030.47,1030.4666666666665,19.00308032216281,1020.8,1039.8,1001.8,1049.3,1068.31,1087.31,0.67,25.0,0.6348896268802501,-3.4395501405810727,-16.55,0.06,-5.41,11.318321333547184,1.595338508518756,2.351701400790143,,15.3805889022211,6.660692553910601,1.3396637584022402,6.975820605233501,4.743220354585112,28.129242852760616,,60,,,4.743220354585112,,,,67,,,,,,,,0,,,,,,,,,,,,,41,60,67,,,67.0,70,45,1.02,-0.26,-0.02,0.86,-0.43,-2.97,0.23,79.0,True,15.0,3.0,Buy,1.2375,1215.85
TCS,Tata Consultancy Services Limited,Technology Services,Information Technology Services,7963229291524.0,2197.1,2189.2,,2216.141020575453,,2653.8482132019626,2205.424000000003,2730.544999999994,,,Bearish,17,55.461060180498094,-11.212570345081076,-35.68892025473589,24.4763,18.879100955375478,4.948650585144491,97.82749048521714,80,28388.0,5292207.6,4975202.033333333,0.0048168885801308,46.97,,,33,2192.4,2187.7,2204.4,2211.7,2199.7,2199.7000000000003,63.33062853548292,2165.43,2228.77,2102.1,2260.43,2323.76,2387.09,0.67,4.0,1.389017074296258,-14.509727626459147,-34.41,0.82,0.45,15.962772179396826,7.25082775140713,14.977000642173298,10.247842562027024,47.9890914172003,44.2125262461657,0.104302536644988,7.695160610272186,1.067516881423239,24.8826393193624,15.851363109529204,80,,,1.067516881423239,,,,67,,,,,,,,0,,,,,,,,,,,,,45,80,67,,,48.0,70,40,0.7,-1.24,1.2,-0.07,-0.42,-2.79,0.04,58.0,False,90.0,0.0,Neutral,1.5,2452.934783
BAJFINANCE,Bajaj Finance Limited,Finance,Finance/Rental/Leasing,6266425751953.0,1023.6,1021.3,,965.8405570215276,,943.9055177481492,950.5770000000008,969.5482500000012,,,Bullish,100,61.65551869978909,22.637311054105453,24.409921296158466,-1.7726,33.58068660513264,-0.7562536358347942,14.907180794879489,40,37602.0,6729441.6,8636030.666666666,0.0049853395723307,55.26,,,33,1021.76,1019.93,1024.96,1026.33,1023.13,1023.1333333333332,23.65257702119651,1011.77,1035.43,988.12,1047.25,1070.91,1094.56,0.67,66.0,8.20295983086681,13.462284542481854,-7.16,7.63,2.16,33.53866317169069,5.583046563131952,2.395142879849795,26.426576415000195,18.052322754331,5.88770366680906,3.2266451939674603,18.3647764826221,13.77022291806456,43.7265523464435,,60,,,13.77022291806456,,,,100,,,,,,,,0,,,,,,,,,,,,,63,60,100,,,67.0,70,60,-0.29,0.02,-0.03,0.03,-0.05,-2.52,-0.06,44.0,True,14.0,3.0,Buy,1.472973,1084.738292
LICI,Life Insurance Corp. of India,Finance,Life/Health Insurance,5504645298035.0,439.75,439.75,,421.4452784506819,,421.4468127963895,416.09300000000025,423.0969999999992,,,Bullish,100,58.93780218514491,6.728793027471852,6.950526809219265,-0.2217,26.886332348534285,2.2080185938407904,43.84744329945713,60,7292.0,2533380.9,3871051.966666667,0.0026913714785413,44.96,,,33,439.75,439.75,439.75,439.75,439.75,439.75,9.291005101634962,435.1,444.4,425.81,449.04,458.33,467.62,0.67,49.0,7.676297747306568,4.46608860909847,-6.13,7.11,1.64,9.68239114878626,0.7624634864948948,0.507214372178282,,7.459755123494731,7.459755123494731,0.0,10.315815415255356,18.90051547336372,5.59249360662008,,60,,,18.90051547336372,,,,100,,,,,,,,0,,,,,,,,,,,,,71,60,100,,,67.0,70,45,2.11,-0.29,-0.48,0.5,-0.02,-2.37,0.36,89.0,True,21.0,3.0,Buy,1.23913,520.293478
LT,Larsen & Toubro Limited,Industrial Services,Engineering & Construction,5295043698623.0,3799.9,3783.9,,3993.486282091265,,3912.205528178825,4003.597999999999,3956.906000000001,,,Bearish,0,32.67491180245288,-59.00926369629087,-23.672826818500624,-35.3364,24.35136150161154,-5.630060100332782,2.4874686958245524,0,8219.0,2161800.300000007,2054304.466666667,0.0034115996380109,71.36,,,33,3796.6,3793.3,3801.6,3803.3,3798.3,3798.3,74.91531273226187,3762.44,3837.36,3687.53,3874.82,3949.73,4024.65,0.67,15.0,-9.633769322235432,-8.081761006289307,-14.42,-10.2,-11.7,32.511122518822724,4.092149975040459,4.7414645405037,20.37171924879439,16.8428484034919,10.4602183989046,1.1482918808525602,11.78560370784602,6.944825693110064,8.67037685198086,,40,,,6.944825693110064,,,,100,,,,,,,,0,,,,,,,,,,,,,7,40,100,,,81.0,70,60,-0.08,-0.5,-0.4,0.25,-0.11,-2.33,-0.17,29.0,True,12.0,3.0,Sell,1.344828,4422.896552
HINDUNILVR,Hindustan Unilever Limited,Consumer Non-Durables,Household/Personal Care,4982073181290.0,2104.0,2102.6,,2175.5983314991327,,2268.069852246827,2181.355999999997,2298.601314509755,,,Bearish,0,39.56254382047257,-16.22131829394357,-8.8342968738456,-7.387,13.978474848882277,-4.415773214610205,2.807386038541974,0,1807.0,1796038.2000000004,1658460.5333333334,0.0008795782424761,55.66,,,33,2102.36,2100.73,2105.26,2106.53,2103.63,2103.633333333333,38.35621419991653,2084.82,2123.18,2046.47,2142.36,2180.71,2219.07,0.67,32.0,-2.637667746413697,-1.7740429505135389,-22.29,-3.21,-2.15,32.876541087863494,10.142883533086431,0.8040664488748502,32.662265728906874,21.5261715287189,21.0234057797946,0.0303247912349453,3.84341185976141,41.20266179494647,20.858315407265,,100,,,41.20266179494647,,,,67,,,,,,,,0,,,,,,,,,,,,,7,100,67,,,37.0,70,35,-0.16,-0.67,0.32,1.1,-0.42,-2.26,0.04,57.0,True,12.0,3.0,Sell,1.434211,2568.868421
