symbol,close,score,perf_1m,rs_vs_nifty_1m,rs_vs_sector_1m,deliv_pct,pct_change_oi,upside_to_target_pct,atr,stop_1_5atr,target_5pct,earnings_within_21d,event_risk_score,tech_rating,sector
TITAN,4588.9,13,6.765780228473028,6.2,3.19,66.06,,10.9,85.03274492464766,4461.35,4818.34,False,0,Buy,Consumer Durables
AIAENG,4882.0,13,8.272344200487913,7.7,4.69,70.58,,6.1,144.5529454344207,4665.17,5126.1,False,0,Strong buy,Producer Manufacturing
HAL,4420.5,12,2.807107307316615,2.24,1.87,46.82,,17.11,93.3953969716272,4280.41,4641.53,False,0,Buy,Electronic Technology
BOSCHLTD,41510.0,12,5.623409669211196,5.05,2.04,42.88,,2.54,821.5494293747269,40277.68,43585.5,False,2,Buy,Producer Manufacturing
CPPLUS,3749.3,12,11.377476754894095,10.81,7.8,61.87,,1.01,136.70745830020445,3544.24,3936.77,False,2,Buy,Consumer Durables
LUPIN,2506.0,12,9.700577832253542,9.13,1.96,66.96,,0.83,45.54705402370583,2437.68,2631.3,False,2,Strong buy,Health Technology
GLAND,2501.1,12,12.763751127141566,12.19,5.02,66.74,,2.89,79.17638322290362,2382.34,2626.16,False,0,Buy,Health Technology
APOLLOHOSP,8929.0,12,5.4377989018126,4.87,-2.3,57.18,,5.89,136.29733257100526,8724.55,9375.45,False,0,Buy,Health Services
ENDURANCE,2759.9,12,5.083003350593969,4.51,1.5,72.28,,11.59,76.29485928554323,2645.46,2897.9,False,2,Strong buy,Producer Manufacturing
ANANDRATHI,2090.6,12,17.535278574239605,16.97,11.5,42.2,,4.09,58.3941926283615,2003.01,2195.13,False,0,Buy,Finance
PAGEIND,40675.0,12,3.762755102040817,3.19,4.25,51.02,,20.69,1132.1514485706575,38976.77,42708.75,False,0,Buy,Consumer Non-Durables
DIVISLAB,7300.0,11,10.27190332326284,9.7,2.53,47.08,,0.41,150.03620231945095,7074.95,7665.0,False,2,Buy,Health Technology
AADHARHFC,518.8,11,5.169268193796867,4.6,-0.87,53.82,,20.32,16.51877526861335,494.02,544.74,False,0,Neutral,Finance
KIRLOSENG,2419.9,11,23.90046592596386,23.33,20.32,24.89,,12.4,110.61255536101628,2253.98,2540.9,False,0,Buy,Producer Manufacturing
NYKAA,329.45,11,20.81041437477081,20.24,21.3,51.45,,0.82,7.581083857402288,318.08,345.92,False,0,Buy,Retail Trade
IPCALAB,1879.8,11,19.30693069306931,18.74,11.57,48.64,,0.09,49.870578809998186,1804.99,1973.79,False,0,Buy,Health Technology
ZYDUSLIFE,1157.6,11,6.309119294701057,5.74,-1.43,55.76,,2.06,25.119744711047,1119.92,1215.48,False,2,Strong buy,Health Technology
EMCURE,1794.0,11,4.912280701754386,4.34,-2.83,58.51,,8.36,50.43134326524908,1718.35,1883.7,False,0,Neutral,Health Technology
SHREECEM,27000.0,11,8.129755706848218,7.56,9.29,51.47,,20.33,551.3674508747354,26172.95,28350.0,False,2,Strong buy,Non-Energy Minerals
KIMS,810.2,11,5.166147455867091,4.6,-2.57,37.36,,5.9,22.37027798459252,776.64,850.71,False,0,Buy,Health Services
