index,ticker,close,prev_close,pct_change
NIFTY_50,^NSEI,24056.0,24021.65,0.14
NIFTY_BANK,^NSEBANK,58177.05,58150.35,0.05
NIFTY_NEXT_50,^NSMIDCP,72356.65,72356.65,0.0
INDIA_VIX,^INDIAVIX,13.05,13.39,-2.54
SENSEX,^BSESN,77100.47,76991.22,0.14
