date,symbol,subject,details,category
26-Jun-2026 08:11:53,EQUIPPP,Agreements,"Equippp Social Impact Technologies Limited has informed the Exchange about the Execution of Memorandum of Understanding (MoU) with Telangana Academy for Skill and Knowledge (""TASK"").",Agreements
26-Jun-2026 07:54:24,ZYDUSLIFE,General Updates,Zydus Lifesciences Limited has informed the Exchange about Joint Venture in Sri Lanka,General Updates
26-Jun-2026 00:23:03,JUBLPHARMA,General Updates,Jubilant Pharmova Limited has informed the Exchange about General Updates,General Updates
26-Jun-2026 00:03:53,JKCEMENT,Shareholders meeting,"JK Cement Limited has informed the Exchange regarding Notice of Annual General Meeting to be held on July 17, 2026",Shareholders meeting
25-Jun-2026 23:57:16,MANYAVAR,ESOP/ESOS/ESPS,Vedant Fashions Limited has informed the Exchange about the allotment of ESOP vide the enclosed letter.,ESOP/ESOS/ESPS
25-Jun-2026 23:57:12,JKCEMENT,Updates,JK Cement Limited has informed the Exchange regarding 'Business Responsibility and Sustainability Report'.,Updates
25-Jun-2026 23:45:25,JSWINFRA,Updates,"JSW Infrastructure Limited has informed the Exchange regarding 'Update- Qualified institutions placement of equity shares of face value of Rs. 2 each by JSW Infrastructure Limited and an offer for sale of Equity Shares by Sajjan Jindal Family Trust, as the promoter selling shareholder under the prov",Updates
25-Jun-2026 23:44:34,GUJGASLTD,General Updates,Gujarat Gas Limited has informed the Exchange about General Updates - Email Communication sent to shareholders of the Company intimating about the Record Date 3 under the Scheme of Arrangement.,General Updates
25-Jun-2026 23:43:58,BANKA,Redemption,"Banka BioLoo Limited has informed the Exchange about Redemption of 430 secured, unrated, unlisted, redeemable, transferable non-convertible debentures (NCDs) of Rs. 1,00,000 each, at par, aggregating to Rs. 4,30,00,000.",Redemption
25-Jun-2026 23:42:49,M&MFIN,General Updates,Mahindra & Mahindra Financial Services Limited has informed the Exchange about Business Responsibility and Sustainability Report for the financial year 2025-26,General Updates
25-Jun-2026 23:38:50,NLCINDIA,General Updates,NLC India Limited has informed the Exchange about General Updates,General Updates
25-Jun-2026 23:38:27,JSWINFRA,Committee Meeting Updates,"Outcome of Finance Committee Meeting: Update- Qualified institutions placement of equity shares of face value of Rs. 2 each by JSW Infrastructure Limited and an offer for sale of Equity Shares by Sajjan Jindal Family Trust, as the promoter selling shareholder under the provisions of Chapter VI of Se",Committee Meeting Updates
25-Jun-2026 23:25:19,HDBFS,Shareholders meeting,"HDB Financial Services Limited has informed the Exchange regarding Proceedings of Annual General Meeting held on Jun 25, 2026. Further, the company has submitted the Exchange a copy of Srutinizers report along with voting results.",Shareholders meeting
25-Jun-2026 23:19:31,M&MFIN,Shareholders meeting,Mahindra & Mahindra Financial Services Limited has informed the Exchange regarding Notice of 36th Annual General Meeting and Integrated Annual Report for the financial year 2025-26,Shareholders meeting
25-Jun-2026 23:15:22,RANASUG,Resignation,"Rana Sugars Limited has informed the Exchange regarding Resignation of Mr Dr. Raju Foujdar as Other of the company w.e.f. Jun 25, 2026.",Resignation
25-Jun-2026 23:15:08,PIGL,Trading Window,"Power & Instrumentation (Gujarat) Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",Trading Window
25-Jun-2026 23:03:28,RANASUG,Resignation of Director/KMP/SMP,Rana Sugars Limited has informed the Exchange about Resignation of Director/KMP/SMP,Resignation of Director/KMP/SMP
25-Jun-2026 22:51:07,RALLIS,Change in Management,Rallis India Limited has informed the Exchange about change in Management,Change in Management
25-Jun-2026 22:40:45,RSYSTEMS,Resignation of Director/KMP/SMP,R Systems International Limited has informed the Exchange about Resignation of Director/KMP/SMP,Resignation of Director/KMP/SMP
25-Jun-2026 22:39:48,DRREDDY,General Updates,Dr. Reddy's Laboratories Limited has informed the Exchange about General Updates,General Updates
