symbol,sector,nifty_sector_index,perf_1w,perf_1m,nifty_1w,nifty_1m,sector_1m,rs_vs_nifty_1w,rs_vs_nifty_1m,rs_vs_sector_1m
RELIANCE,Energy Minerals,NIFTY_ENERGY,-0.89473684210527,-3.088008234688626,-0.46,0.6,0.98,-0.43,-3.69,-4.07
HDFCBANK,Finance,NIFTY_FIN_SERVICE,1.2460267005721493,1.5624003571200815,-0.46,0.6,4.49,1.71,0.96,-2.93
BHARTIARTL,Communications,,-1.49563551202895,-1.2433297758804671,-0.46,0.6,,-1.04,-1.84,
ICICIBANK,Finance,NIFTY_FIN_SERVICE,4.041691661667674,7.558139534883721,-0.46,0.6,4.49,4.5,6.96,3.07
SBIN,Finance,NIFTY_FIN_SERVICE,1.7025002432143204,7.784307660583576,-0.46,0.6,4.49,2.16,7.18,3.29
TCS,Technology Services,NIFTY_IT,-5.174287007695798,-9.249631747682177,-0.46,0.6,-5.69,-4.71,-9.85,-3.56
BAJFINANCE,Finance,NIFTY_FIN_SERVICE,2.300829550790416,3.8614333386302166,-0.46,0.6,4.49,2.76,3.26,-0.63
LT,Industrial Services,NIFTY_ENERGY,0.2067637901941635,4.635695850704778,-0.46,0.6,0.98,0.67,4.04,3.66
LICI,Finance,NIFTY_FIN_SERVICE,0.869668811055524,0.5940358797671379,-0.46,0.6,4.49,1.33,-0.01,-3.9
HINDUNILVR,Consumer Non-Durables,NIFTY_FMCG,-1.5620047992031514,-1.1547554100745632,-0.46,0.6,-1.9,-1.1,-1.75,0.75
SUNPHARMA,Health Technology,NIFTY_PHARMA,2.492434662998622,1.7923497267759538,-0.46,0.6,1.26,2.95,1.19,0.53
ADANIPOWER,Utilities,NIFTY_ENERGY,4.024500907441018,-2.12593383137673,-0.46,0.6,0.98,4.48,-2.73,-3.11
AXISBANK,Finance,NIFTY_FIN_SERVICE,2.1964974769961514,5.145823789891594,-0.46,0.6,4.49,2.66,4.55,0.66
INFY,Technology Services,NIFTY_IT,-8.8984163093884,-10.72622824316213,-0.46,0.6,-5.69,-8.44,-11.33,-5.04
ADANIPORTS,Transportation,NIFTY_AUTO,-2.0185488270594654,-0.4986149584487535,-0.46,0.6,2.58,-1.56,-1.1,-3.08
MARUTI,Consumer Durables,NIFTY_AUTO,0.7254873222922468,4.223536548377313,-0.46,0.6,2.58,1.19,3.62,1.64
KOTAKBANK,Finance,NIFTY_FIN_SERVICE,1.250154722119077,4.110983836069741,-0.46,0.6,4.49,1.71,3.51,-0.38
ADANIENT,Distribution Services,NIFTY_FIN_SERVICE,2.913279132791328,6.746310611384399,-0.46,0.6,4.49,3.37,6.15,2.26
TITAN,Consumer Durables,NIFTY_AUTO,-2.0251141552511376,3.357498976372277,-0.46,0.6,2.58,-1.57,2.76,0.78
M&M,Consumer Durables,NIFTY_AUTO,1.4408670704494682,1.9282511210762276,-0.46,0.6,2.58,1.9,1.33,-0.65
ITC,Consumer Non-Durables,NIFTY_FMCG,-0.3607627555402891,-4.714966321669138,-0.46,0.6,-1.9,0.1,-5.31,-2.81
NTPC,Utilities,NIFTY_ENERGY,-1.3865546218487363,-9.904030710172744,-0.46,0.6,0.98,-0.93,-10.5,-10.88
ULTRACEMCO,Non-Energy Minerals,NIFTY_METAL,0.8691834942932397,-1.7194183062446535,-0.46,0.6,-1.26,1.33,-2.32,-0.46
BEL,Electronic Technology,NIFTY_IT,-3.621301775147932,-3.8488783943329423,-0.46,0.6,-5.69,-3.16,-4.45,1.84
HCLTECH,Technology Services,NIFTY_IT,-4.4531249999999964,-5.576048726087329,-0.46,0.6,-5.69,-3.99,-6.18,0.11
ONGC,Energy Minerals,NIFTY_ENERGY,-5.224639154299653,-18.23921431076816,-0.46,0.6,0.98,-4.76,-18.84,-19.22
JSWSTEEL,Non-Energy Minerals,NIFTY_METAL,-4.425465838509317,-4.52923840545991,-0.46,0.6,-1.26,-3.97,-5.13,-3.27
HAL,Electronic Technology,NIFTY_IT,-2.397229669347636,-1.2700851996655251,-0.46,0.6,-5.69,-1.94,-1.87,4.42
BAJAJFINSV,Finance,NIFTY_FIN_SERVICE,-0.2938185105661682,-2.368042491977436,-0.46,0.6,4.49,0.17,-2.97,-6.86
DMART,Retail Trade,NIFTY_FMCG,-0.1255813953488287,4.748896314544275,-0.46,0.6,-1.9,0.33,4.15,6.65
BAJAJ_AUTO,Consumer Durables,NIFTY_AUTO,-2.0499552194248185,-6.524216524216524,-0.46,0.6,2.58,-1.59,-7.12,-9.1
COALINDIA,Energy Minerals,NIFTY_ENERGY,-4.517543859649128,-4.934497816593892,-0.46,0.6,0.98,-4.06,-5.53,-5.91
POWERGRID,Utilities,NIFTY_ENERGY,-0.8555962982364398,-3.7627118644067874,-0.46,0.6,0.98,-0.4,-4.36,-4.74
NESTLEIND,Consumer Non-Durables,NIFTY_FMCG,-0.3339728558232108,-1.0581264108352144,-0.46,0.6,-1.9,0.13,-1.66,0.84
ASIANPAINT,Process Industries,NIFTY_METAL,-3.635701275045544,-0.1811320754717049,-0.46,0.6,-1.26,-3.18,-0.78,1.08
ADANIGREEN,Utilities,NIFTY_ENERGY,3.6400679117147647,8.234042553191482,-0.46,0.6,0.98,4.1,7.63,7.25
ETERNAL,Technology Services,NIFTY_IT,-1.2959381044487406,3.090909090909093,-0.46,0.6,-5.69,-0.84,2.49,8.78
SHRIRAMFIN,Finance,NIFTY_FIN_SERVICE,2.158415841584154,7.367325702393336,-0.46,0.6,4.49,2.62,6.77,2.88
TATASTEEL,Non-Energy Minerals,NIFTY_METAL,-5.175619315612272,-10.095283468318248,-0.46,0.6,-1.26,-4.72,-10.7,-8.84
HINDZINC,Non-Energy Minerals,NIFTY_METAL,-8.794014084507051,-18.017091311916445,-0.46,0.6,-1.26,-8.33,-18.62,-16.76
HINDALCO,Non-Energy Minerals,NIFTY_METAL,-5.248508946322063,-13.502722323048998,-0.46,0.6,-1.26,-4.79,-14.1,-12.24
GRASIM,Non-Energy Minerals,NIFTY_METAL,-1.0099730884913751,-1.3192778689559457,-0.46,0.6,-1.26,-0.55,-1.92,-0.06
EICHERMOT,Consumer Durables,NIFTY_AUTO,1.0372340425531914,2.4679703304113283,-0.46,0.6,2.58,1.5,1.87,-0.11
IOC,Energy Minerals,NIFTY_ENERGY,-1.310013717421142,0.132219902574807,-0.46,0.6,0.98,-0.85,-0.47,-0.85
INDIGO,Transportation,NIFTY_AUTO,11.338100102145043,21.11111111111111,-0.46,0.6,2.58,11.8,20.51,18.53
WIPRO,Technology Services,NIFTY_IT,-5.133626063858621,-15.454852891444034,-0.46,0.6,-5.69,-4.67,-16.05,-9.76
VAML,Non-Energy Minerals,NIFTY_METAL,-4.337869950313239,-15.168582375478929,-0.46,0.6,-1.26,-3.88,-15.77,-13.91
ADANIENSOL,Utilities,NIFTY_ENERGY,0.9912926992632254,7.316725978647685,-0.46,0.6,0.98,1.45,6.72,6.34
DIVISLAB,Health Technology,NIFTY_PHARMA,0.7806049688508594,-0.6143597335307179,-0.46,0.6,1.26,1.24,-1.21,-1.87
SBILIFE,Finance,NIFTY_FIN_SERVICE,-3.114936146585225,-8.394582108357826,-0.46,0.6,4.49,-2.65,-8.99,-12.88
TRENT,Retail Trade,NIFTY_FMCG,2.9183999999999943,12.454544892272716,-0.46,0.6,-1.9,3.38,11.85,14.35
VBL,Consumer Non-Durables,NIFTY_FMCG,-7.312397297790773,-4.063120098270812,-0.46,0.6,-1.9,-6.85,-4.66,-2.16
ICICIAMC,Finance,NIFTY_FIN_SERVICE,1.494859513713048,-0.8375558867362118,-0.46,0.6,4.49,1.95,-1.44,-5.33
TVSMOTOR,Consumer Durables,NIFTY_AUTO,3.173502124338846,2.888024210981404,-0.46,0.6,2.58,3.63,2.29,0.31
SOLARINDS,Process Industries,NIFTY_METAL,-0.8928063690645437,-5.164063775371388,-0.46,0.6,-1.26,-0.43,-5.76,-3.9
PIDILITIND,Process Industries,NIFTY_METAL,1.3968253968253967,8.109937720010828,-0.46,0.6,-1.26,1.86,7.51,9.37
BSE,Finance,NIFTY_FIN_SERVICE,-3.1975000000000025,-9.951162790697676,-0.46,0.6,4.49,-2.74,-10.55,-14.44
HYUNDAI,Consumer Durables,NIFTY_AUTO,-0.6156641098102452,5.096323176263407,-0.46,0.6,2.58,-0.16,4.5,2.52
JIOFIN,Finance,NIFTY_FIN_SERVICE,-1.4610255988147105,-0.8119640415924353,-0.46,0.6,4.49,-1.0,-1.41,-5.3
IDEA,Communications,,-6.204136090727149,-0.2129169623846654,-0.46,0.6,,-5.74,-0.81,
CUMMINSIND,Producer Manufacturing,NIFTY_AUTO,-3.6379163108454313,5.2611940298507465,-0.46,0.6,2.58,-3.18,4.66,2.68
DLF,Finance,NIFTY_FIN_SERVICE,-0.3528185390104935,4.931182977286168,-0.46,0.6,4.49,0.11,4.33,0.44
CHOLAFIN,Finance,NIFTY_FIN_SERVICE,7.414925373134331,12.555520800750706,-0.46,0.6,4.49,7.87,11.96,8.07
MOTHERSON,Producer Manufacturing,NIFTY_AUTO,4.555478980013794,11.15100007326544,-0.46,0.6,2.58,5.02,10.55,8.57
TORNTPHARM,Health Technology,NIFTY_PHARMA,1.487640449438198,-1.2269536119677265,-0.46,0.6,1.26,1.95,-1.83,-2.49
POWERINDIA,Electronic Technology,NIFTY_IT,-5.258019525801952,-4.053672316384181,-0.46,0.6,-5.69,-4.8,-4.65,1.64
TMCV,Consumer Durables,NIFTY_AUTO,7.171215880893294,9.424879655434506,-0.46,0.6,2.58,7.63,8.82,6.84
TATACAP,Finance,NIFTY_FIN_SERVICE,7.588757396449697,17.30645161290322,-0.46,0.6,4.49,8.05,16.71,12.82
ABB,Producer Manufacturing,NIFTY_AUTO,-2.5365853658536586,3.523316062176166,-0.46,0.6,2.58,-2.08,2.92,0.94
POLYCAB,Producer Manufacturing,NIFTY_AUTO,-4.20142727912353,1.723677891029404,-0.46,0.6,2.58,-3.74,1.12,-0.86
CGPOWER,Producer Manufacturing,NIFTY_AUTO,-2.866274873698315,8.549372047470913,-0.46,0.6,2.58,-2.41,7.95,5.97
BANKBARODA,Finance,NIFTY_FIN_SERVICE,-1.6384778012685108,2.290216196408941,-0.46,0.6,4.49,-1.18,1.69,-2.2
PFC,Finance,NIFTY_FIN_SERVICE,0.1272853506132734,-1.737451737451745,-0.46,0.6,4.49,0.59,-2.34,-6.23
TECHM,Technology Services,NIFTY_IT,-1.162310866574972,0.244140625,-0.46,0.6,-5.69,-0.7,-0.36,5.93
BHEL,Producer Manufacturing,NIFTY_AUTO,2.5203665987779984,-4.004767580452923,-0.46,0.6,2.58,2.98,-4.6,-6.58
BPCL,Energy Minerals,NIFTY_ENERGY,-2.8996865203761755,0.48661800486618,-0.46,0.6,0.98,-2.44,-0.11,-0.49
UNIONBANK,Finance,NIFTY_FIN_SERVICE,0.2122289778593578,2.193495554515676,-0.46,0.6,4.49,0.67,1.59,-2.3
ENRIN,Producer Manufacturing,NIFTY_AUTO,-3.005263157894732,2.671383604000114,-0.46,0.6,2.58,-2.55,2.07,0.09
GVT&D,Producer Manufacturing,NIFTY_AUTO,-2.1251819505094613,5.130396714544818,-0.46,0.6,2.58,-1.67,4.53,2.55
TMPV,Consumer Durables,NIFTY_AUTO,-2.940368233031049,-5.498327759197327,-0.46,0.6,2.58,-2.48,-6.1,-8.08
HDFCLIFE,Finance,NIFTY_FIN_SERVICE,0.4202401372212771,-5.732227678930829,-0.46,0.6,4.49,0.88,-6.33,-10.22
SIEMENS,Producer Manufacturing,NIFTY_AUTO,-2.8674698795180698,-1.5708937001465106,-0.46,0.6,2.58,-2.41,-2.17,-4.15
BRITANNIA,Consumer Non-Durables,NIFTY_FMCG,0.1242711021890832,-2.2218073188946974,-0.46,0.6,-1.9,0.58,-2.82,-0.32
MUTHOOTFIN,Finance,NIFTY_FIN_SERVICE,-5.097079765377497,-9.559394990135711,-0.46,0.6,4.49,-4.64,-10.16,-14.05
TATAPOWER,Utilities,NIFTY_ENERGY,-3.4743764735078795,-6.333534015653223,-0.46,0.6,0.98,-3.01,-6.93,-7.31
GROWW,Miscellaneous,,-0.0800200050012486,5.446772576133421,-0.46,0.6,,0.38,4.85,
PNB,Finance,NIFTY_FIN_SERVICE,-1.1726981218506651,1.6394987279751334,-0.46,0.6,4.49,-0.71,1.04,-2.85
APOLLOHOSP,Health Services,NIFTY_PHARMA,1.819043668898501,2.2370299857210854,-0.46,0.6,1.26,2.28,1.64,0.98
IRFC,Finance,NIFTY_FIN_SERVICE,-8.70473537604457,-8.68656716417911,-0.46,0.6,4.49,-8.24,-9.29,-13.18
BOSCHLTD,Producer Manufacturing,NIFTY_AUTO,2.561501394876997,11.00741147405984,-0.46,0.6,2.58,3.02,10.41,8.43
CANBK,Finance,NIFTY_FIN_SERVICE,-4.840971146040885,-3.9979154258487233,-0.46,0.6,4.49,-4.38,-4.6,-8.49
BAJAJHLDNG,Finance,NIFTY_FIN_SERVICE,0.4644549763033175,-0.767718378428986,-0.46,0.6,4.49,0.92,-1.37,-5.26
CIPLA,Health Technology,NIFTY_PHARMA,6.421814957138623,1.8530306245137436,-0.46,0.6,1.26,6.88,1.25,0.59
GAIL,Utilities,NIFTY_ENERGY,-1.6668562976447872,3.00953516090583,-0.46,0.6,0.98,-1.21,2.41,2.03
GMRAIRPORT,Transportation,NIFTY_AUTO,-0.958991688738695,11.563786008230448,-0.46,0.6,2.58,-0.5,10.96,8.98
INDIANB,Finance,NIFTY_FIN_SERVICE,-5.461564664471445,-1.350710900473931,-0.46,0.6,4.49,-5.0,-1.95,-5.84
LTM,Technology Services,NIFTY_IT,-5.509794073329987,-6.005495878091433,-0.46,0.6,-5.69,-5.05,-6.61,-0.32
HDFCAMC,Finance,NIFTY_FIN_SERVICE,-2.221484187608409,-3.9302418331460096,-0.46,0.6,4.49,-1.76,-4.53,-8.42
JINDALSTEL,Non-Energy Minerals,NIFTY_METAL,-6.734154929577465,-12.604140889218838,-0.46,0.6,-1.26,-6.27,-13.2,-11.34
DRREDDY,Health Technology,NIFTY_PHARMA,6.4223798266351455,1.312828207051763,-0.46,0.6,1.26,6.88,0.71,0.05
ZYDUSLIFE,Health Technology,NIFTY_PHARMA,3.758831841733405,2.5512104283054087,-0.46,0.6,1.26,4.22,1.95,1.29
VEDL,Non-Energy Minerals,NIFTY_METAL,-10.928338762214986,-17.759398496240603,-0.46,0.6,-1.26,-10.47,-18.36,-16.5
TATACONSUM,Consumer Non-Durables,NIFTY_FMCG,0.595767383958745,-5.068389695393143,-0.46,0.6,-1.9,1.06,-5.67,-3.17
LUPIN,Health Technology,NIFTY_PHARMA,2.614064278833515,2.4615250087443243,-0.46,0.6,1.26,3.07,1.86,1.2
MARICO,Consumer Non-Durables,NIFTY_FMCG,1.574415744157436,0.401215805471119,-0.46,0.6,-1.9,2.03,-0.2,2.3
LGEINDIA,Consumer Durables,NIFTY_AUTO,-0.5506329113924079,2.3648208469055345,-0.46,0.6,2.58,-0.09,1.76,-0.22
AMBUJACEM,Non-Energy Minerals,NIFTY_METAL,-0.9929906542056076,-4.139803189684427,-0.46,0.6,-1.26,-0.53,-4.74,-2.88
JSWENERGY,Utilities,NIFTY_ENERGY,-0.2608695652173913,2.4290051794963428,-0.46,0.6,0.98,0.2,1.83,1.45
MAXHEALTH,Health Services,NIFTY_PHARMA,9.200933216681234,12.233989409531414,-0.46,0.6,1.26,9.66,11.63,10.97
INDUSTOWER,Finance,NIFTY_FIN_SERVICE,-4.939613526570046,-10.840507476212045,-0.46,0.6,4.49,-4.48,-11.44,-15.33
GODREJCP,Consumer Non-Durables,NIFTY_FMCG,1.431372549019599,1.63064833005893,-0.46,0.6,-1.9,1.89,1.03,3.53
ABCAPITAL,Finance,NIFTY_FIN_SERVICE,4.394283424602642,7.259503224921089,-0.46,0.6,4.49,4.85,6.66,2.77
INDHOTEL,Consumer Services,NIFTY_FMCG,2.6566951566951533,8.597046413502103,-0.46,0.6,-1.9,3.12,8.0,10.5
MANKIND,Health Technology,NIFTY_PHARMA,3.4623303500147102,0.5677176931873914,-0.46,0.6,1.26,3.92,-0.03,-0.69
BHARATFORG,Producer Manufacturing,NIFTY_AUTO,5.161764705882362,11.351603861725335,-0.46,0.6,2.58,5.62,10.75,8.77
MAZDOCK,Producer Manufacturing,NIFTY_AUTO,-3.4556813744631003,0.4672897196261682,-0.46,0.6,2.58,-3.0,-0.13,-2.11
UNITDSPR,Consumer Non-Durables,NIFTY_FMCG,4.2061700526711885,7.849855930223518,-0.46,0.6,-1.9,4.67,7.25,9.75
HEROMOTOCO,Consumer Durables,NIFTY_AUTO,-2.557417505871114,-1.6649929704759918,-0.46,0.6,2.58,-2.1,-2.26,-4.24
LLOYDSME,Non-Energy Minerals,NIFTY_METAL,-2.464728879823219,-4.895027624309387,-0.46,0.6,-1.26,-2.0,-5.5,-3.64
RECLTD,Finance,NIFTY_FIN_SERVICE,1.3479710950527977,6.002906976744179,-0.46,0.6,4.49,1.81,5.4,1.51
SHREECEM,Non-Energy Minerals,NIFTY_METAL,2.244735796583234,1.4987182015381582,-0.46,0.6,-1.26,2.7,0.9,2.76
LODHA,Finance,NIFTY_FIN_SERVICE,3.376977632296786,4.11538461538462,-0.46,0.6,4.49,3.84,3.52,-0.37
IDBI,Finance,NIFTY_FIN_SERVICE,-3.78619153674832,18.8445667125172,-0.46,0.6,4.49,-3.33,18.24,14.35
OFSS,Technology Services,NIFTY_IT,15.764767932489452,13.005200020594142,-0.46,0.6,-5.69,16.22,12.41,18.7
ASHOKLEY,Producer Manufacturing,NIFTY_AUTO,0.8599585713389019,-2.191380569758945,-0.46,0.6,2.58,1.32,-2.79,-4.77
ICICIGI,Finance,NIFTY_FIN_SERVICE,1.4317673378076012,-2.5993555316863635,-0.46,0.6,4.49,1.89,-3.2,-7.09
LENSKART,Health Technology,NIFTY_PHARMA,0.6427370710966084,0.6128904705417093,-0.46,0.6,1.26,1.1,0.01,-0.65
AUROPHARMA,Health Technology,NIFTY_PHARMA,8.800895480621236,7.255172413793106,-0.46,0.6,1.26,9.26,6.66,6.0
HINDPETRO,Energy Minerals,NIFTY_ENERGY,1.0493827160493827,1.5004960317460343,-0.46,0.6,0.98,1.51,0.9,0.52
NYKAA,Retail Trade,NIFTY_FMCG,6.691449814126407,11.404805914972282,-0.46,0.6,-1.9,7.15,10.8,13.3
WAAREEENER,Electronic Technology,NIFTY_IT,-2.539024548222038,0.4472630173564783,-0.46,0.6,-5.69,-2.08,-0.15,6.14
MEESHO,Retail Trade,NIFTY_FMCG,12.972612699951524,-5.360134003350085,-0.46,0.6,-1.9,13.43,-5.96,-3.46
SRF,Process Industries,NIFTY_METAL,0.4964330366992718,0.1098941353163119,-0.46,0.6,-1.26,0.96,-0.49,1.37
AUBANK,Finance,NIFTY_FIN_SERVICE,1.15949119373776,3.281718281718273,-0.46,0.6,4.49,1.62,2.68,-1.21
NTPCGREEN,Utilities,NIFTY_ENERGY,-1.7147551083273451,-6.175259752989608,-0.46,0.6,0.98,-1.25,-6.78,-7.16
NHPC,Utilities,NIFTY_ENERGY,6.29183400267738,0.4808909136927483,-0.46,0.6,0.98,6.75,-0.12,-0.5
SUZLON,Producer Manufacturing,NIFTY_AUTO,-3.512326916582233,6.524981357196122,-0.46,0.6,2.58,-3.05,5.92,3.94
FEDERALBNK,Finance,NIFTY_FIN_SERVICE,0.3250773993808085,10.976027397260276,-0.46,0.6,4.49,0.79,10.38,6.49
ATGL,Utilities,NIFTY_ENERGY,2.171753016323627,9.226100151745062,-0.46,0.6,0.98,2.63,8.63,8.25
LAURUSLABS,Health Technology,NIFTY_PHARMA,5.685131195335277,6.53930933137399,-0.46,0.6,1.26,6.15,5.94,5.28
YESBANK,Finance,NIFTY_FIN_SERVICE,-1.4659270998415113,11.275167785234895,-0.46,0.6,4.49,-1.01,10.68,6.79
PERSISTENT,Technology Services,NIFTY_IT,-3.536561067941821,-3.900357284636761,-0.46,0.6,-5.69,-3.08,-4.5,1.79
POLICYBZR,Technology Services,NIFTY_IT,-0.47445930125085,-9.639160839160835,-0.46,0.6,-5.69,-0.01,-10.24,-3.95
NMDC,Non-Energy Minerals,NIFTY_METAL,-3.575888296060853,-6.143646408839781,-0.46,0.6,-1.26,-3.12,-6.74,-4.88
DABUR,Consumer Non-Durables,NIFTY_FMCG,-1.3038416763678748,-5.210196779964224,-0.46,0.6,-1.9,-0.84,-5.81,-3.31
HAVELLS,Producer Manufacturing,NIFTY_AUTO,-2.0287686039743984,-2.2482163597146285,-0.46,0.6,2.58,-1.57,-2.85,-4.83
LTF,Finance,NIFTY_FIN_SERVICE,1.3559322033898304,6.747590146376286,-0.46,0.6,4.49,1.82,6.15,2.26
NAM_INDIA,Finance,NIFTY_FIN_SERVICE,-1.0855405992184108,3.5454545454545454,-0.46,0.6,4.49,-0.63,2.95,-0.94
