date,symbol,subject,details,category
02-Aug-2026 17:56:23,NUVAMA,Shareholders meeting,"Nuvama Wealth Management Limited has informed the Exchange regarding Proceedings of Postal Ballot. Further, the company has submitted the Exchange a copy of Srutinizers report along with voting results.",Shareholders meeting
02-Aug-2026 17:38:16,ATHERENERG,Options to purchase securities,Ather Energy Limited has informed the Exchange about Grant of Stock Options under Ather Energy ESOP 2025.,Options to purchase securities
02-Aug-2026 17:32:07,IRFC,Copy of Newspaper Publication,Indian Railway Finance Corporation Limited has informed the Exchange about Copy of Newspaper Publication,Copy of Newspaper Publication
02-Aug-2026 17:17:04,PERSISTENT,Updates,Persistent Systems Limited has informed the Exchange regarding ''.,Updates
02-Aug-2026 16:59:53,HEXT,Resignation of Director/KMP/SMP,Hexaware Technologies Limited has informed the Exchange about Resignation of Director/KMP/SMP,Resignation of Director/KMP/SMP
02-Aug-2026 16:58:27,URBANCO,Analysts/Institutional Investor Meet/Con. Call Updates,"Urban Company Limited has informed the Exchange about Transcript of the Earnings call conducted on July 31, 2026",Analysts/Institutional Investor Meet/Con. Call Updates
02-Aug-2026 16:54:16,DIAMONDYD,ESOP/ESOS/ESPS,Prataap Snacks Limited has informed the Exchange regarding Grant of 50906  Options.,ESOP/ESOS/ESPS
02-Aug-2026 15:55:17,3IINFOLTD,Bagging/Receiving of orders/contracts,3i Infotech Limited has informed the Exchange about Bagging/Receiving of orders/contracts,Bagging/Receiving of orders/contracts
02-Aug-2026 15:49:43,CEMPRO,Pendency of Litigation(s)/dispute(s) or the outcome impacting the Company,Cemindia Projects Limited has informed the Exchange about Pendency of Litigation(s)/dispute(s) or the outcome impacting the Company,Pendency of Litigation(s)/dispute(s) or the outcome impacting the Company
02-Aug-2026 15:43:35,ABFRL,Copy of Newspaper Publication,Aditya Birla Fashion and Retail Limited has informed the Exchange about Newspaper advertisement regarding the Notice of 19th Annual General Meeting of the Company.,Copy of Newspaper Publication
02-Aug-2026 15:30:36,APLAPOLLO,Copy of Newspaper Publication,"APL Apollo Tubes Limited has informed the Exchange about Newspaper Publication of the Unaudited Financial Results for the quarter ended on June 30, 2026",Copy of Newspaper Publication
02-Aug-2026 15:20:42,NTPC,Analysts/Institutional Investor Meet/Con. Call Updates,NTPC Limited has informed the Exchange about Transcript,Analysts/Institutional Investor Meet/Con. Call Updates
02-Aug-2026 15:08:14,PERSISTENT,Press Release,"Persistent Systems Limited has informed the Exchange regarding a press release dated August 02, 2026, titled ""Persistent Achieves $452.4M Revenue in Q1 FY27 with 16.1% YoY Growth "".",Press Release
02-Aug-2026 14:57:24,PERSISTENT,Investor Presentation,Persistent Systems Limited has informed the Exchange about Investor Presentation,Investor Presentation
02-Aug-2026 14:41:28,PERSISTENT,Outcome of Board Meeting,"Persistent Systems Limited has submitted to the Exchange, the financial results for the period ended Jun 30, 2026.",Outcome of Board Meeting
02-Aug-2026 14:40:56,STARHEALTH,Copy of Newspaper Publication,STARHEALTH: Star Health and Allied Insurance Company Limited have informed the Exchange about Copy of Newspaper Publication regarding Notice of 21st Annual General Meeting on the Company.,Copy of Newspaper Publication
02-Aug-2026 14:10:10,VISHNU,Press Release,"Vishnu Chemicals Limited has informed the Exchange regarding a press release dated August 02, 2026, titled ""Q1FY27 Earnings Release is enclosed"".",Press Release
02-Aug-2026 13:58:04,RSWM,Copy of Newspaper Publication,RSWM Limited has informed the Exchange about Copy of Newspaper Publication,Copy of Newspaper Publication
02-Aug-2026 13:37:58,IPL,Copy of Newspaper Publication,India Pesticides Limited has informed the Exchange about Copy of Newspaper Publication for Q1FY27,Copy of Newspaper Publication
02-Aug-2026 13:36:24,IPL,Investor Presentation,India Pesticides Limited has informed the Exchange about Investor Presentation,Investor Presentation
