identifier,instrument,underlying,expiry,option_type,strike,last_price,contracts_traded,turnover,open_interest,underlying_value,pct_change
OPTIDXNIFTY14-07-2026CE24200.00,Index Options,NIFTY,14-Jul-2026,Call,24200,104.0,7567286,509728.601317,144699,24206.9,110.31344792719919
OPTIDXNIFTY14-07-2026PE24200.00,Index Options,NIFTY,14-Jul-2026,Put,24200,88.05,6379639,463193.689595,158389,24206.9,-68.80425155004428
OPTIDXNIFTY14-07-2026PE24150.00,Index Options,NIFTY,14-Jul-2026,Put,24150,67.75,4539113,266010.178252,121695,24206.9,-71.95197681639412
OPTIDXNIFTY14-07-2026CE24300.00,Index Options,NIFTY,14-Jul-2026,Call,24300,58.3,3822136,149982.52770799998,144630,24206.9,92.09225700164744
OPTIDXNIFTY14-07-2026CE24250.00,Index Options,NIFTY,14-Jul-2026,Call,24250,78.4,3765898,197907.354645,86704,24206.9,100.25542784163474
OPTIDXNIFTY14-07-2026PE24100.00,Index Options,NIFTY,14-Jul-2026,Put,24100,52.4,3671401,169912.43828,122920,24206.9,-75.18939393939394
OPTIDXNIFTY14-07-2026CE24150.00,Index Options,NIFTY,14-Jul-2026,Call,24150,135.15,3462333,294390.05682450003,68897,24206.9,113.50710900473933
OPTIDXNIFTY14-07-2026CE24500.00,Index Options,NIFTY,14-Jul-2026,Call,24500,13.7,3050915,32701.2324275,216461,24206.9,21.77777777777778
OPTIDXNIFTY14-07-2026PE24000.00,Index Options,NIFTY,14-Jul-2026,Put,24000,31.9,2872110,81694.29684,161957,24206.9,-79.19791327029671
OPTIDXNIFTY14-07-2026CE24100.00,Index Options,NIFTY,14-Jul-2026,Call,24100,167.7,2444672,256549.99136,43051,24206.9,111.87618445988629
OPTIDXNIFTY14-07-2026CE24400.00,Index Options,NIFTY,14-Jul-2026,Call,24400,29.2,2437591,51319.8221185,99528,24206.9,59.12806539509537
OPTIDXNIFTY14-07-2026PE24250.00,Index Options,NIFTY,14-Jul-2026,Put,24250,111.15,1994014,177476.219063,53552,24206.9,-65.20582250743465
OPTIDXNIFTY14-07-2026CE24350.00,Index Options,NIFTY,14-Jul-2026,Call,24350,41.5,1844992,53570.26521600001,46474,24206.9,73.2776617954071
OPTIDXNIFTY14-07-2026PE24050.00,Index Options,NIFTY,14-Jul-2026,Put,24050,40.9,1590100,56980.43845,51761,24206.9,-77.11888111888112
OPTIDXNIFTY14-07-2026PE23800.00,Index Options,NIFTY,14-Jul-2026,Put,23800,13.55,1528900,17252.1076,135685,24206.9,-81.63956639566396
OPTIDXNIFTY14-07-2026CE24450.00,Index Options,NIFTY,14-Jul-2026,Call,24450,20.15,1519355,22872.37017,52447,24206.9,38.487972508591064
OPTIDXNIFTY14-07-2026PE23900.00,Index Options,NIFTY,14-Jul-2026,Put,23900,19.9,1495038,26257.352394,100653,24206.9,-81.78489702517163
OPTIDXNIFTY14-07-2026CE24600.00,Index Options,NIFTY,14-Jul-2026,Call,24600,6.45,1387306,7457.463403,120077,24206.9,-6.521739130434782
OPTIDXNIFTY14-07-2026PE24300.00,Index Options,NIFTY,14-Jul-2026,Put,24300,141.1,1379254,151035.898897,37771,24206.9,-61.113407744246935
OPTIDXNIFTY14-07-2026CE24800.00,Index Options,NIFTY,14-Jul-2026,Call,24800,2.25,1151260,2192.57467,88640,24206.9,-30.76923076923077
