index,ticker,close,prev_close,pct_change
NIFTY_50,^NSEI,24206.9,23962.8,1.02
NIFTY_BANK,^NSEBANK,58045.9,57252.45,1.39
NIFTY_NEXT_50,^NSMIDCP,72391.8,72391.8,0.0
INDIA_VIX,^INDIAVIX,12.25,13.36,-8.31
SENSEX,^BSESN,77569.39,76741.82,1.08
